,combined
1497,"KY: Agreements, Exports, Policy, Protectionism, Trade, Voluntary Export Restraint"
1498,LA: English
1499,UD: 199603
1500,AN: 0373066
1501,BR:
1502,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1503,TI: Governing the global economy: International finance and the state
1504,"AU: Caprio, Gerard, Jr. (BRer)"
1505,AF: World Bank
1506,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 144-145"
1507,IS: 0022-0515
1508,"BK: Kapstein, Ethan B. Cambridge and London: Harvard University Press, 1994"
1509,DT: Book Review
1510,PY: 1996
1511,"DE: International Monetary Arrangements and Institutions F33, International Financial Markets G15, International Lending and Debt Problems F34"
1512,"KY: Bretton Woods, Exchange Rates, Finance, Fixed Exchange Rate, Globalization, International Finance"
1513,LA: English
1514,UD: 199603
1515,AN: 0373051
1516,BR:
1517,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1518,TI: American trade policy: A tragedy in the making.
1519,"AU: Schott, Jeffrey J. (BRer)"
1520,AF: Institute for International Econ
1521,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 145-147"
1522,IS: 0022-0515
1523,"BK: Krueger, Anne O. Washington, D.C.: AEI Press, 1995"
1524,DT: Book Review
1525,PY: 1996
1526,"DE: Trade Policy, International Trade Organizations F13"
1527,LA: English
1528,UD: 199603
1529,AN: 0373078
1530,BR:
1531,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1532,TI: Product standards for internationally integrated goods markets
1533,"AU: Yarbrough, Beth V. (BRer)"
1534,AF: Amherst College
1535,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 147-149"
1536,IS: 0022-0515
1537,"BK: Sykes, Alan O. Integrating National Economies: Promise and Pitfalls series. Washington, D.C.: Brookings Institution, 1995"
1538,DT: Book Review
1539,PY: 1996
1540,"DE: Trade Policy, International Trade Organizations F13, International Law K33"
1541,"KY: Policy, Trade"
1542,LA: English
1543,UD: 199603
1544,AN: 0373075
1545,BR:
1546,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1547,TI: Tax progressivity and income inequality
1548,"AU: Auten, Gerald E. (BRer)"
1549,AF: US. Dept of the Treasury
1550,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 149-150"
1551,IS: 0022-0515
1552,"BK: Slemrod, Joel , ed. Cambridge, New York and Melbourne: Cambridge University Press, 1994"
1553,DT: Book Review
1554,PY: 1996
1555,"DE: Taxation and Subsidies: Incidence H22, Personal Income and Other Nonbusiness Taxes and Subsidies, includes inheritance and gift taxes H24, Fiscal Policies and Behavior of Economic Agents: Household H31, Personal Income, Wealth, and Their Distributions D31"
1556,"KY: Incidence, Income, Inequality, Tax, Taxes"
1557,LA: English
1558,UD: 199603
1559,AN: 0373053
1560,BR:
1561,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1562,TI: Five years after: The long-term effects of welfare-to-work programs
1563,"AU: Plotnick, Robert D. (BRer)"
1564,AF: U of WA
1565,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 150-152"
1566,IS: 0022-0515
1567,"BK: Friedlander, Daniel, Burtless, Gary New York: Russell Sage Foundation, 1995"
1568,DT: Book Review
1569,PY: 1996
1570,"DE: Welfare, Well-Being, and Poverty: Government Programs, Provision and Effects of Welfare Programs I38, Human Capital, Skills, Occupational Choice, Labor Productivity J24"
1571,KY: Welfare
1572,LA: English
1573,UD: 199603
1574,AN: 0373068
1575,BR:
1576,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1577,TI: Why our kids don't study: An economist's perspective
1578,"AU: Brown, Byron W. (BRer)"
1579,AF: MI State U
1580,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 152-153"
1581,IS: 0022-0515
1582,"BK: Owen, John D. Baltimore and London: Johns Hopkins University Press, 1995"
1583,DT: Book Review
1584,PY: 1996
1585,DE: Analysis of Education I21
1586,LA: English
1587,UD: 199603
1588,AN: 0373067
1589,BR:
1590,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1591,TI: Valuing health for policy: An economic approach
1592,"AU: Conley, Bryan C. (BRer)"
1593,"AF: Pacific Palisades, CA"
1594,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 153-154"
1595,IS: 0022-0515
1596,"BK: Tolley, George, Kenkel, Donald, Fabian, Robert , eds. Chicago and London: University of Chicago Press, 1994"
1597,DT: Book Review
1598,PY: 1996
1599,"DE: Health: Government Policy, Regulation, Public Health I18"
1600,"KY: Health, Policy"
1601,LA: English
1602,UD: 199603
1603,AN: 0373054
1604,BR:
1605,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1606,TI: The black underclass: Critical essays on race and unwantedness
1607,"AU: Margo, Robert A. (BRer)"
1608,AF: Vanderbilt U
1609,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 154-156"
1610,IS: 0022-0515
1611,"BK: Darity, William A., Jr, Myers, Samuel L., Jr With Emmett D. Carson and William Sabol. Critical Studies in Black Life and Culture, vol. 27. Reference Library of Social Science, vol. 875. New York and London: Garland, 1994"
1612,DT: Book Review
1613,PY: 1996
1614,"DE: Economics of Gender, Non-labor Discrimination J16, Measurement and Analysis of Poverty I32"
1615,LA: English
1616,UD: 199603
1617,AN: 0373076
1618,BR:
1619,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1620,TI: Labor markets and integrating national economies
1621,"AU: Ruhm, Christopher J. (BRer)"
1622,AF: U of NC Greensboro and NBER
1623,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 156-157"
1624,IS: 0022-0515
1625,"BK: Ehrenberg, Ronald G. Integrating National Economies: Promise and Pitfalls series. Washington, D.C.: Brookings Institution, 1994"
1626,DT: Book Review
1627,PY: 1996
1628,"DE: Safety, Job Satisfaction, Related Public Policy J28, Economic Integration F15, Wages, Compensation, and Labor Costs: Public Policy J38, Mobility, Unemployment, and Vacancies: Public Policy J68"
1629,"KY: Economic Integration, Integration, Trade"
1630,LA: English
1631,UD: 199603
1632,AN: 0373055
1633,BR:
1634,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1635,TI: Working under different rules
1636,"AU: Leonard, Jonathan S. (BRer)"
1637,AF: U of CA at Berkeley
1638,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 157-159"
1639,IS: 0022-0515
1640,"BK: Freeman, Richard B. , ed. National Bureau of Economic Research Project Report. New York: Russell Sage Foundation, 1994"
1641,DT: Book Review
1642,PY: 1996
1643,"DE: Wage Level and Structure, Wage Differentials J31, Labor-Management Relations, Industrial Jurisprudence J53, Human Capital, Skills, Occupational Choice, Labor Productivity J24, Mobility, Unemployment, Vacancies, and Immigrant Workers: General J60, Comparative Studies of Countries O57"
1644,"KY: Training, Wage Inequality, Wage"
1645,LA: English
1646,UD: 199603
1647,AN: 0373041
1648,BR:
1649,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1650,TI: The federal civil service system and the problem of bureaucracy: The economics and politics of institutional change
1651,"AU: Benson, Bruce L. (BRer)"
1652,AF: FL State U
1653,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 159-160"
1654,IS: 0022-0515
1655,"BK: Johnson, Ronald N., Libecap, Gary D. National Bureau of Economic Research Series on Long-term Factors in Economic Development. Chicago and London: University of Chicago Press, 1994"
1656,DT: Book Review
1657,PY: 1996
1658,"DE: Public Sector Labor Markets J45, Bureaucracy, Administrative Processes in Public Organizations, Corruption D73"
1659,"KY: Bureaucracy, Civil Service"
1660,LA: English
1661,UD: 199603
1662,AN: 0373056
1663,BR:
1664,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1665,TI: International labour standards and economic interdependence
1666,"AU: Rodgers, Yana van der Meulen (BRer)"
1667,AF: College of William and Mary
1668,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 160-162"
1669,IS: 0022-0515
1670,"BK: Sengenberger, Werner, Campbell, Duncan , eds. Geneva: International Institute for Labour Studies, 1994"
1671,DT: Book Review
1672,PY: 1996
1673,"DE: Safety, Job Satisfaction, Related Public Policy J28, International Economic Order F02, Labor Law K31, Wages, Compensation, and Labor Costs: Public Policy J38, Labor-Management Relations, Trade Unions, and Collective Bargaining: Public Policy J58"
1674,KY: Globalization
1675,LA: English
1676,UD: 199603
1677,AN: 0373069
1678,BR:
1679,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1680,TI: Comparable worth: Is it a worthy policy?
1681,"AU: Groshen, Erica L. (BRer)"
1682,AF: Federal Reserve Bank of NY
1683,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 162-163"
1684,IS: 0022-0515
1685,"BK: Sorensen, Elaine Princeton: Princeton University Press, 1994"
1686,DT: Book Review
1687,PY: 1996
1688,DE: Labor Discrimination: Public Policy J78
1689,"KY: Comparable Worth, Discrimination"
1690,LA: English
1691,UD: 199603
1692,AN: 0373038
1693,BR:
1694,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1695,TI: Race and culture: A world view
1696,"AU: Boston, Thomas D. (BRer)"
1697,AF: GA Institute of Technology
1698,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 163-165"
1699,IS: 0022-0515
1700,"BK: Sowell, Thomas New York: Harper Collins, Basic Books, 1994"
1701,DT: Book Review
1702,PY: 1996
1703,"DE: Economics of Minorities, Races, Indigenous Peoples, and Immigrants, Non-labor Discrimination J15, Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: General, International, or Comparative N30, Labor Discrimination J71"
1704,KY: Race
1705,LA: English
1706,UD: 199603
1707,AN: 0373040
1708,BR:
1709,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1710,TI: Clear and convincing evidence: Measurement of discrimination in America
1711,"AU: Cain, Glen G. (BRer)"
1712,AF: U of WI
1713,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 165-167"
1714,IS: 0022-0515
1715,"BK: Fix, Michael, Struyk, Raymond J. , eds. Washington, D.C.: Urban Institute Press, distributed by University Press of America, Lanham, Md., 1993"
1716,DT: Book Review
1717,PY: 1996
1718,"DE: Labor Law K31, Housing Supply and Markets R31"
1719,"KY: Discrimination, Housing"
1720,LA: English
1721,UD: 199603
1722,AN: 0373039
1723,BR:
1724,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1725,"TI: The antitrust impulse. An economic, historical, and legal analysis. 2 vols."
1726,"AU: Telser, Lester G. (BRer)"
1727,AF: U of Chicago
1728,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 167-170"
1729,IS: 0022-0515
1730,"BK: Kovaleff, Theodore P. , ed. Columbia University Seminar Series. Armonk, N.Y. and London: Sharpe, 1994"
1731,DT: Book Review
1732,PY: 1996
1733,"DE: Antitrust Law K21, Antitrust Issues and Policies: General L40, Economic History: Government, War, Law, International Relations, and Regulation: U.S., Canada: Pre-1913 N41, Economic History: Government, War, Law, International Relations, and Regulation: U.S., Canada: 1913- N42"
1734,LA: English
1735,UD: 199603
1736,AN: 0373059
1737,BR:
1738,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1739,TI: Spatial economic analysis of telecommunications network externalities
1740,"AU: Brock, Gerald W. (BRer)"
1741,AF: George WA U
1742,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 170-171"
1743,IS: 0022-0515
1744,"BK: Capello, Roberta Aldershot, U.K., Brookfield, Vt. and Sydney: Ashgate, Avebury, 1994"
1745,DT: Book Review
1746,PY: 1996
1747,"DE: Telecommunications L96, Other Spatial Production and Pricing Analysis R32"
1748,"KY: Regional, Telecommunications"
1749,LA: English
1750,UD: 199603
1751,AN: 0373070
1752,BR:
1753,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1754,TI: Contrived competition: Regulation and deregulation in America
1755,"AU: Oster, Clinton V., Jr. (BRer)"
1756,AF: IN U
1757,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 171-173"
1758,IS: 0022-0515
1759,"BK: Vietor, Richard H. K. Cambridge and London: Harvard University Press, Belknap Press, 1994"
1760,DT: Book Review
1761,PY: 1996
1762,"DE: Economics of Regulation L51, Industry Studies: Utilities and Transportation: Government Policy L98, Financial Institutions and Services: Government Policy and Regulation G28"
1763,"KY: Deregulation, Gas, Natural Gas, Regulation"
1764,LA: English
1765,UD: 199603
1766,AN: 0373042
1767,BR:
1768,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1769,"TI: Stature, living standards, and economic development: Essays in anthropometric history"
1770,"AU: Costa, Dora L. (BRer)"
1771,AF: MIT and NBER
1772,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 173-174"
1773,IS: 0022-0515
1774,"BK: Komlos, John , ed. Chicago and London: University of Chicago Press, 1994"
1775,DT: Book Review
1776,PY: 1996
1777,"DE: Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: General, International, or Comparative N30"
1778,KY: History
1779,LA: English
1780,UD: 199603
1781,AN: 0373071
1782,BR:
1783,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1784,TI: Coordination and information: Historical perspectives on the organization of enterprise
1785,"AU: Field, Alexander J. (BRer)"
1786,AF: Santa Clara U
1787,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 174-176"
1788,IS: 0022-0515
1789,"BK: Lamoreaux, Naomi R., Raff, Daniel M. G. , eds. National Bureau of Economic Research Conference Report series. Chicago and London: University of Chicago Press, 1995"
1790,DT: Book Review
1791,PY: 1996
1792,"DE: Economic History: Manufacturing and Construction: U.S., Canada: Pre-1913 N61, Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S., Canada: Pre-1913 N31, Economic History: Manufacturing and Construction: U.S., Canada: 1913- N62, Economic History: Financial Markets and Institutions: U.S., Canada: Pre-1913 N21"
1793,LA: English
1794,UD: 199603
1795,AN: 0373072
1796,BR:
1797,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1798,TI: Centuries of economic endeavor: Parallel paths in Japan and Europe and their contrast with the third world
1799,"AU: Gleason, Suzanne (BRer)"
1800,AF: U of MD
1801,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 176-178"
1802,IS: 0022-0515
1803,"BK: Powelson, John P. Ann Arbor: University of Michigan Press, 1994"
1804,DT: Book Review
1805,PY: 1996
1806,"DE: Economic History: Macroeconomics and Monetary Economics, Industrial Structure, Growth, Fluctuations: General, International, or Comparative N10, Economic Development: General O10"
1807,"KY: Development, Third World"
1808,LA: English
1809,UD: 199603
1810,AN: 0373058
1811,BR:
1812,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1813,"TI: Productivity and growth: A study of British industry, 1954-1986"
1814,"AU: Van Reenen, John (BRer)"
1815,"AF: U College, London"
1816,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 178-179"
1817,IS: 0022-0515
1818,"BK: Oulton, Nicholas, O'Mahony, Mary National Institute of Economic and Social Research Occasional Papers, vol. 46. Cambridge, New York and Melbourne: Cambridge University Press, 1994"
1819,DT: Book Review
1820,PY: 1996
1821,"DE: Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47, Production, Cost, Capital, Capital, Total Factor, and Multifactor Productivity, Capacity D24"
1822,"KY: Growth, Productivity, Returns to Scale"
1823,LA: English
1824,UD: 199603
1825,AN: 0373044
1826,BR:
1827,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1828,"TI: The economics of growth and technical change: Technologies, nations, agents"
1829,"AU: Mansfield, Edwin (BRer)"
1830,AF: U of PA
1831,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 179-181"
1832,IS: 0022-0515
1833,"BK: Silverberg, Gerald, Soete, Luc , eds. Aldershot, U.K.: Elgar, distributed in the U.S. by Ashgate, Brookfield, Vt., 1994"
1834,DT: Book Review
1835,PY: 1996
1836,"DE: Technological Change: Choices and Consequences, Diffusion Processes O33, Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
1837,"KY: Diffusion, Economic Growth, Growth, Technical, Technology"
1838,LA: English
1839,UD: 199603
1840,AN: 0373043
1841,BR:
1842,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1843,TI: The market meets its match: Restructuring the economies of Eastern Europe
1844,"AU: Desai, Padma (BRer)"
1845,AF: Columbia U
1846,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 181-182"
1847,IS: 0022-0515
1848,"BK: Amsden, Alice H., Kochanowicz, Jacek, Taylor, Lance Cambridge, Mass. and London: Harvard University Press, 1994"
1849,DT: Book Review
1850,PY: 1996
1851,"DE: Socialist Systems and Transitional Economies: Planning, Coordination, and Reform P21, Socialist Enterprises and Their Transitions P31, Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23"
1852,LA: English
1853,UD: 199603
1854,AN: 0373060
1855,BR:
1856,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1857,TI: Post-communist reform: Pain and progress
1858,"AU: Earle, John S. (BRer)"
1859,AF: Central European U and Stanford U.
1860,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 182-184"
1861,IS: 0022-0515
1862,"BK: Blanchard, Olivier Cambridge and London: MIT Press, 1993"
1863,DT: Book Review
1864,PY: 1996
1865,"DE: Socialist Systems and Transitional Economies: General P20, Socialist Institutions and Their Transitions: General P30"
1866,LA: English
1867,UD: 199603
1868,AN: 0373037
1869,BR:
1870,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1871,TI: Privatization in Eastern Europe: Is the state withering away?
1872,"AU: Estrin, Saul (BRer)"
1873,AF: London Business School
1874,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 184-185"
1875,IS: 0022-0515
1876,"BK: Frydman, Roman, Rapaczynski, Andrzej Privatization Project Book series. Budapest and London: Central European University Press, distributed by Oxford University Press, New York, 1994"
1877,DT: Book Review
1878,PY: 1996
1879,"DE: Socialist Enterprises and Their Transitions P31, Comparison of Public and Private Enterprises and Nonprofit Institutions, Privatization, Contracting Out L33"
1880,KY: Privatization
1881,LA: English
1882,UD: 199603
1883,AN: 0373045
1884,BR:
1885,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1886,TI: Capitalism with morality
1887,"AU: Roemer, John E. (BRer)"
1888,"AF: U of CA, Davis"
1889,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 185-187"
1890,IS: 0022-0515
1891,"BK: Haslett, David W. Oxford and New York: Oxford University Press, Clarendon Press, 1994"
1892,DT: Book Review
1893,PY: 1996
1894,"DE: Capitalist Systems: Political Economy P16, Relation of Economics to Social Values A13"
1895,"KY: Capitalism, Economic Systems, Economics, Free Market, Morality, Morals"
1896,LA: English
1897,UD: 199603
1898,AN: 0373073
1899,BR:
1900,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1901,TI: Economic analysis of institutions and systems
1902,"AU: Ekelund, Robert B., Jr. (BRer)"
1903,AF: Auburn U
1904,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 187-189"
1905,IS: 0022-0515
1906,"BK: Pejovich, Svetozar International Studies in Economics and Econometrics, vol. 33. Dordrecht and Boston: Kluwer Academic, 1995"
1907,DT: Book Review
1908,PY: 1996
1909,DE: Comparative Analysis of Economic Systems P51
1910,LA: English
1911,UD: 199603
1912,AN: 0373074
1913,BR:
1914,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1915,TI: Whither socialism?
1916,"AU: Boettke, Peter J. (BRer)"
1917,AF: NYU
1918,"SO: Journal of Economic Literature, 34(1), March 1996, pp. 189-91"
1919,IS: 0022-0515
1920,"BK: Stiglitz, Joseph E. Wicksell Lectures. Cambridge and London: MIT Press, 1994"
1921,DT: Book Review
1922,PY: 1996
1923,"DE: Socialist Systems and Transitional Economies: Political Economy, Property Rights P26, Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23"
1924,"KY: Socialism, Socialists"
1925,LA: English
1926,UD: 199603
1927,AN: 0373061
1928,BR:
1929,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1930,TI: Condorcet: Foundations of social choice and political theory
1931,"AU: Hamlin, Alan (BRer)"
1932,AF: U of Southampton
1933,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1334-1335"
1934,IS: 0022-0515
1935,"BK: Condorcet, Marie Jean Antoine Nicolas Caritat Translated and edited by Iain McLean and Fiona Hewitt. Aldershot, U.K.: Elgar, distributed in the U.S. by Ashgate, Brookfield, Vt., 1994"
1936,DT: Book Review
1937,PY: 1996
1938,DE: History of Economic Thought: Individuals B31
1939,LA: English
1940,UD: 199609
1941,AN: 0392011
1942,BR:
1943,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1944,TI: Keynes's philosophical development
1945,"AU: Cottrell, Allin (BRer)"
1946,AF: Wake Forest U
1947,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1335-1336"
1948,IS: 0022-0515
1949,"BK: Davis, John Bryan Cambridge, New York and Melbourne: Cambridge University Press, 1994"
1950,DT: Book Review
1951,PY: 1996
1952,DE: History of Economic Thought: Individuals B31
1953,LA: English
1954,UD: 199609
1955,AN: 0392012
1956,BR:
1957,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1958,"TI: (1) An Austrian perspective on the history of economic thought. Volume 1. Economic thought before Adam Smith, (2) An Austrian perspective on the history of economic thought. Volume 2. Classical economics"
1959,"AU: Lowry, S. Todd (BRer)"
1960,AF: WA and Lee U
1961,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1336-1340"
1962,IS: 0022-0515
1963,"BK: (1) Rothbard, Murray N. Aldershot, U.K.: Elgar, distributed in the U.S. by Ashgate, Brookfield, Vt., 1995, (2) Rothbard, Murray N. Aldershot, U.K.: Elgar, distributed in the U.S. by Ashgate, Brookfield, Vt., 1995"
1964,DT: Book Review
1965,PY: 1996
1966,"DE: History of Economic Thought: Preclassical (Ancient, Medieval, Mercantilist, Physiocratic) B11, Economic Education and Teaching of Economics: Undergraduate A22, History of Economic Thought: Classical (includes Adam Smith) B12"
1967,"KY: Economic Thought, Economics, Ricardian"
1968,LA: English
1969,UD: 199609
1970,AN: 0392024
1971,BR:
1972,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1973,TI: An introduction to the bootstrap
1974,"AU: Manski, Charles F. (BRer)"
1975,AF: U of WI-Madison
1976,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1340-1342"
1977,IS: 0022-0515
1978,"BK: Efron, Bradley, Tibshirani, Robert J. Monographs on Statistics and Applied Probability, vol. 57. New York and London: Chapman and Hall, 1993"
1979,DT: Book Review
1980,PY: 1996
1981,DE: Estimation: General C13
1982,KY: Probabilities
1983,LA: English
1984,UD: 199609
1985,AN: 0392008
1986,BR:
1987,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1988,TI: Testing macroeconometric models
1989,"AU: Coen, Robert M. (BRer)"
1990,AF: Northwestern U
1991,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1342-1343"
1992,IS: 0022-0515
1993,"BK: Fair, Ray C. Cambridge and London: Harvard University Press, 1994"
1994,DT: Book Review
1995,PY: 1996
1996,"DE: Model Evaluation, Validation, and Selection C52, Model Construction and Estimation C51"
1997,KY: Macroeconometrics
1998,LA: English
1999,UD: 199609
2000,AN: 0392013
2001,BR:
2002,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2003,TI: Multi-output production and duality: Theory and applications
2004,"AU: Tauchen, Helen (BRer)"
2005,AF: U of NC at Chapel Hill
2006,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1343-1344"
2007,IS: 0022-0515
2008,"BK: Fare, Rolf, Primont, Daniel Boston and Dordrecht: Kluwer Academic, 1995"
2009,DT: Book Review
2010,PY: 1996
2011,"DE: Production, Cost, Capital, Capital, Total Factor, and Multifactor Productivity, Capacity D24"
2012,"KY: Cost, Production"
2013,LA: English
2014,UD: 199609
2015,AN: 0392026
2016,BR:
2017,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2018,TI: Theory of production: A long-period analysis
2019,"AU: Burmeister, Edwin (BRer)"
2020,AF: Duke U
2021,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1344-1346"
2022,IS: 0022-0515
2023,"BK: Kurz, Heinz D., Salvadori, Neri Cambridge, New York and Melbourne: Cambridge University Press, 1995"
2024,DT: Book Review
2025,PY: 1996
2026,"DE: Production, Cost, Capital, Capital, Total Factor, and Multifactor Productivity, Capacity D24, Economic Education and Teaching of Economics: Graduate A23"
2027,"KY: Choice of Technique, Economics, Production"
2028,LA: English
2029,UD: 199609
2030,AN: 0392027
2031,BR:
2032,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2033,"TI: Institutions, inflation and unemployment"
2034,"AU: Taylor, Lance (BRer)"
2035,AF: New School for Social Research
2036,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1346-1347"
2037,IS: 0022-0515
2038,"BK: Amadeo, Edward J. Aldershot, U.K.: Elgar, distributed in the U.S. by Ashgate, Brookfield, Vt., 1994"
2039,DT: Book Review
2040,PY: 1996
2041,"DE: Price Level, Inflation, Deflation E31, Trade Unions: Objectives, Structure, and Effects J51, Employment, Unemployment, Wages, Intergenerational Income Distribution, Aggregate Human Capital E24"
2042,"KY: Inflation, Unemployment, Union, Wage"
2043,LA: English
2044,UD: 199609
2045,AN: 0392015
2046,BR:
2047,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2048,"TI: Confidence, credibility and macroeconomic policy: Past, present, future"
2049,"AU: Mayer, Thomas (BRer)"
2050,"AF: U of CA, Davis"
2051,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1347-1349"
2052,IS: 0022-0515
2053,"BK: Burdekin, Richard C. K., Langdana, Farrokh K. London and New York: Routledge, 1995"
2054,DT: Book Review
2055,PY: 1996
2056,"DE: Policy Objectives, Policy Designs and Consistency, Policy Coordination E61, Comparative or Joint Analysis of Fiscal and Monetary Policy, Stabilization, Treasury Policy E63, Studies of Particular Policy Episodes E65, Expectations, Speculations D84, Economic History: Macroeconomics and Monetary Economics, Industrial Structure, Growth, Fluctuations: U.S., Canada: Pre-1913 N11"
2057,"KY: Expectation, Fiscal Policy, Inflation, Macroeconomic Policy, Macroeconomics, Macroeconomy, Monetary Policy, Monetary, Policy"
2058,LA: English
2059,UD: 199609
2060,AN: 0392042
2061,BR:
2062,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2063,TI: Frontiers of business cycle research
2064,"AU: Basu, Susanto (BRer)"
2065,AF: U of MI
2066,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1349-1350"
2067,IS: 0022-0515
2068,"BK: Cooley, Thomas F. , ed. Princeton: Princeton University Press, 1995"
2069,DT: Book Review
2070,PY: 1996
2071,"DE: Business Fluctuations, Cycles E32, Economic Education and Teaching of Economics: Graduate A23"
2072,"KY: Business Cycles, Cycle, Economic Fluctuations, Economics, Fluctuation, Real Business Cycle"
2073,LA: English
2074,UD: 199609
2075,AN: 0392016
2076,BR:
2077,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
2078,"TI: The theory of value, capital and interest: A new approach"
2079,"AU: Bliss, Christopher (BRer)"
2080,"AF: Nuffield College, Oxford"
2081,"SO: Journal of Economic Literature, 34(3), September 1996, pp. 1350-1351"
