,index,ArticleID,Journal,PubDate,Title,Abstract,Language,Received,Accepted,Volume,Issue,Part,FirstPage,LastPage,Comments,CiteCount,Note
0,MISSING,MISSING,QJE,MISSING,The Macro Effects of Unemployment Benefit Extensions: a Measurement Error Approach,"By how much does an extension of unemployment benefits affect macroeconomic outcomes such as unemployment? Answering this question is challenging because U.S. law extends benefits for states experiencing high unemployment. We use data revisions to decompose the variation in the duration of benefits into the part coming from actual differences in economic conditions and the part coming from measurement error in the real-time data used to determine benefit extensions. Using only the variation coming from measurement error, we find that benefit extensions have a limited influence on state-level macroeconomic outcomes. We apply our estimates to the increase in the duration of benefits during the Great Recession and find that they increased the unemployment rate by at most 0.3 percentage point.",MISSING,MISSING,MISSING,134,1,MISSING,227,279,MISSING,1 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Moral Hazard: Experimental Evidence from Tenancy Contracts,"Agricultural productivity is particularly low in developing countries. Output-sharing rules that make farmers less-than-full residual claimants are seen as a potentially important driver of low agricultural productivity. We report results from a field experiment designed to estimate and understand the effects of sharecropping contracts on agricultural input choices, risk-taking, and output. The experiment induced variation in the terms of sharecropping contracts. After agreeing to pay 50% of their output to the landlord, tenants were randomized into three groups: (i) some kept 50% of their output; (ii) others kept 75%; (iii) others kept 50% of output and received a lump-sum payment at the end of their contract, either fixed or stochastic. We find that tenants with higher output shares used more inputs, cultivated riskier crops, and produced 60% more output relative to control. Income or risk exposure have at most a small effect on farm output; the increase in output should be interpreted as an incentive effect of the output-sharing rule.",MISSING,MISSING,MISSING,134,1,MISSING,281,347,MISSING,0,MISSING
0,MISSING,MISSING,QJE,MISSING,Consequences of the Clean Water Act and the Demand for Water Quality,"Since the 1972 U.S. Clean Water Act, government and industry have invested over 1 trillion to abate water pollution, or 100 per person-year. Over half of U.S. stream and river miles, however, still violate pollution standards. We use the most comprehensive set of files ever compiled on water pollution and its determinants, including 50 million pollution readings from 240,000 monitoring sites and a network model of all U.S. rivers, to study water pollution’s trends, causes, and welfare consequences. We have three main findings. First, water pollution concentrations have fallen substantially. Between 1972 and 2001, for example, the share of waters safe for fishing grew by 12 percentage points. Second, the Clean Water Act’s grants to municipal wastewater treatment plants, which account for 650 billion in expenditure, caused some of these declines. Through these grants, it cost around 1.5 million (2014 dollars) to make one river-mile fishable for a year. We find little displacement of municipal expenditure due to a federal grant. Third, the grants’ estimated effects on housing values are smaller than the grants’ costs; we carefully discuss welfare implications.",MISSING,MISSING,MISSING,134,1,MISSING,349,396,MISSING,12 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Forward and Spot Exchange Rates in a Multi-Currency World,"Separate literatures study violations of uncovered interest parity (UIP) using regression-based and portfolio-based methods. We propose a decomposition of these violations into a cross-currency, a between-time-and-currency, and a cross-time component that allows us to analytically relate regression-based and portfolio-based facts and to estimate the joint restrictions they put on models of currency returns. Subject to standard assumptions on investors’ information sets, we find that the forward premium puzzle (FPP) and the “dollar trade” anomaly are intimately linked: both are driven almost exclusively by the cross-time component. By contrast, the “carry trade” anomaly is driven largely by cross-sectional violations of UIP. The simplest model that the data do not reject features a cross-sectional asymmetry that makes some currencies pay permanently higher expected returns than others, and larger time series variation in expected returns on the U.S. dollar than on other currencies. Importantly, conventional estimates of the FPP are not directly informative about expected returns because they do not correct for uncertainty about future mean interest rates. Once we correct for this uncertainty, we never reject the null that investors expect high-interest-rate currencies to depreciate, not appreciate.",MISSING,MISSING,MISSING,134,1,MISSING,397,450,MISSING,28 ,MISSING
0,MISSING,MISSING,QJE,MISSING,From Hyperinflation to Stable Prices: Argentina’s Evidence on Menu Cost Models,"In this article, we analyze how inflation affects firms’ price-setting behavior. For a class of menu cost models, we derive several predictions about how price-setting changes with inflation at very high and at near-zero inflation rates. Then, we present evidence supporting these predictions using product-level data underlying Argentina’s consumer price index from 1988 to 1997—a unique experience where monthly inflation ranged from almost 200% to less than zero. For low inflation rates, we find that (i) the frequency and absolute size of price changes as well as the dispersion of relative prices do not change with inflation, (ii) the frequency and size of price increases and decreases are symmetric around zero inflation, and (iii) aggregate inflation changes are mostly driven by changes in the frequency of price increases and decreases, as opposed to the size of price changes. For high inflation rates, we find that (iv) the elasticity of the frequency of price changes with respect to inflation is close to two-thirds, (v) the frequency of price changes across different products becomes similar, and (vi) the elasticity of the dispersion of relative prices with respect to inflation is one-third. Our findings confirm and extend available evidence for countries that experienced either very high or near-zero inflation. We conclude by showing that a hyperinflation of 500% a year is associated with a cost of approximately 8.5% of aggregate output a year as a result of inefficient price dispersion alone.",MISSING,MISSING,MISSING,134,1,MISSING,451,505,MISSING,2 ,MISSING
0,MISSING,MISSING,QJE,MISSING,"The Mission: Human Capital Transmission, Economic Persistence, and Culture in South America","This article examines the long-term consequences of a historical human capital intervention. The Jesuit order founded religious missions in 1609 among the Guaraní, in modern-day Argentina, Brazil, and Paraguay. Before their expulsion in 1767, missionaries instructed indigenous inhabitants in reading, writing, and various crafts. Using archival records, as well as data at the individual and municipal level, I show that in areas of former Jesuit presence—within the Guaraní area—educational attainment was higher and remains so (by 10%–15%) 250 years later. These educational differences have also translated into incomes that are 10% higher today. The identification of the positive effect of the Guaraní Jesuit missions emerges after comparing them with abandoned Jesuit missions and neighboring Franciscan Guaraní missions. The enduring effects observed are consistent with transmission mechanisms of structural transformation, occupational specialization, and technology adoption in agriculture.",MISSING,MISSING,MISSING,134,1,MISSING,507,556,MISSING,0,MISSING
0,MISSING,MISSING,QJE,MISSING,Global Evidence on Economic Preferences,"This article studies the global variation in economic preferences. For this purpose, we present the Global Preference Survey (GPS), an experimentally validated survey data set of time preference, risk preference, positive and negative reciprocity, altruism, and trust from 80,000 people in 76 countries. The data reveal substantial heterogeneity in preferences across countries, but even larger within-country heterogeneity. Across individuals, preferences vary with age, gender, and cognitive ability, yet these relationships appear partly country specific. At the country level, the data reveal correlations between preferences and biogeographic and cultural variables, such as agricultural suitability, language structure, and religion. Variation in preferences is also correlated with economic outcomes and behaviors. Within countries and subnational regions, preferences are linked to individual savings decisions, labor market choices, and prosocial behaviors. Across countries, preferences vary with aggregate outcomes ranging from per capita income, to entrepreneurial activities, to the frequency of armed conflicts.",MISSING,MISSING,MISSING,133,4,MISSING,1645,1692,MISSING,71 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Excess Sensitivity of High-Income Consumers,"Using new transaction data, I find considerable deviations from consumption smoothing in response to large, regular, predetermined, and salient payments from the Alaska Permanent Fund. On average, the marginal propensity to consume (MPC) is 25% for nondurables and services within one quarter of the payments. The MPC is heterogeneous, monotonically increasing with income, and the average is largely driven by high-income households with substantial amounts of liquid assets, who have MPCs above 50%. The account-level data and the properties of the payments rule out most previous explanations of excess sensitivity, including buffer stock models and rational inattention. How big are these “mistakes?” Using a sufficient statistics approach, I show that the welfare loss from excess sensitivity depends on the MPC and the relative payment size as a fraction of income. Since the lump-sum payments do not depend on income, the two statistics are negatively correlated such that the welfare losses are similar across households and small (less than 0.1% of wealth), despite the large MPCs.",MISSING,MISSING,MISSING,133,4,MISSING,1693,1751,MISSING,9 ,MISSING
0,MISSING,MISSING,QJE,MISSING,What do Exporters Know?,"Much of the variation in international trade volume is driven by firms’ extensive margin decisions of whether to participate in export markets. We evaluate how the information potential exporters possess influences their decisions. We estimate a model of export participation in which firms weigh the fixed costs of exporting against the forecasted profits from serving a foreign market. We adopt a moment inequality approach, placing weak assumptions on firms’ expectations. The framework allows us to test whether firms differ in the information they have about foreign markets. We find that larger firms possess better knowledge of market conditions in foreign countries, even when those firms have not exported in the past. Quantifying the value of information, we show that, in a typical destination, total exports rise while the number of exporters falls when firms have access to better information to forecast export revenues.",MISSING,MISSING,MISSING,133,4,MISSING,1753,1801,MISSING,4 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Marginal Tax Rates and Income: New Time Series Evidence,"Using new narrative measures of exogenous variation in marginal tax rates associated with postwar tax reforms in the United States, this study estimates short-run tax elasticities of reported income of around 1.2 based on time series from 1946 to 2012. Estimated elasticities are larger in the top 1% of the income distribution but are also positive and statistically significant for other income groups. Previous time series studies of tax returns data have found little evidence for income responses to taxes outside the top of the income distribution. The different results in this article arise because of additional efforts to account for dynamics, expectations, and especially the endogeneity of tax policy decisions. Marginal rate cuts lead to increases in real GDP and declines in unemployment. There is also evidence that the responses are to marginal tax rates rather than average tax rates. Counterfactual tax cuts targeting the top 1% alone are estimated to have short-run positive effects on economic activity and incomes outside of the top 1%, but to increase inequality in pretax incomes. Cuts for taxpayers outside of the top 1% also lead to increases in incomes and economic activity, but with a longer delay.",MISSING,MISSING,MISSING,133,4,MISSING,1803,1884,MISSING,25 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Racial Bias in Bail Decisions,"This article develops a new test for identifying racial bias in the context of bail decisions—a high-stakes setting with large disparities between white and black defendants. We motivate our analysis using Becker’s model of racial bias, which predicts that rates of pretrial misconduct will be identical for marginal white and marginal black defendants if bail judges are racially unbiased. In contrast, marginal white defendants will have higher rates of misconduct than marginal black defendants if bail judges are racially biased, whether that bias is driven by racial animus, inaccurate racial stereotypes, or any other form of bias. To test the model, we use the release tendencies of quasi-randomly assigned bail judges to identify the relevant race-specific misconduct rates. Estimates from Miami and Philadelphia show that bail judges are racially biased against black defendants, with substantially more racial bias among both inexperienced and part-time judges. We find suggestive evidence that this racial bias is driven by bail judges relying on inaccurate stereotypes that exaggerate the relative danger of releasing black defendants.",MISSING,MISSING,MISSING,133,4,MISSING,1885,1932,MISSING,6 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Elusive Costs of Inflation: Price Dispersion during the U.S. Great Inflation,"A key policy question is: how high an inflation rate should central banks target? This depends crucially on the costs of inflation. An important concern is that high inflation will lead to inefficient price dispersion. Workhorse New Keynesian models imply that this cost of inflation is very large. An increase in steady-state inflation from 0% to 10% yields a welfare loss that is an order of magnitude greater than the welfare loss from business cycle fluctuations in output in these models. We assess this prediction empirically using a new data set on price behavior during the Great Inflation of the late 1970s and early 1980s in the United States. If price dispersion increases rapidly with inflation, we should see the absolute size of price changes increasing with inflation: price changes should become larger as prices drift further from their optimal level at higher inflation rates. We find no evidence that the absolute size of price changes rose during the Great Inflation. This suggests that the standard New Keynesian analysis of the welfare costs of inflation is wrong and its implications for the optimal inflation rate need to be reassessed. We also find that (nonsale) prices have not become more flexible over the past 40 years.",MISSING,MISSING,MISSING,133,4,MISSING,1933,1980,MISSING,26 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Political Advertising and Election Results,"We study the persuasive effects of political advertising. Our empirical strategy exploits FCC regulations that result in plausibly exogenous variation in the number of impressions across the borders of neighboring counties. Applying this approach to detailed data on television advertisement broadcasts and viewership patterns during the 2004–12 presidential campaigns, our results indicate that total political advertising has almost no impact on aggregate turnout. By contrast, we find a positive and economically meaningful effect of advertising on candidates’ vote shares. Taken at face value, our estimates imply that a one standard deviation increase in the partisan difference in advertising raises the partisan difference in vote shares by about 0.5 percentage points. Evidence from a regression discontinuity design suggests that advertising affects election results by altering the partisan composition of the electorate.",MISSING,MISSING,MISSING,133,4,MISSING,1981,2036,MISSING,7 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Religious Competition and Reallocation: the Political Economy of Secularization in the Protestant Reformation,"Using novel microdata, we document an important, unintended consequence of the Protestant Reformation: a reallocation of resources from religious to secular purposes. To understand this process, we propose a conceptual framework in which the introduction of religious competition shifts political markets where religious authorities provide legitimacy to rulers in exchange for control over resources. Consistent with our framework, religious competition changed the balance of power between secular and religious elites: secular authorities acquired enormous amounts of wealth from monasteries closed during the Reformation, particularly in Protestant regions. This transfer of resources had significant consequences. First, it shifted the allocation of upper-tail human capital. Graduates of Protestant universities increasingly took secular, especially administrative, occupations. Protestant university students increasingly studied secular subjects, especially degrees that prepared students for public sector jobs, rather than church sector specific theology. Second, it affected the sectoral composition of fixed investment. Particularly in Protestant regions, new construction shifted from religious toward secular purposes, especially the building of palaces and administrative buildings, which reflected the increased wealth and power of secular lords. Reallocation was not driven by preexisting economic or cultural differences. Our findings indicate that the Reformation played an important causal role in the secularization of the West.",MISSING,MISSING,MISSING,133,4,MISSING,2037,2096,MISSING,15 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Missed Sales and the Pricing of Ancillary Goods,"Firms often sell a basic good as well as ancillary ones. Hold-up concerns have led to ancillary good regulations, such as transparency and price caps. The hold-up narrative, however, runs counter to evidence in many retail settings where ancillary good prices are set below cost (e.g., free shipping or limited card surcharging in countries where the “no-surcharge rule” was lifted). We argue that the key to unifying these conflicting narratives is that the seller may absorb partly or fully the ancillary good’s cost so as not to miss sales on the basic good. A supplier with market power on the ancillary good market then takes advantage of cost absorption and jacks up its wholesale price. Hold-ups occur only when consumers are initially uninformed or naive about the drip price and shopping costs are high. The price of the basic good then acts as a signal of the drip price, since a high markup on the basic good makes the firm more wary of missed sales. Regardless of whether consumers are informed, uninformed but rational, or naive, mandating price transparency and banning loss-making on the ancillary good leads to (i) an efficient consumption of the ancillary good, and (ii) a reduction of its wholesale price, generating strict welfare gains.",MISSING,MISSING,MISSING,133,4,MISSING,2097,2169,MISSING,1 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Should Buyers or Sellers Organize Trade in a Frictional Market?,"To answer the question in the title, this article characterizes the socially efficient organization of the market with search frictions. The efficient organization depends on the relative elasticity in the supply between the two sides of the market, the costs of participating in the market and organizing trade, and the (a)symmetry in matching. We also show that the social optimum can be implemented by a realistic market equilibrium where the organizers set up trading sites to direct the other side’s search. The results provide a unified explanation for why trade has often been organized by sellers in the goods market, by buyers (firms) in the labor market, and by both sides in the asset market. The analysis also sheds light on how the efficient market organization can change with innovations such as e-commerce and just-in-time production.",MISSING,MISSING,MISSING,133,4,MISSING,2171,2214,MISSING,3 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Impacts of Neighborhoods on Intergenerational Mobility I: Childhood Exposure Effects,"We show that the neighborhoods in which children grow up shape their earnings, college attendance rates, and fertility and marriage patterns by studying more than 7 million families who move across commuting zones and counties in the United States. Exploiting variation in the age of children when families move, we find that neighborhoods have significant childhood exposure effects: the outcomes of children whose families move to a better neighborhood—as measured by the outcomes of children already living there—improve linearly in proportion to the amount of time they spend growing up in that area, at a rate of approximately 4% per year of exposure. We distinguish the causal effects of neighborhoods from confounding factors by comparing the outcomes of siblings within families, studying moves triggered by displacement shocks, and exploiting sharp variation in predicted place effects across birth cohorts, genders, and quantiles to implement overidentification tests. The findings show that neighborhoods affect intergenerational mobility primarily through childhood exposure, helping reconcile conflicting results in the prior literature.",MISSING,MISSING,MISSING,133,3,MISSING,1107,1162,MISSING,51 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Impacts of Neighborhoods on Intergenerational Mobility II: County-Level Estimates,"We estimate the causal effect of each county in the United States on children’s incomes in adulthood. We first estimate a fixed effects model that is identified by analyzing families who move across counties with children of different ages. We then use these fixed effect estimates to (i) quantify how much places matter for intergenerational mobility, (ii) construct forecasts of the causal effect of growing up in each county that can be used to guide families seeking to move to opportunity, and (iii) characterize which types of areas produce better outcomes. For children growing up in low-income families, each year of childhood exposure to a one standard deviation (std. dev.) better county increases income in adulthood by 0.5%. There is substantial variation in counties’ causal effects even within metro areas. Counties with less concentrated poverty, less income inequality, better schools, a larger share of two-parent families, and lower crime rates tend to produce better outcomes for children in poor families. Boys’ outcomes vary more across areas than girls’ outcomes, and boys have especially negative outcomes in highly segregated areas. Areas that generate better outcomes have higher house prices on average, but our approach uncovers many “opportunity bargains”—places that generate good outcomes but are not very expensive.",MISSING,MISSING,MISSING,133,3,MISSING,1163,1228,MISSING,39 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Interfirm Relationships and Business Performance,"We organized business associations for the owner-managers of young Chinese firms to study the effect of business networks on firm performance. We randomized 2,820 firms into small groups whose managers held monthly meetings for one year, and into a “no-meetings” control group. We find the following. (i) The meetings increased firm revenue by 8.1%, and also significantly increased profit, factors, inputs, the number of partners, borrowing, and a management score. (ii) These effects persisted one year after the conclusion of the meetings. (iii) Firms randomized to have better peers exhibited higher growth. We exploit additional interventions to document concrete channels. (iv) Managers shared exogenous business-relevant information, particularly when they were not competitors, showing that the meetings facilitated learning from peers. (v) Managers created more business partnerships in the regular than in other one-time meetings, showing that the meetings improved supplier-client matching.",MISSING,MISSING,MISSING,133,3,MISSING,1229,1282,MISSING,19 ,MISSING
0,MISSING,MISSING,QJE,MISSING,High-Frequency Identification of Monetary Non-Neutrality: The Information Effect,"We present estimates of monetary non-neutrality based on evidence from high-frequency responses of real interest rates, expected inflation, and expected output growth. Our identifying assumption is that unexpected changes in interest rates in a 30-minute window surrounding scheduled Federal Reserve announcements arise from news about monetary policy. In response to an interest rate hike, nominal and real interest rates increase roughly one-for-one, several years out into the term structure, while the response of expected inflation is small. At the same time, forecasts about output growth also increase—the opposite of what standard models imply about a monetary tightening. To explain these facts, we build a model in which Fed announcements affect beliefs not only about monetary policy but also about other economic fundamentals. Our model implies that these information effects play an important role in the overall causal effect of monetary policy shocks on output.",MISSING,MISSING,MISSING,133,3,MISSING,1283,1330,MISSING,58 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Ranking Firms Using Revealed Preference,"This article estimates workers’ preferences for firms by studying the structure of employer-to-employer transitions in U.S. administrative data. The article uses a tool from numerical linear algebra to measure the central tendency of worker flows, which is closely related to the ranking of firms revealed by workers’ choices. There is evidence for compensating differentials when workers systematically move to lower-paying firms in a way that cannot be accounted for by layoffs or differences in recruiting intensity. The estimates suggest that compensating differentials account for over half of the firm component of the variance of earnings.",MISSING,MISSING,MISSING,133,3,MISSING,1331,1393,MISSING,45 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Long-Range Growth: Economic Development in the Global Network of Air Links,"We study the impact of international long-distance flights on the global spatial allocation of economic activity. To identify causal effects, we exploit variation due to regulatory and technological constraints, which gives rise to a discontinuity in connectedness between cities at a distance of 6,000 miles. We show that improving an airport’s position in the network of air links has a positive effect on local economic activity, as captured by satellite-measured night lights. We find that air links increase business links, showing that the movement of people fosters the movement of capital. In particular, this is driven mostly by capital flowing from high-income to middle-income (but not low-income) countries. Taken together, the results suggest that increasing interconnectedness induces links between businesses and generates economic activity at the local level but also gives rise to increased spatial inequality locally, and potentially globally.",MISSING,MISSING,MISSING,133,3,MISSING,1395,1458,MISSING,10 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Divergent Paths: A New Perspective on Earnings Differences Between Black and White Men Since 1940,"We present new evidence on the evolution of black–white earnings differences among all men, including both workers and nonworkers. We study two measures: (i) the level earnings gap—the racial earnings difference at a given quantile; and (ii) the earnings rank gap—the difference between a black man's percentile in the black earnings distribution and the position he would hold in the white earnings distribution. After narrowing from 1940 to the mid-1970s, the median black–white level earnings gap has since grown as large as it was in 1950. At the same time, the median black man's relative position in the earnings distribution has remained essentially constant since 1940, so that the improvement then worsening of median relative earnings have come mainly from the stretching and narrowing of the overall earnings distribution. Black men at higher percentiles have experienced significant advances in relative earnings since 1940, due mainly to strong positional gains among those with college educations. Large relative schooling gains by blacks at the median and below have been more than counteracted by rising return to skill in the labor market, which has increasingly penalized remaining racial differences in schooling at the bottom of the distribution.",MISSING,MISSING,MISSING,133,3,MISSING,1459,1501,MISSING,8 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Macroeconomic Effects of Government Asset Purchases: Evidence from Postwar U.S. Housing Credit Policy,"We document the portfolio activity of federal housing agencies and provide evidence on its impact on mortgage markets and the economy. Through a narrative analysis, we identify historical policy changes leading to expansions or contractions in agency mortgage holdings. Based on those regulatory events that we classify as unrelated to short-run cyclical or credit market shocks, we find that an increase in mortgage purchases by the agencies boosts mortgage lending, in particular refinancing, and lowers mortgage rates. Agency purchases also influence prices in other asset markets, stimulate residential investment, and expand homeownership. We compare these effects to those of conventional monetary policy shocks, and we provide evidence on the interactions between housing credit and monetary policies.",MISSING,MISSING,MISSING,133,3,MISSING,1503,1560,MISSING,16 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Status Goods: Experimental Evidence from Platinum Credit Cards,"This article provides field-experimental evidence on status goods. We work with an Indonesian bank that markets platinum credit cards to high-income customers. In a first experiment, we show that demand for the platinum card exceeds demand for a nondescript control product with identical benefits, suggesting demand for the pure status aspect of the card. Transaction data reveal that platinum cards are more likely to be used in social contexts, implying social image motivations. In a second experiment, we provide evidence of positional externalities from the consumption of these status goods. A final experiment provides suggestive evidence that increasing self-esteem causally reduces demand for status goods, indicating that social image might be a substitute for self-image.",MISSING,MISSING,MISSING,133,3,MISSING,1561,1595,MISSING,19 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Do Energy Efficiency Investments Deliver? Evidence from the Weatherization Assistance Program,"A growing number of policies and programs aim to increase investment in energy efficiency, because conventional wisdom suggests that people fail to take up these investments even though they have positive private returns and generate environmental benefits. Many explanations for this energy efficiency gap have been put forward, but there has been surprisingly little field testing of whether the conventional wisdom is correct. This article reports on the results of an experimental evaluation of the nation’s largest residential energy efficiency program—the Weatherization Assistance Program—conducted on a sample of approximately 30,000 households in Michigan. The findings suggest that the upfront investment costs are about twice the actual energy savings. Furthermore, the model-projected savings are more than three times the actual savings. Although this might be attributed to the “rebound” effect—when demand for energy end uses increases as a result of greater efficiency—the article fails to find evidence of significantly higher indoor temperatures at weatherized homes. Even when accounting for the broader societal benefits derived from emissions reductions, the costs still substantially outweigh the benefits; the average rate of return is approximately −7.8% annually.",MISSING,MISSING,MISSING,133,3,MISSING,1597,1644,MISSING,41 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Distributional National Accounts: Methods and Estimates for the United States,"This article combines tax, survey, and national accounts data to estimate the distribution of national income in the United States since 1913. Our distributional national accounts capture 100% of national income, allowing us to compute growth rates for each quantile of the income distribution consistent with macroeconomic growth. We estimate the distribution of both pretax and posttax income, making it possible to provide a comprehensive view of how government redistribution affects inequality. Average pretax real national income per adult has increased 60% from 1980 to 2014, but we find that it has stagnated for the bottom 50% of the distribution at about $16,000 a year. The pretax income of the middle class—adults between the median and the 90th percentile—has grown 40% since 1980, faster than what tax and survey data suggest, due in particular to the rise of tax-exempt fringe benefits. Income has boomed at the top. The upsurge of top incomes was first a labor income phenomenon but has mostly been a capital income phenomenon since 2000. The government has offset only a small fraction of the increase in inequality. The reduction of the gender gap in earnings has mitigated the increase in inequality among adults, but the share of women falls steeply as one moves up the labor income distribution, and is only 11% in the top 0.1% in 2014.",MISSING,MISSING,MISSING,133,2,MISSING,553,609,MISSING,113 ,MISSING
0,MISSING,MISSING,QJE,MISSING,The Morale Effects of Pay Inequality,"Relative-pay concerns have potentially broad labor market implications. In a month-long experiment with Indian manufacturing workers, we randomize whether coworkers within production units receive the same flat daily wage or differential wages according to their (baseline) productivity ranks. When coworkers’ productivity is difficult to observe, pay inequality reduces output by 0.45 standard deviations and attendance by 18 percentage points. It also lowers coworkers’ ability to cooperate in their own self-interest. However, when workers can clearly perceive that their higher-paid peers are more productive than themselves, pay disparity has no discernible effect on output, attendance, or group cohesion. These findings help inform our understanding of when pay compression is more likely to arise in the labor market",MISSING,MISSING,MISSING,133,2,MISSING,611,663,MISSING,25 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Human Capital and Development Accounting: New Evidence from Wage Gains at Migration,"We use new data on the pre- and postmigration wages of immigrants to the United States to measure wage gains at migration. The average immigrant from a middle-income or poor country increases their wage by a factor of two to three upon migration. This wage gain is small relative to the underlying gap in GDP per worker. In a development accounting framework, this finding implies that switching countries accounts for 40% of cross-country income differences, while human capital accounts for 60%. Wage gains decline with education, consistent with imperfect substitution between skill types. We augment our analysis to allow for this possibility and bound the human capital share in development accounting to between one-half and two-thirds. We also provide results on the importance of premigration sector of employment, assimilation, and skill transfer.",MISSING,MISSING,MISSING,133,2,MISSING,665,700,MISSING,12 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Nation Building Through Foreign Intervention: Evidence from Discontinuities in Military Strategies,"This study uses discontinuities in U.S. strategies employed during the Vietnam War to estimate their causal impacts. It identifies the effects of bombing by exploiting rounding thresholds in an algorithm used to target air strikes. Bombing increased the military and political activities of the communist insurgency, weakened local governance, and reduced noncommunist civic engagement. The study also exploits a spatial discontinuity across neighboring military regions that pursued different counterinsurgency strategies. A strategy emphasizing overwhelming firepower plausibly increased insurgent attacks and worsened attitudes toward the U.S. and South Vietnamese government, relative to a more hearts-and-minds-oriented approach.",MISSING,MISSING,MISSING,133,2,MISSING,701,764,MISSING,8 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Discretion in Hiring,"Job-testing technologies enable firms to rely less on human judgment when making hiring decisions. Placing more weight on test scores may improve hiring decisions by reducing the influence of human bias or mistakes but may also lead firms to forgo the potentially valuable private information of their managers. We study the introduction of job testing across 15 firms employing low-skilled service sector workers. When faced with similar applicant pools, we find that managers who appear to hire against test recommendations end up with worse average hires. This suggests that managers often overrule test recommendations because they are biased or mistaken, not only because they have superior private information.",MISSING,MISSING,MISSING,133,2,MISSING,765,800,MISSING,13 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Transparency and Deliberation Within the FOMC: A Computational Linguistics Approach,"How does transparency, a key feature of central bank design, affect monetary policy makers’ deliberations? Theory predicts a positive discipline effect and negative conformity effect. We empirically explore these effects using a natural experiment in the Federal Open Market Committee in 1993 and computational linguistics algorithms. We first find large changes in communication patterns after transparency. We then propose a difference-in-differences approach inspired by the career concerns literature, and find evidence for both effects. Finally, we construct an influence measure that suggests the discipline effect dominates.",MISSING,MISSING,MISSING,133,2,MISSING,801,870,MISSING,53 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Recommender Systems as Mechanisms for Social Learning,"This article studies how a recommender system may incentivize users to learn about a product collaboratively. To improve the incentives for early exploration, the optimal design trades off fully transparent disclosure by selectively overrecommending the product (or “spamming”) to a fraction of users. Under the optimal scheme, the designer spams very little on a product immediately after its release but gradually increases its frequency; she stops it altogether when she becomes sufficiently pessimistic about the product. The recommender’s product research and intrinsic/naive users “seed” incentives for user exploration and determine the speed and trajectory of social learning. Potential applications for various Internet recommendation platforms and implications for review/ratings inflation are discussed.",MISSING,MISSING,MISSING,133,2,MISSING,871,925,MISSING,3 ,MISSING
0,MISSING,MISSING,QJE,MISSING,Frontier Knowledge and Scientific Production: Evidence from the Collapse of International Science,"We show that World War I and the subsequent boycott against Central scientists severely interrupted international scientific cooperation. After 1914, citations to recent research from abroad decreased and paper titles became less similar (evaluated by latent semantic analysis), suggesting a reduction in international knowledge flows. Reduced international scientific cooperation led to a decline in the production of basic science and its application in new technology. Specifically, we compare productivity changes for scientists who relied on frontier research from abroad, to changes for scientists who relied on frontier research from home. After 1914, scientists who relied on frontier research from abroad published fewer papers in top scientific journals, produced less Nobel Prize–nominated research, introduced fewer novel scientific words, and introduced fewer novel words that appeared in the text of subsequent patent grants. The productivity of scientists who relied on top 1% research declined twice as much as the productivity of scientists who relied on top 3% research. Furthermore, highly prolific scientists experienced the starkest absolute productivity declines. This suggests that access to the very best research is key for scientific and technological progress.",MISSING,MISSING,MISSING,133,2,MISSING,927,991,MISSING,11 ,MISSING
