index,ArticleID,JEL
6021,6054,H11
6022,6054,P16
6023,6055,D72
6024,6056,D31
6025,6056,H23
6026,6056,H31
6027,6057,O11
6028,6057,O14
6029,6057,O33
6030,6058,E32
6031,6058,E24
6032,6058,J63
6033,6059,J23
6034,6059,J31
6035,6059,J64
6036,6060,I28
6037,6060,I22
6038,6060,H73
6039,6061,G28
6040,6061,G21
6041,6062,G31
6042,6062,E22
6043,6062,D24
6044,6062,O33
6045,6063,C78
6046,6063,D63
6047,6064,O17
6048,6064,D73
6049,6065,Q21
6050,6066,G21
6051,6066,E44
6052,6067,J71
6053,6067,J41
6054,6068,R23
6055,6068,J61
6056,6068,J31
6057,6068,J24
6058,6069,P16
6059,6069,I22
6060,6069,E62
6061,6069,D31
6062,6070,D91
6063,6070,O41
6064,6070,E21
6065,6071,E21
6066,6071,E62
6067,6072,E21
6068,6072,E52
6069,6072,E43
6070,6073,D12
6071,6073,D91
6072,6073,E21
6073,6074,E52
6074,6074,E44
6075,6074,G21
6076,6075,E43
6077,6075,E58
6078,6075,E52
6079,6076,E32
6080,6076,E22
6081,6077,E24
6082,6077,E32
6083,6078,D82
6084,6078,D44
6085,6079,Q21
6086,6079,E22
6087,6079,Q31
6088,6080,L15
6089,6081,L82
6090,6081,J16
6091,6081,J44
6092,6081,J71
6093,6082,F15
6094,6082,F16
6095,6083,J16
6096,6083,J41
6097,6083,J71
6098,6083,J15
6099,6084,E44
6100,6084,G12
6101,6085,O41
6102,6085,O11
6103,6085,J11
6104,6086,B52
6105,6086,O41
6106,6086,O33
6107,6087,O19
6108,6087,F35
6109,6087,O23
6110,6088,O15
6111,6088,O47
6112,6089,O15
6113,6089,O40
6114,6089,J62
6115,6090,O41
6116,6090,E13
6117,6091,D71
6118,6092,L33
6119,6092,G24
6120,6092,D82
6121,6092,D44
6122,6093,F31
6123,6093,F41
6124,6094,G21
6125,6094,N21
6126,6095,E32
6127,6095,E51
6128,6096,E24
6129,6096,E32
6130,6096,E23
6131,6097,J24
6132,6097,O47
6133,6097,O15
6134,6098,J24
6135,6098,O15
6136,6098,O47
6137,6099,L33
6138,6099,I21
6139,6099,H73
6140,6100,L22
6141,6100,L16
6142,6100,F12
6143,6100,F15
6144,6101,F11
6145,6102,F41
6146,6102,F15
6147,6102,F02
6148,6102,N40
6149,6103,E24
6150,6103,J64
6151,6104,E24
6152,6104,J68
6153,6104,J23
6154,6105,J24
6155,6105,J33
6156,6106,D91
6157,6106,H55
6158,6107,E44
6159,6107,O41
6160,6107,E32
6161,6108,E31
6162,6108,E63
6163,6108,E52
6164,6109,E24
6165,6109,J64
6166,6110,D23
6167,6110,D83
6168,6110,D63
6169,6111,D72
6170,6111,H41
6171,6112,O34
6172,6112,O38
6173,6112,O31
6174,6113,D61
6175,6113,H43
6176,6114,D91
6177,6114,J65
6178,6114,H56
6179,6114,J26
6180,6115,O16
6181,6115,G35
6182,6115,G34
6183,6116,H55
6184,6116,G11
6185,6116,G23
6186,6117,D91
6187,6117,G11
6188,6118,L41
6189,6118,L13
6190,6118,L12
6191,6118,N72
6192,6119,Q23
6193,6119,D44
6194,6120,L82
6195,6120,L22
6196,6121,L11
6197,6121,L86
6198,6121,D83
6199,6122,C72
6200,6122,D83
6201,6123,L10
6202,6123,D40
6203,6124,D81
6204,6124,D83
6205,6125,D23
6206,6125,J41
6207,6125,M54
6208,6125,J33
6209,6126,D72
6210,6126,D82
6211,6126,D44
6212,6127,Z13
6213,6127,J43
6214,6127,Q15
6215,6127,L14
6216,6128,E62
6217,6128,H30
6218,6128,H24
6219,6129,H50
6220,6129,F22
6221,6129,H77
6222,6130,D12
6223,6130,C51
6224,6131,E31
6225,6131,L63
6226,6131,L68
6227,6131,D12
6228,6131,L62
6229,6132,G15
6230,6132,F40
6231,6133,D31
6232,6133,J22
6233,6133,J31
6234,6133,J12
6235,6134,D12
6236,6134,J31
6237,6134,J22
6238,6134,H27
6239,6135,J31
6240,6135,O22
6241,6135,J24
6242,6135,O15
6243,6135,I21
6244,6135,I28
6245,6136,J71
6246,6136,G21
6247,6136,L51
6248,6136,G28
6249,6136,J31
6250,6137,D21
6251,6137,D12
6252,6137,J26
6253,6138,L60
6254,6138,F12
6255,6138,F14
6256,6139,Q25
6257,6139,F18
6258,6140,H54
6259,6140,L96
6260,6140,O47
6261,6140,O33
6262,6141,Z13
6263,6141,J31
6264,6141,O33
6265,6142,O17
6266,6142,P16
6267,6142,D31
6268,6142,D74
6269,6143,E50
6270,6143,E32
6271,6144,E52
6272,6144,E41
6273,6144,C53
6274,6145,E44
6275,6145,G32
6276,6145,G12
6277,6146,O33
6278,6146,G12
6279,6147,E62
6280,6147,E31
6281,6148,E32
6282,6148,E31
6283,6148,E51
6284,6148,E52
6285,6149,E22
6286,6149,G31
6287,6150,G32
6288,6150,D21
6289,6150,G31
6290,6150,L11
6291,6151,L13
6292,6151,G21
6293,6152,G18
6294,6152,N21
6295,6152,G34
6296,6152,N81
6297,6153,O33
6298,6153,D83
6299,6153,N72
6300,6153,L62
6301,6154,I12
6302,6154,P51
6303,6154,O57
6304,6154,O11
6305,6154,N10
6306,6155,C70
6307,6156,F11
6308,6157,O31
6309,6157,R32
6310,6157,R11
6311,6158,D71
6312,6159,J31
6313,6160,E23
6314,6160,E13
6315,6160,O14
6316,6160,J31
6317,6161,E3
6318,6161,O3
6319,6162,G0
6320,6162,F3
6321,6162,F4
6322,6162,E0
6323,6162,G1
6324,6163,G12
6325,6163,D82
6326,6163,G14
6327,6164,D44
6328,6165,C73
6329,6165,D84
6330,6165,D83
6331,6165,C72
6332,6166,J41
6333,6166,D44
6334,6166,L44
6335,6167,D23
6336,6167,J31
6337,6167,C92
6338,6167,M52
6339,6167,L23
6340,6168,D91
6341,6168,D00
6342,6168,D12
6343,6169,D72
6344,6169,D73
6345,6169,L82
6346,6170,D91
6347,6170,E62
6348,6170,H55
6349,6170,H31
6350,6170,D58
6351,6171,M3
6352,6171,D8
6353,6171,L1
6354,6172,L12
6355,6172,L42
6356,6172,K21
6357,6173,E22
6358,6173,D92
6359,6174,J30
6360,6174,J63
6361,6175,J31
6362,6175,J24
6363,6175,E24
6364,6176,I21
6365,6176,J12
6366,6176,I28
6367,6177,K42
6368,6177,J24
6369,6178,F11
6370,6178,F15
6371,6178,F13
6372,6178,F53
6373,6178,F02
6374,6179,F13
6375,6179,F14
6376,6179,D78
6377,6179,F15
6378,6180,D12
6379,6180,H25
6380,6180,I12
6381,6181,D83
6382,6181,C72
6383,6181,C71
6384,6181,C73
6385,6182,D83
6386,6183,G11
6387,6183,D81
6388,6184,D82
6389,6184,O31
6390,6184,O34
6391,6185,D01
6392,6186,D72
6393,6186,F53
6394,6187,E22
6395,6187,O41
6396,6187,O33
6397,6188,E52
6398,6188,E31
6399,6188,N12
6400,6188,E24
6401,6189,J16
6402,6189,O15
6403,6189,I21
6404,6189,Z13
6405,6190,D82
6406,6190,L81
6407,6190,M31
6408,6190,L62
6409,6190,L15
6410,6190,L11
6411,6191,D72
6412,6192,A11
6413,6192,D72
6414,6192,J16
6415,6193,G12
6416,6193,E32
6417,6193,E44
6418,6194,D91
6419,6194,D31
6420,6195,D81
6421,6195,D71
6422,6196,I21
6423,6196,R21
6424,6196,H73
6425,6196,R23
6426,6197,I11
6427,6197,G22
6428,6197,D82
6429,6198,J22
6430,6198,I21
6431,6198,J24
6432,6198,R23
6433,6198,I28
6434,6198,J31
6435,6199,I38
6436,6199,D31
6437,6199,J31
6438,6200,O15
6439,6200,J13
6440,6200,I28
6441,6200,I21
6442,6201,E32
6443,6201,E22
6444,6201,O33
6445,6202,D11
6446,6202,D81
6447,6203,L65
6448,6203,F13
6449,6203,O34
6450,6204,F14
6451,6204,F13
6452,6204,F23
6453,6205,M13
6454,6205,L25
6455,6205,G34
6456,6205,G32
6457,6206,D91
6458,6206,H24
6459,6206,H31
6460,6206,D12
6461,6206,E21
6462,6206,E62
6463,6207,D82
6464,6207,Z13
6465,6208,F32
6466,6208,O16
6467,6208,F37
6468,6208,F12
6469,6208,F41
6470,6209,D11
6471,6209,Z13
6472,6209,D64
6473,6209,D82
6474,6210,J63
6475,6210,J23
6476,6210,J62
6477,6210,J13
6478,6210,J24
6479,6210,M53
6480,6211,D42
6481,6211,L12
6482,6211,D21
6483,6212,D53
6484,6212,D82
6485,6212,D83
6486,6213,C72
6487,6213,D83
6488,6213,C92
6489,6214,F32
6490,6214,E43
6491,6214,D84
6492,6215,N32
6493,6215,J22
6494,6215,K31
6495,6215,J13
6496,6216,J12
6497,6216,C78
6498,6217,D81
6499,6217,J22
6500,6218,O41
6501,6218,H25
6502,6218,E62
6503,6218,E32
6504,6218,H24
6505,6218,D58
6506,6219,O41
6507,6219,O47
6508,6219,E22
6509,6219,E21
6510,6220,F23
6511,6220,O32
6512,6220,O33
6513,6221,M11
6514,6221,L62
6515,6221,L25
6516,6221,G31
6517,6222,Z13
6518,6222,I28
6519,6222,J18
6520,6222,J15
6521,6223,E62
6522,6223,D72
6523,6223,H20
6524,6223,H50
6525,6224,D72
6526,6224,D71
6527,6225,D72
6528,6225,D73
6529,6225,D82
6530,6226,D64
6531,6226,D82
6532,6226,D73
6533,6227,R12
6534,6227,R32
6535,6228,D43
6536,6228,L13
6537,6229,L81
6538,6229,M37
6539,6229,D44
6540,6230,D44
6541,6230,C78
6542,6231,C91
6543,6231,D81
6544,6231,D11
6545,6232,J22
6546,6232,J31
6547,6233,J78
6548,6233,J15
6549,6233,H76
6550,6233,K31
6551,6234,Q12
6552,6234,L25
6553,6234,Q51
6554,6234,Q54
6555,6235,E58
6556,6235,E52
6557,6236,G12
6558,6236,G11
6559,6236,G15
6560,6237,D91
6561,6237,D14
6562,6237,K35
6563,6238,D86
6564,6239,O41
6565,6240,K42
6566,6241,J14
6567,6241,J28
6568,6242,E31
6569,6242,E62
6570,6242,E58
6571,6242,E52
6572,6243,D31
6573,6243,H41
6574,6243,H23
6575,6244,E22
6576,6244,E44
6577,6244,O33
6578,6245,N71
6579,6245,O33
6580,6245,N72
6581,6245,N61
6582,6245,L60
6583,6245,N62
6584,6246,G11
6585,6246,E21
6586,6246,E43
6587,6246,F31
6588,6247,D72
6589,6248,L23
6590,6248,D83
6591,6248,M11
6592,6248,D23
6593,6249,C72
6594,6249,D84
6595,6250,D72
6596,6250,H60
6597,6250,H50
6598,6250,E62
6599,6250,H20
6600,6251,L13
6601,6251,L11
6602,6251,L94
6603,6252,D02
6604,6252,D72
6605,6253,D81
6606,6253,Z13
6607,6253,C72
6608,6254,D83
6609,6254,J16
6610,6254,D72
6611,6255,Z13
6612,6255,J12
6613,6255,J16
6614,6255,J24
6615,6256,F21
6616,6256,E44
6617,6256,F31
6618,6256,F32
6619,6257,D81
6620,6258,D24
6621,6258,L11
6622,6258,L25
6623,6259,L11
6624,6260,E23
6625,6260,O47
6626,6260,E32
6627,6261,H27
6628,6261,H71
6629,6262,G11
6630,6262,R21
6631,6263,D44
6632,6263,L51
6633,6264,F31
6634,6264,E32
6635,6264,E31
6636,6265,Z13
6637,6266,D72
6638,6266,D73
6639,6267,C72
6640,6267,D83
6641,6267,D84
6642,6268,D44
6643,6269,P14
6644,6269,D51
6645,6270,O15
6646,6270,O16
6647,6270,G21
6648,6271,J22
6649,6271,L92
6650,6272,I38
6651,6272,I18
6652,6272,G22
6653,6273,R31
6654,6273,K42
6655,6273,R23
6656,6274,Q32
6657,6274,Q53
6658,6274,Q58
6659,6274,Q38
6660,6275,D81
6661,6275,D12
6662,6276,E52
6663,6276,E17
6664,6276,E31
6665,6277,D91
6666,6277,D11
6667,6278,J41
6668,6278,D86
6669,6278,C78
6670,6279,E32
6671,6279,E13
6672,6280,M12
6673,6280,L25
6674,6280,G32
6675,6280,M52
6676,6281,H75
6677,6281,I21
6678,6281,I28
6679,6282,O11
6680,6282,E43
6681,6282,O19
6682,6282,E32
6683,6282,F34
6684,6283,D14
6685,6283,D31
6686,6283,G11
6687,6284,H32
6688,6284,H25
6689,6284,G31
6690,6285,D72
6691,6286,O47
6692,6286,D72
6693,6287,H73
6694,6287,Q53
6695,6287,D72
6696,6287,H41
6697,6288,C42
6698,6288,D82
6699,6289,L14
6700,6289,D85
6701,6290,D83
6702,6290,C91
6703,6291,C70
6704,6292,Q13
6705,6292,D86
6706,6292,O19
6707,6292,N65
6708,6292,L67
6709,6292,N75
6710,6292,O13
6711,6293,D82
6712,6294,G15
6713,6294,G12
6714,6294,D53
6715,6294,G14
6716,6295,D81
6717,6295,D43
6718,6295,L13
6719,6295,D11
6720,6296,C70
6721,6296,D83
6722,6296,D82
6723,6297,C72
6724,6297,C73
6725,6297,Z13
6726,6298,D87
6727,6298,D91
6728,6298,D11
6729,6298,D74
6730,6298,D82
6731,6299,L24
6732,6299,D82
6733,6299,O34
6734,6299,K11
6735,6300,N12
6736,6300,O30
6737,6300,G14
6738,6300,N22
6739,6301,O25
6740,6301,O15
6741,6301,L52
6742,6301,J50
6743,6301,O14
6744,6301,L60
6745,6302,E44
6746,6302,L25
6747,6302,G32
6748,6302,G21
6749,6303,C72
6750,6303,C92
6751,6304,Z13
6752,6304,D82
6753,6304,D23
6754,6304,D86
6755,6305,D84
6756,6305,N12
6757,6305,N42
6758,6305,E52
6759,6305,E62
6760,6306,D91
6761,6306,J22
6762,6306,J16
6763,6306,L31
6764,6307,D12
6765,6307,O12
6766,6308,O31
6767,6308,O33
6768,6308,I23
6769,6308,D85
6770,6309,H56
6771,6309,O17
6772,6309,D74
6773,6310,J13
6774,6310,D31
6775,6310,I12
6776,6311,D82
6777,6311,D86
6778,6311,M54
6779,6312,C78
6780,6312,D74
6781,6313,I21
6782,6313,I28
6783,6314,J22
6784,6314,J64
6785,6314,J23
6786,6314,J31
6787,6315,L61
6788,6315,F13
6789,6315,F14
6790,6316,J31
6791,6316,J64
6792,6316,E32
6793,6316,E24
6794,6316,J63
6795,6317,F12
6796,6317,F13
6797,6318,D72
6798,6318,O15
6799,6318,N46
6800,6318,O17
6801,6318,O13
6802,6319,R12
6803,6319,R23
6804,6319,N94
6805,6320,D14
6806,6320,E21
6807,6320,R23
6808,6320,D91
6809,6321,O15
6810,6321,I12
6811,6322,I28
6812,6322,J13
6813,6322,I38
6814,6322,J24
6815,6323,D31
6816,6323,E21
6817,6323,D12
6818,6323,D91
6819,6324,J64
6820,6324,D81
6821,6324,J65
6822,6325,L25
6823,6325,G32
6824,6325,G21
6825,6326,L23
6826,6326,M11
6827,6326,L24
6828,6326,F11
6829,6327,F31
6830,6327,F12
6831,6327,F14
6832,6328,F13
6833,6328,F12
6834,6329,D81
6835,6329,G11
6836,6329,G12
6837,6330,E31
6838,6330,E12
6839,6330,E52
6840,6331,M31
6841,6331,D83
6842,6331,D11
6843,6332,D83
6844,6333,I21
6845,6333,I22
6846,6334,D72
6847,6334,D74
6848,6335,D72
6849,6335,O47
6850,6335,E62
6851,6335,H62
6852,6336,I31
6853,6336,J12
6854,6336,J16
6855,6336,D12
6856,6336,I32
6857,6337,I11
6858,6337,I18
6859,6338,J16
6860,6338,I12
6861,6339,M54
6862,6339,J24
6863,6339,L81
6864,6340,J16
6865,6340,J62
6866,6340,O33
6867,6340,D31
6868,6341,O15
6869,6341,I21
6870,6341,I28
6871,6341,D12
6872,6342,D31
6873,6342,H21
6874,6342,H24
6875,6342,H23
6876,6343,E32
6877,6343,E22
6878,6343,E13
6879,6343,E21
6880,6344,H21
6881,6344,E13
6882,6344,H25
6883,6344,H24
6884,6345,L22
6885,6345,D23
6886,6345,D82
6887,6345,D86
6888,6346,D71
6889,6346,Z13
6890,6347,K42
6891,6347,I12
6892,6348,E52
6893,6348,E32
6894,6348,E13
6895,6348,E31
6896,6349,D81
6897,6350,G34
6898,6350,L25
6899,6350,G22
6900,6350,I11
6901,6351,Z13
6902,6351,C91
6903,6351,D03
6904,6352,L13
6905,6352,H25
6906,6352,L11
6907,6352,H32
6908,6352,L81
6909,6353,D83
6910,6353,J24
6911,6353,M12
6912,6353,J15
6913,6353,M51
6914,6353,J71
6915,6354,H23
6916,6354,I38
6917,6354,O12
6918,6354,O15
6919,6355,D14
6920,6355,D83
6921,6355,D82
6922,6355,G21
6923,6356,H76
6924,6356,R41
6925,6357,O17
6926,6357,D72
6927,6357,I21
6928,6357,O15
6929,6358,Z13
6930,6358,L31
6931,6358,D64
6932,6359,D31
6933,6359,H20
6934,6359,E21
6935,6360,J16
6936,6360,I12
6937,6360,I21
6938,6360,O15
6939,6361,D44
6940,6361,Z11
6941,6362,E31
6942,6362,E52
6943,6362,E41
6944,6363,E31
6945,6363,Q41
6946,6363,E32
6947,6363,Q43
6948,6364,L13
6949,6364,L11
6950,6364,L14
6951,6365,R12
6952,6365,F10
6953,6366,L51
6954,6366,L97
6955,6366,L98
6956,6366,D73
6957,6367,C78
6958,6368,G12
6959,6368,G11
6960,6369,H22
6961,6369,D12
6962,6369,H25
6963,6369,L71
6964,6369,L62
6965,6370,L92
6966,6370,R48
6967,6370,R41
6968,6370,R42
6969,6371,Q22
6970,6371,Q32
6971,6371,Q23
6972,6371,P14
6973,6371,Q21
6974,6372,K21
6975,6372,L12
6976,6372,D43
6977,6372,L13
6978,6373,E52
6979,6373,D21
6980,6373,E31
6981,6373,D83
6982,6374,E32
6983,6374,J11
6984,6375,D12
6985,6375,D11
6986,6376,C93
6987,6376,D83
6988,6377,M31
6989,6377,M52
6990,6377,M37
6991,6378,D83
6992,6378,D14
6993,6378,D81
6994,6378,D91
6995,6379,D83
6996,6379,D81
6997,6380,J14
6998,6380,M51
6999,6380,M12
7000,6380,C90
7001,6380,J26
7002,6381,C73
7003,6381,Z13
7004,6381,D12
7005,6381,C71
7006,6382,E32
7007,6382,E20
7008,6382,E13
7009,6383,G12
7010,6383,G11
7011,6384,C93
7012,6384,D12
7013,6384,H25
7014,6384,H71
7015,6385,D83
7016,6385,D23
7017,6385,C72
7018,6386,H87
7019,6386,H73
7020,6386,D62
7021,6386,Q58
7022,6386,H23
7023,6387,D72
7024,6387,E62
7025,6387,P14
7026,6387,H11
7027,6387,H20
7028,6388,J12
7029,6388,O15
7030,6388,D13
7031,6388,D14
7032,6388,J16
7033,6389,H83
7034,6389,H57
7035,6389,H11
7036,6390,D64
7037,6390,I11
7038,6390,H41
7039,6391,C72
7040,6391,D02
7041,6391,H41
7042,6392,N22
7043,6392,G10
7044,6392,H22
7045,6392,H24
7046,6392,G12
7047,6392,N21
7048,6393,I21
7049,6393,I28
7050,6393,J16
7051,6394,E52
7052,6394,E13
7053,6394,C51
7054,6394,E58
7055,6394,E43
7056,6395,G12
7057,6395,N21
7058,6395,N22
7059,6395,L86
7060,6395,N71
7061,6395,N72
7062,6395,L92
7063,6396,C72
7064,6396,D82
7065,6396,G11
7066,6396,D83
7067,6397,D81
7068,6397,D12
7069,6398,L13
7070,6398,G34
7071,6398,D44
7072,6399,D82
7073,6399,D11
7074,6400,G21
7075,6400,G28
7076,6401,K12
7077,6401,D86
7078,6402,C72
7079,6402,C93
7080,6403,E13
7081,6403,N12
7082,6403,E52
7083,6403,C52
7084,6403,C32
7085,6404,Z11
7086,6404,G11
7087,6405,O14
7088,6405,F14
7089,6405,L24
7090,6405,F23
7091,6405,L60
7092,6405,L25
7093,6406,R11
7094,6406,R12
7095,6406,R23
7096,6407,R11
7097,6407,R23
7098,6407,R12
7099,6408,I21
7100,6408,J31
7101,6408,J12
7102,6408,J24
7103,6409,Q53
7104,6409,Q58
7105,6409,H23
7106,6410,M52
7107,6410,L25
7108,6410,M12
7109,6410,D82
7110,6411,D12
7111,6411,L11
7112,6411,L96
7113,6412,G31
7114,6412,L25
7115,6412,G32
7116,6412,L26
7117,6413,L93
7118,6413,L22
7119,6413,L24
7120,6413,L14
7121,6414,D62
7122,6414,D86
7123,6414,L12
7124,6414,K21
7125,6414,C72
7126,6414,K12
7127,6414,C91
7128,6415,M31
7129,6415,L85
7130,6415,R31
7131,6416,Z13
7132,6416,Q16
7133,6416,D83
7134,6416,O33
7135,6417,D91
7136,6417,D11
7137,6417,D81
7138,6418,C78
7139,6418,D82
7140,6418,I21
7141,6419,J45
7142,6419,I21
7143,6419,J31
7144,6420,D82
7145,6420,G21
7146,6421,D63
7147,6421,C72
7148,6422,E21
7149,6422,D83
7150,6422,D84
7151,6422,E23
7152,6422,E32
7153,6423,J32
7154,6423,G11
7155,6424,L22
7156,6424,R32
7157,6424,L23
7158,6424,F23
7159,6425,L82
7160,6425,J15
7161,6425,D72
7162,6426,D82
7163,6426,D81
7164,6426,L83
7165,6427,O19
7166,6427,F34
7167,6428,D85
7168,6428,R41
7169,6429,L23
7170,6429,Q52
7171,6429,L60
7172,6429,F18
7173,6429,O30
7174,6429,Q53
7175,6430,D82
7176,6430,D86
7177,6431,E21
7178,6431,J32
7179,6431,D91
7180,6431,J26
7181,6432,D72
7182,6432,J52
7183,6432,J45
7184,6432,J31
7185,6433,D71
7186,6433,Z13
7187,6433,D82
7188,6434,E24
7189,6434,J23
7190,6435,J23
7191,6435,E24
7192,9379,G34
7193,9379,G32
7194,9379,M10
7195,9379,G24
7196,9358,M14
7197,9358,L25
7198,9358,D23
7199,9381,D24
7200,9381,M54
7201,9381,M12
7202,9381,M14
7203,9381,D86
7204,9381,L92
7205,9382,J15
7206,9382,H83
7207,9382,O17
7208,9382,D73
7209,9382,O15
7210,9375,D14
7211,9375,J32
7212,9375,J26
7213,9376,J26
7214,9376,D91
7215,9376,D12
7216,9377,E44
7217,9377,J32
7218,9377,G23
7219,9377,J26
7220,9378,D13
7221,9378,D91
7222,9378,J26
7223,9378,P36
7224,9378,O12
7225,9330,Q48
7226,9330,D82
7227,9330,Q41
7228,9330,D83
7229,9330,H23
7230,9331,D12
7231,9331,Q41
7232,9331,Q48
7233,9332,Q41
7234,9332,D91
7235,9332,Q48
7236,9332,D12
7237,9332,H24
7238,9333,Q48
7239,9333,D12
7240,9333,Q41
7241,9329,O31
7242,9329,Q41
7243,9329,Q51
7244,9383,C91
7245,9383,C93
7246,9384,C21
7247,9385,C90
7248,9385,G21
7249,9385,O16
7250,9372,D12
7251,9372,L82
7252,9372,C78
7253,9373,C93
7254,9373,Q22
7255,9373,C71
7256,9374,Z22
7257,9374,L83
7258,9374,Z21
7259,9374,C93
7260,9374,D74
7261,9386,C52
7262,9387,C52
7263,9387,C55
7264,9387,D83
7265,9387,D12
7266,9387,C20
7267,9388,C26
7268,9388,D12
7269,9388,C36
7270,9389,C50
7271,9389,D83
7272,9389,C53
7273,9390,I22
7274,9390,D83
7275,9390,I23
7276,9391,C52
7277,9391,I23
7278,9391,I22
7279,9392,I26
7280,9392,J31
7281,9392,O15
7282,9392,D14
7283,9392,I23
7284,9392,I22
7285,9393,I23
7286,9393,I22
7287,9393,D83
7288,9393,D12
7289,9342,Q54
7290,9342,N52
7291,9342,N31
7292,9342,N51
7293,9342,N32
7294,9342,I12
7295,9342,Q51
7296,9343,Q54
7297,9343,E22
7298,9343,E23
7299,9343,R11
7300,9343,O13
7301,9343,O47
7302,9344,Q54
7303,9344,O13
7304,9344,O47
7305,9344,Q11
7306,9345,Q12
7307,9345,Q54
7308,9345,Q18
7309,9345,G22
7310,9345,Q14
7311,9361,Z12
7312,9361,O34
7313,9361,O31
7314,9362,D72
7315,9362,O17
7316,9363,D64
7317,9363,D12
7318,9363,I18
7319,9364,I11
7320,9364,D83
7321,9364,D61
7322,9364,D12
7323,9365,D81
7324,9365,D12
7325,9365,L83
7326,9367,L81
7327,9367,D12
7328,9367,D81
7329,9368,Z22
7330,9368,D14
7331,9368,L83
7332,9368,J44
7333,9366,D14
7334,9366,D81
7335,9366,G11
7336,9334,J18
7337,9334,J15
7338,9334,K42
7339,9335,J15
7340,9335,J18
7341,9335,K42
7342,9336,J15
7343,9336,K42
7344,9336,J18
7345,9336,R23
7346,9337,J13
7347,9337,K42
7348,9337,O15
7349,9337,J15
7350,9337,R23
7351,9394,F14
7352,9394,L81
7353,9394,M11
7354,9394,L23
7355,9395,F23
7356,9395,F14
7357,9396,F23
7358,9369,D03
7359,9369,A22
7360,9370,A22
7361,9370,D03
7362,9371,D03
7363,9371,E03
7364,9371,E61
7365,9371,I13
7366,9371,Q54
7367,9371,D78
7368,9397,D24
7369,9397,L11
7370,9397,D22
7371,9397,O14
7372,9397,L67
7373,9398,F66
7374,9398,J46
7375,9398,P36
7376,9398,E26
7377,9398,J16
7378,9398,O15
7379,9398,P23
7380,9399,O15
7381,9399,F13
7382,9399,O19
7383,9399,J31
7384,9399,R23
7385,9399,J24
7386,9399,F16
7387,9323,G21
7388,9323,E32
7389,9323,E44
7390,9323,D14
7391,9324,J15
7392,9324,J12
7393,9324,I32
7394,9324,I38
7395,9324,D31
7396,9324,E32
7397,9325,E32
7398,9325,I18
7399,9325,H24
7400,9325,I32
7401,9325,I38
7402,9301,O41
7403,9301,E23
7404,9301,E22
7405,9301,O47
7406,9301,E25
7407,9301,P16
7408,9302,H87
7409,9302,D31
7410,9302,P16
7411,9302,E25
7412,9302,H24
7413,9302,E22
7414,9302,E23
7415,9303,O41
7416,9303,H87
7417,9303,E22
7418,9303,E25
7419,9303,E23
7420,9303,P16
7421,9304,P16
7422,9304,D31
7423,9304,O41
7424,9304,E22
7425,9304,H87
7426,9304,E23
7427,9304,E25
7428,9319,J65
7429,9319,J64
7430,9319,R23
7431,9320,J14
7432,9320,I13
7433,9320,I18
7434,9320,J22
7435,9320,H51
7436,9320,J45
7437,9321,I13
7438,9321,I18
7439,9321,J14
7440,9321,J31
7441,9321,D12
7442,9321,G22
7443,9322,J64
7444,9322,D84
7445,9322,J31
7446,9322,J63
7447,9311,J31
7448,9311,J24
7449,9311,E23
7450,9311,O41
7451,9311,E24
7452,9312,D72
7453,9312,O41
7454,9312,A11
7455,9313,L10
7456,9313,B52
7457,9313,D40
7458,9313,D20
7459,9313,O10
7460,9313,O41
7461,9314,O33
7462,9314,O41
7463,9314,E23
7464,9314,F62
7465,9400,R11
7466,9400,N90
7467,9401,N31
7468,9401,D63
7469,9401,R23
7470,9401,N92
7471,9401,N32
7472,9401,N91
7473,9401,I12
7474,9402,I12
7475,9402,N30
7476,9402,P25
7477,9402,P36
7478,9402,N90
7479,9402,R23
7480,9402,Q53
7481,9357,L25
7482,9357,D21
7483,9357,M14
7484,9357,J31
7485,9380,M12
7486,9380,M14
7487,9380,M54
7488,9380,D86
7489,9359,M14
7490,9359,Z13
7491,9359,D02
7492,9359,D21
7493,9359,D23
7494,9360,P36
7495,9360,J15
7496,9360,D12
7497,9360,O15
7498,9349,P13
7499,9349,D83
7500,9349,Q13
7501,9349,O13
7502,9350,D86
7503,9350,D61
7504,9351,L25
7505,9351,D21
7506,9352,M12
7507,9352,M53
7508,9352,J24
7509,9352,L67
7510,9352,O14
7511,9315,H51
7512,9315,D12
7513,9315,G22
7514,9315,I13
7515,9315,H75
7516,9316,G22
7517,9316,H75
7518,9316,I13
7519,9316,H51
7520,9317,G22
7521,9317,H75
7522,9317,I13
7523,9317,H51
7524,9317,D12
7525,9318,H75
7526,9318,I13
7527,9318,H51
7528,9318,G22
7529,9346,D91
7530,9346,D11
7531,9346,D61
7532,9346,D83
7533,9347,D83
7534,9347,D11
7535,9347,D61
7536,9347,D91
7537,9348,C90
7538,9348,D11
7539,9348,D03
7540,9326,J12
7541,9326,J13
7542,9326,I38
7543,9326,E32
7544,9326,E24
7545,9326,I32
7546,9327,E24
7547,9327,J65
7548,9327,J22
7549,9327,E32
7550,9328,E24
7551,9328,I13
7552,9328,J14
7553,9328,E32
7554,9328,H55
7555,9353,L25
7556,9353,G01
7557,9353,E32
7558,9353,G21
7559,9353,E44
7560,9353,G32
7561,9354,E32
7562,9354,G01
7563,9354,D83
7564,9354,E44
7565,9354,D84
7566,9355,G28
