index,AuthorID,AuthorName,Sex,NativeLanguage,PhDYear,Note
1264,1428,Douglas L. Miller,Male,,,
1265,1429,Douglas O. Staiger,Male,English,1990.0,
1266,1430,Douglas S. West,Male,,,
1267,1432,Douglas V. DeJong,Male,,,
1268,1433,Douglas W. Caves,Male,English,,
1269,1434,Douglas W. Diamond,Male,English,,
1270,1435,Dov Fried,Male,Unknown,,
1271,1436,Dov Monderer,Male,Non-English,,
1272,1437,Dov Samet,Male,Non-English,1981.0,
1273,1438,Dragon Yongjun Tang,Female,,,
1274,1439,Drazen Prelec,Male,English,1983.0,
1275,1440,Drew Fudenberg,Male,English,1981.0,
1276,1441,Duc-Tho Nguyen,Male,Non-English,,
1277,1442,Duncan Black,Male,,,
1278,1443,Duncan I. Simester,Male,English,,
1279,1444,Duncan James,Male,,,
1280,1445,Duncan K. Foley,Male,English,,
1281,1446,Duncan Thomas,Male,English,1986.0,
1282,1447,Dwayne Benjamin,Male,English,,
1283,1448,Dwight R. Lee,Male,English,,
1284,1449,E. Woodrow Eckard,Male,,,
1285,1450,E. Elisabet Rutström,Female,,,
1286,1451,E. Glen Weyl,Male,English,,
1287,1452,E. Han Kim,Male,English,,
1288,1453,E. Kwan Choi,Male,Non-English,,
1289,1454,Enno Mammen,Male,Non-English,,
1290,1455,E. Ray Dorsey,Male,,,
1291,1456,Eric Renault,Male,Non-English,1983.0,
1292,1457,E. Somanathan,Male,,,
1293,1458,E. Trubowitz,Male,Non-English,,
1294,1459,Edward J. Vytlacil,Male,English,2000.0,
1295,1460,Earl A. Thompson,Male,English,,
1296,1461,Ebonya L. Washington,Female,English,2003.0,
1297,1463,Ed Hopkins,Male,English,,
1298,1464,Eddie Dekel,Male,English,1986.0,
1299,1465,Edgar K. Browning,Male,English,,
1300,1466,Edgar L. Feige,Male,English,,
1301,1467,Edi Karni,Male,Non-English,1971.0,
1302,1468,Edmund S. Phelps,Male,English,,
1303,1469,Eduardo Faingold,Male,,,
1304,1470,Eduardo Levy-Yeyati,Male,Non-English,,
1305,1471,Eduardo M. Azevedo,Male,,,
1306,1472,Eduardo M. R. A. Engel,Male,Non-English,,
1307,1473,Eduardo Perez-Richet,Male,Non-English,,
1308,1474,Edward C. Prescott,Male,English,,
1309,1475,Edward E. Leamer,Male,English,,
1310,1476,Edward E. Schlee,Male,English,,
1311,1478,Edward J. Green,Male,English,,
1312,1480,Edward John Ray,Male,English,,
1313,1481,Edward K. Offenbacher,Male,,,
1314,1482,Edward Kung,Male,English,,
1315,1483,Edward Kutsoati,Male,,,
1316,1484,Edward L. Glaeser,Male,English,1992.0,
1317,1486,Edward M. Gramlich,Male,,,
1318,1487,Edward Miguel,Male,English,2000.0,
1319,1488,Edward Montgomery,Male,,,
1320,1489,Edward Morrison,Male,,,
1321,1490,Edward N. Wolff,Male,English,,
1322,1491,Edward P. Kahn,Male,English,,
1323,1492,Edward P. Lazear,Male,English,1974.0,
1324,1494,Edward Saraydar,Male,English,,
1325,1496,Edward Simpson Prescott,Male,,,
1326,1499,Edwin G. West,Male,English,,
1327,1500,Edwin Lai,Male,,,
1328,1501,Edwin Mansfield,Male,English,,
1329,1502,Efe A. Ok,Male,English,,
1330,1503,Efraim Benmelech,Male,Non-English,,
1331,1504,Efraim Sadka,Male,Non-English,,
1332,1505,Efstathios Paparoditis,Male,Non-English,,
1333,1506,Egon Zakrajšek,Male,,1995.0,
1334,1507,Ehsan U. Choudhri,Male,,,
1335,1508,Ehud Kalai,Male,English,1972.0,
1336,1509,Ehud Lehrer,Male,Non-English,,
1337,1510,Eilon Solan,Male,Non-English,,
1338,1511,Eirik Gaard Kristiansen,Male,Non-English,,
1339,1512,Eitan Berglas,Male,Non-English,,
1340,1513,Eitan Gerstner,Male,Non-English,,
1341,1514,Eitan Muller,Male,,,
1342,1515,Ekaterina Zhuravskaya,Female,Non-English,,
1343,1516,Ekaterini Kyriazidou,Female,Non-English,,
1344,1517,Elchanan Ben-Porath,Male,,,
1345,1518,Eldar Shafir,Male,English,,
1346,1519,Eleanor Jawon Choi,Female,,,
1347,1520,Elena Asparouhova,Female,,,
1348,1521,Elena Krasnokutskaya,Female,Non-English,2003.0,
1349,1522,Elena Reutskaja,Female,,,
1350,1523,Elena Stancanelli,Female,,,
1351,1524,Eleonora E. M. Nillesen,Female,Non-English,,
1352,1525,Elhanan Helpman,Male,Non-English,1974.0,
1353,1527,Eli Berman,Male,English,1993.0,
1354,1528,Eli M. Noam,Male,English,,
1355,1529,Eliana A. Cardoso,Female,Non-English,,
1356,1530,Eliana Garces,Female,,,
1357,1531,Eliana La Ferrara,Female,Non-English,1999.0,
1358,1532,Elias Dinopoulos,Male,,,
1359,1533,Elias Papaioannou,Male,Non-English,,
1360,1534,Elie Tamer,Male,English,1999.0,
1361,1535,Elinor Ostrom,Female,English,,
1362,1536,Elisabeth M. Landes,Female,English,,
1363,1537,Elisabeth R. Gerber,Female,English,,
1364,1538,Elise S. Brezis,Female,,,
1365,1539,Elizabeth Asiedu,Female,,,
1366,1540,Elizabeth B. Cammack,Female,Unknown,,
1367,1542,Elizabeth Dhuey,Female,,,
1368,1543,Elizabeth Hoffman,Female,,,
1369,1544,Elizabeth J. Warner,Female,,,
1370,1545,Elizabeth King,Female,,,
1371,1546,Elizabeth U. Cascio,Female,English,2003.0,
1372,1547,Ellen R. McGrattan,Female,English,,
1373,1549,Elliot Anenberg,Male,,2011.0,
1374,1550,Elliott Peranson,Male,,,
1375,1551,Ellyn Creasey,Female,,,
1376,1552,Elmar Mertens,Male,Non-English,,
1377,1553,Emanuel Ornelas,Male,Non-English,,
1378,1554,Emanuela Cardia,Female,Non-English,,
1379,1555,Emeric Henry,Male,Non-English,,
1380,1556,Emi Nakamura,Female,English,2007.0,
1381,1557,Emiel Maasland,Male,Non-English,,
1382,1558,Emilio Gutierrez,Male,,,
1383,1559,Emilson C. D. Silva,Male,Unknown,,
1384,1560,Emily C. Lawrance,Female,Unknown,,
1385,1561,Emily Oster,Female,English,2006.0,
1386,1562,Emin M. Dinlersoz,Male,Non-English,,
1387,1563,Emir Kamenica,Male,English,2006.0,
1388,1564,Emmanuel A. Abbe,Male,,,
1389,1565,Emmanuel Farhi,Male,Non-English,2006.0,
1390,1566,Emmanuel Guerre,Male,Non-English,1993.0,
1391,1567,Emmanuel Saez,Male,Non-English,1999.0,
1392,1568,Emmanuelle Auriol,Female,Non-English,,
1393,1569,Emmett B. Keeler,Male,English,,
1394,1570,Enghin Atalay,Male,,2014.0,
1395,1571,Enid Dennis,Female,,,
1396,1572,Enlinson Mattos,Male,Non-English,,
1397,1573,Ennio Stacchetti,Male,English,,
1398,1575,Enrica Detragiache,Female,Non-English,1988.0,
1399,1576,Enrico C. Perotti,Male,Non-English,,
1400,1577,Enrico Gambino,Male,Unknown,,
1401,1578,Enrico Moretti,Male,Non-English,2000.0,
1402,1580,Enrico Rettore,Male,Non-English,,
1403,1581,Enrico Spolaore,Male,Non-English,,
1404,1582,Enrique G. Mendoza,Male,Non-English,,
1405,1583,Enrique Seira,Male,,,
1406,1584,Enrique Sentana,Male,,1991.0,
1407,1585,Enriqueta Aragones,Female,,,
1408,1586,Eran Hanany,Male,,,
1409,1587,Eran Shmaya,Male,Non-English,2007.0,
1410,1588,Eran Yashiv,Male,Non-English,,
1411,1589,Erhan Artuç,Male,,,
1412,1590,Eric A. Hanushek,Male,English,,
1413,1591,Eric A. Verhoogen,Male,English,2004.0,
1414,1592,Eric B. Rasmusen,Male,English,,
1415,1593,Eric Bartelsman,Male,,,
1416,1595,Eric Budish,Male,English,2009.0,
1417,1596,Eric Chaney,Male,English,2008.0,
1418,1597,Eric D. Gould,Male,English,,
1419,1598,Eric French,Male,English,,
1420,1599,Eric Gautier,Male,Non-English,2012.0,
1421,1601,Eric Hughson,Male,,,
1422,1602,Eric J. Toder,Male,,,
1423,1603,Eric M. Leeper,Male,English,,
1424,1604,Eric M. Rice,Male,,,
1425,1606,Eric Maurin,Male,Non-English,,
1426,1607,Eric Moulines,Male,,,
1427,1608,Eric O'N. Fisher,Male,,,
1428,1609,Eric P. Bettinger,Male,English,2000.0,
1429,1610,Eric Posner,Male,,,
1430,1611,Eric R. Sims,Male,,,
1431,1614,Eric S. Maskin,Male,English,,
1432,1615,Eric S. Rosengren,Male,English,,
1433,1616,Eric S. Taylor,Male,English,,
1434,1617,Eric Smith,Male,,,
1435,1618,Eric T. Anderson,Male,,,
1436,1619,Eric T. Swanson,Male,English,,
1437,1620,Eric van Wincoop,Male,Non-English,1989.0,
1438,1621,Eric Van den Steen,Male,Non-English,,
1439,1623,Eric W. Bond,Male,English,,
1440,1624,Eric Werker,Male,,,
1441,1625,Eric Zitzewitz,Male,English,,
1442,1627,Erica Field,Female,English,2003.0,
1443,1628,Erica L. Groshen,Female,English,,
1444,1629,Erich Battistin,Male,Non-English,,
1445,1630,Erich Muehlegger,Male,English,2005.0,
1446,1631,Erik Berglöf,Male,Non-English,,
1447,1632,Erik Bloom,Male,,,
1448,1633,Erik Brynjolfsson,Male,,1991.0,
1449,1634,Erik Eyster,Male,English,2001.0,
1450,1635,Erik Hornung,Male,Non-English,2012.0,
1451,1636,Erik Hurst,Male,English,1999.0,
1452,1637,Erik Lichtenberg,Male,English,,
1453,1638,Erik Meyersson,Male,Non-English,2010.0,
1454,1639,Erik O. Kimbrough,Male,,,
1455,1640,Erik Plug,Male,Non-English,,
1456,1641,Erik Snowberg,Male,English,2008.0,
1457,1643,Erik Stafford,Male,,,
1458,1644,Erik Wengstrom,Male,Non-English,,
1459,1645,Erik Ø. Sørensen,Male,Non-English,,
1460,1646,Erika McEntarfer,Female,,,
1461,1647,Erin T. Mansur,Male,English,,
1462,1648,Erin Troland,Female,,,
1463,1649,Erkut Y. Ozbay,Male,Non-English,,
1464,1650,Ernest Sergenti,Male,,,
1465,1651,Ernesto Dal Bó,Male,Non-English,,
1466,1652,Ernesto Schargrodsky,Male,Non-English,,
1467,1653,Ernst Fehr,Male,Non-English,1986.0,
1468,1654,Ernst Maug,Male,Non-English,,
1469,1655,Ernst R. Berndt,Male,English,,
1470,1656,Ernst-Ludwig von Thadden,Male,Non-English,,
1471,1657,Erwan Quintin,Male,,2000.0,
1472,1659,Erwin H. Bulte,Male,Non-English,,
1473,1663,Esben Schultz,Male,Unknown,,
1474,1664,Espen R. Moen,Male,Non-English,,
1475,1665,Esteban F. Klor,Male,,,
1476,1667,Esteban Rossi-Hansberg,Male,Non-English,2002.0,
1477,1668,Estelle Cantillon,Female,,,
1478,1669,Esther Duflo,Female,Non-English,1999.0,
1479,1670,Ethan Bueno de Mesquita,Male,Non-English,,
1480,1671,Ethan Kaplan,Male,English,2005.0,
1481,1672,Ethan Lewis,Male,English,2003.0,
1482,1673,Etienne Gagnon,Male,Non-English,,
1483,1674,Etienne Lehmann,Male,Non-English,,
1484,1675,Etienne Wasmer,Male,Non-English,,
1485,1676,Ettore F. Infante,Male,,,
1486,1677,Eugene Choo,Male,English,2001.0,
1487,1678,Eugene F. Fama,Male,English,,
1488,1679,Eugene Kandel,Male,Non-English,,
1489,1680,Eugene Silberberg,Male,English,,
1490,1681,Eugene Smolensky,Male,English,,
1491,1682,Eugene Steuerle,Male,,,
1492,1683,Eugenio J. Miravete,Male,Non-English,,
1493,1684,Eva O. Arceo-Gomez,Female,,,
1494,1685,Eva de Francisco,Female,Non-English,,
1495,1686,Evan F. Koenig,Male,English,,
1496,1687,Evan J. Taylor,Male,,,
1497,1688,Evan Moore,Male,Unknown,,
1498,1689,Evangelos O. Simos,Male,Non-English,,
1499,1690,Eve Caroli,Female,,,
1500,1691,Evgeny Zhelobodko,Male,Non-English,,
1501,1692,Ewout Verriest,Male,,,
1502,1693,Eyran J. Gisches,Male,Non-English,,
1503,1694,Eytan Sheshinski,Male,Non-English,,
1504,1695,F. Andrew Hanssen,Male,English,,
1505,1696,F. Maxwell Harper,Male,English,,
1506,1697,F. Thomas Juster,Male,,,
1507,1698,Fabian Herweg,Male,Non-English,,
1508,1699,Fabian Lange,Male,English,2004.0,
1509,1700,Fabian Waldinger,Male,Non-English,2008.0,
1510,1701,Fabiano Schivardi,Male,Non-English,,
1511,1702,Fabien Postel-Vinay,Male,Non-English,,
1512,1704,Fabio Ghironi,Male,,1999.0,
1513,1705,Fabio Maccheroni,Male,Non-English,1999.0,
1514,1706,Fabio Panetta,Male,Non-English,,
1515,1707,Fabio Schiantarelli,Male,Non-English,,
1516,1708,Fabio Tufano,Male,,,
1517,1709,Fabrizio Mattesini,Male,,,
1518,1710,Fabrizio Perri,Male,Non-English,1999.0,
1519,1711,Fabrizio Zilibotti,Male,Non-English,1994.0,
1520,1712,Fahad Khalil,Male,Non-English,,
1521,1713,Fali Huang,Female,,,
1522,1714,Fang-Fang Tang,Male,Non-English,,
1523,1715,Faruk Gul,Male,Non-English,1986.0,
1524,1716,Fatih Guvenen,Male,Non-English,2001.0,
1525,1717,Faustine Perrin,Female,,,
1526,1718,Fausto Panunzi,Male,Non-English,,
1527,1719,Federico A. Bugni,Male,Non-English,2008.0,
1528,1720,Federico Ciliberto,Male,,2018.0,
1529,1721,Federico Echenique,Male,Non-English,2000.0,
1530,1722,Federico Etro,Male,Non-English,,
1531,1723,Federico M. Bandi,Male,,,
1532,1724,Federico Ravenna,Male,Non-English,2001.0,
1533,1725,Federico Sturzenegger,Male,Non-English,,
1534,1726,Felix Kubler,Male,Non-English,1999.0,
1535,1727,Felix Oberholzer-Gee,Male,Non-English,,
1536,1728,Felix R. FitzRoy,Male,English,,
1537,1729,Felix Várdy,Male,,,
1538,1730,Feng Zhu,Male,English,,
1539,1731,Ferdinand Rauch,Male,,2010.0,
1540,1732,Fernanda Brollo,Female,Non-English,2010.0,
1541,1733,Fernanda Nechio,Female,Non-English,,
1542,1735,Fernando Broner,Male,English,,
1543,1736,Fernando E. Alvarez,Male,Non-English,1994.0,
1544,1737,Fernando Ferreira,Male,Non-English,2004.0,
1545,1738,Filip Matejka,Male,,2010.0,
1546,1740,Filipe R. Campante,Male,Non-English,2007.0,
1547,1742,Finn E. Kydland,Male,Non-English,,
1548,1744,Fiona Greig,Female,,,
1549,1745,Fiona M. Scott Morton,Female,English,1994.0,
1550,1747,Firouz Gahvari,Male,English,,
1551,1748,Flavio Cunha,Male,,2007.0,
1552,1749,Flip Klijn,Male,Non-English,,
1553,1750,Florencio Lopez-de-Silanes,Male,Non-English,,
1554,1752,Florian Ederer,Male,,2009.0,
1555,1753,Florian Herold,Male,Non-English,,
1556,1754,Florian Hoffmann,Male,,2010.0,
1557,1755,Florian Jung,Male,Non-English,,
1558,1756,Florian Scheuer,Male,Non-English,2010.0,
1559,1757,Florian Schulz,Male,,,
1560,1758,Florian Zettelmeyer,Male,Non-English,,
1561,1759,Florin O. Bilbiie,Male,,,
1562,1761,France Portrait,Female,Unknown,,
1563,1762,Francesc Marmol,Male,Non-English,,
1564,1763,Francesca Cornaglia,Female,Non-English,,
1565,1764,Francesca Molinari,Female,Non-English,2003.0,
1566,1765,Francesco Bartolucci,Male,Non-English,,
1567,1766,Francesco Bianchi,Male,,2009.0,
1568,1767,Francesco Caselli,Male,Non-English,,
1569,1768,Francesco Drago,Male,Non-English,,
1570,1769,Francesco Feri,Male,Unknown,,
1571,1770,Francesco Giavazzi,Male,Non-English,,
1572,1771,Francesco Lippi,Male,Non-English,,
1573,1772,Francesco Trebbi,Male,Non-English,2006.0,
1574,1773,Francine D. Blau,Female,English,,
1575,1774,Francine Lafontaine,Female,,,
1576,1775,Francis A. Longstaff,Male,English,,
1577,1777,Francis E. Warnock,Male,English,,
1578,1778,Francis Kramarz,Male,Non-English,,
1579,1779,Francis T. Lui,Male,English,,
1580,1780,Francis Vella,Male,,1990.0,
1581,1781,Francis X. Diebold,Male,English,,
1582,1782,Francisca M. Antman,Female,,,
1583,1783,Francisco Alcalá,Male,Non-English,,
1584,1784,Francisco C. de la Chesnaye,Male,,,
1585,1785,Francisco Covas,Male,Non-English,,
1586,1786,Francisco J. Buera,Male,Non-English,,
1587,1787,Francisco J. Ruge-Murcia,Male,Non-English,,
1588,1788,Francisco Lagos,Male,,,
1589,1789,Francisco M. Gonzalez,Male,Non-English,,
1590,1791,Francisco Pérez-González,Male,Non-English,,
1591,1792,Franck Portier,Male,Non-English,1993.0,
1592,1794,"Frank A. Wolak, Jr.",Male,English,,
1593,1795,Frank Chaloupka,Male,English,,
1594,1796,Frank D. Lewis,Male,English,,
1595,1797,Frank Heinemann,Male,Non-English,,
1596,1798,Frank Kleibergen,Male,Non-English,1994.0,
1597,1799,Frank Levy,Male,,,
1598,1800,Frank M. Gollop,Male,,,
1599,1801,Frank Riedel,Male,Non-English,1998.0,
1600,1802,Frank Schorfheide,Male,Non-English,1998.0,
1601,1803,Frank Verboven,Male,Non-English,1993.0,
1602,1804,Frank Westermann,Male,Non-English,,
1603,1805,Frank Windmeijer,Male,,,
1604,1807,Franklin Allen,Male,English,,
1605,1808,Franklin M. Fisher,Male,English,,
1606,1809,Franklin R. Edwards,Male,English,,
1607,1810,Franziska Ohnsorge,Female,,,
1608,1811,François Bourguignon,Male,Non-English,,
1609,1812,François Fontaine,Male,Non-English,,
1610,1813,François Gourio,Male,Non-English,2005.0,
1611,1814,François Maniquet,Male,Non-English,,
1612,1815,François Ortalo-Magné,Male,Non-English,,
1613,1816,François R. Velde,Male,Non-English,,
1614,1817,François Salanié,Male,Unknown,,
1615,1819,Fred Goldman,Male,,,
1616,1820,Frederic S. Mishkin,Male,English,,
1617,1821,Frederic Vermeulen,Male,Non-English,2002.0,
1618,1822,Frederic Warzynski,Male,Non-English,,
1619,1823,Frederick Carl Nold,Male,Unknown,,
1620,1824,Frederico Belo,Male,Non-English,,
1621,1825,Frederico Finan,Male,Non-English,2006.0,
1622,1826,Fredrik Heyman,Male,,,
1623,1827,Fredrik Sjöholm,Male,,,
1624,1828,Friedrich Schneider,Male,Non-English,,
1625,1829,Frode Steen,Male,Non-English,,
1626,1830,Frédéric Koessler,Male,Non-English,,
1627,1831,Fuhito Kojima,Male,Non-English,2008.0,
1628,1832,Fumio Hayashi,Male,Non-English,,
1629,1833,Fushing Hsieh,Male,,,
1630,1835,G. Frank Mathewson,Male,English,,
1631,1836,G. Michael Winkler,Male,Non-English,,
1632,1837,Gurcharan S. Laumas,Male,Unknown,,
1633,1838,G. Thomas Woodward,Male,,,
1634,1839,G. William Schwert,Male,English,,
1635,1840,Gabriel A. Lozada,Male,English,,
1636,1842,Gabriel Chodorow-Reich,Male,English,2013.0,
1637,1843,Gabriel D. Carroll,Male,English,2012.0,
1638,1844,Gabriel Jiménez,Male,Non-English,,
1639,1845,Gabriel Y. Weintraub,Male,,,
1640,1846,Gabriel Zucman,Male,Non-English,2013.0,
1641,1847,Gabriele Camera,Male,Non-English,1997.0,
1642,1848,Gabriele Fiorentini,Male,,,
1643,1849,Gabrielle Demange,Female,Non-English,,
1644,1850,Gadi Barlevy,Male,English,,
1645,1851,Gail E. Makinen,Male,English,,
1646,1852,Galina Vereshchagina,Female,Non-English,2004.0,
1647,1853,Gara Afonso,Female,,,
1648,1854,"Gardner M. Brown, Jr.",Male,English,,
1649,1855,Garey C. Durden,Male,English,,
1650,1856,Garey Ramey,Male,English,,
1651,1857,Garry F. Barrett,Male,,,
1652,1858,Garth Saloner,Male,English,,
1653,1859,Gary A. Hoover,Male,,,
1654,1860,Gary A. Zarkin,Male,English,,
1655,1863,Gary Burtless,Male,,,
1656,1864,Gary Chamberlain,Male,English,1975.0,
1657,1865,Gary Charness,Male,English,,
1658,1866,Gary D. Hansen,Male,English,,
1659,1867,Gary D. Libecap,Male,English,,
1660,1869,Gary E. Bolton,Male,English,,
1661,1870,Gary Gorton,Male,English,,
1662,1871,Gary Lyn,Male,Non-English,2012.0,
1663,1872,Gary M. Anderson,Male,English,,
1664,1873,Gary P. Sampson,Male,,,
1665,1874,Gary Richardson,Male,English,1999.0,
1666,1875,Gary S. Becker,Male,English,,
1667,1876,Gary Smith,Male,English,,
1668,1877,Gary Solon,Male,English,1983.0,
1669,1878,Gary V. Engelhardt,Male,English,,
1670,1879,Gary V. Johnson,Male,,,
1671,1880,Gautam Gowrisankaran,Male,English,1995.0,
1672,1881,Gautam Rao,Male,,2014.0,
1673,1882,Gautam Tripathi,Male,English,,
1674,1883,Gauti B. Eggertsson,Male,Non-English,,
1675,1884,Gavin Wright,Male,English,,
1676,1885,Geert Ridder,Male,Non-English,1978.0,
1677,1886,Gene E. Mumy,Male,English,,
1678,1888,Gene M. Grossman,Male,English,1980.0,
1679,1889,Geng Li,Male,,,
1680,1890,Geoffrey F. Joyce,Male,,,
1681,1891,Geoffrey Gee,Male,,,
1682,1892,Geoffrey Kingston,Male,English,,
1683,1893,Geoffrey M. B. Tootell,Male,English,,
1684,1894,Geoffrey R. Dunbar,Male,,,
1685,1895,Geoffrey Tate,Male,English,,
1686,1896,Geoffrey Woglom,Male,English,,
1687,1897,Geoffroy de Clippel,Male,Non-English,2003.0,
1688,1899,Georg Kirchsteiger,Male,Non-English,,
1689,1900,Georg Schaur,Male,,,
1690,1902,Georg Weizsäcker,Male,Non-English,2004.0,
1691,1903,George A. Akerlof,Male,English,,
1692,1904,George Alessandria,Male,English,2000.0,
1693,1906,George C. Bitros,Male,Non-English,,
1694,1907,George E. Tauchen,Male,English,1978.0,
1695,1909,George G. Daly,Male,English,,
1696,1910,George Hall,Male,,1996.0,
1697,1911,George J. Borjas,Male,English,,
1698,1912,George J. Mailath,Male,English,,
1699,1913,George J. Stigler,Male,English,,
1700,1914,George Jakubson,Male,,,
1701,1916,George Loewenstein,Male,English,1985.0,
1702,1917,George M. Constantinides,Male,English,,
1703,1918,George M. von Furstenberg,Male,English,,
1704,1921,George Norman,Male,English,,
1705,1922,George P. Baker,Male,English,,
1706,1923,George R. Boyer,Male,English,,
1707,1924,George R. Moore,Male,,,
1708,1925,George R. Neumann,Male,English,,
1709,1926,George S. Alogoskoufis,Male,Non-English,,
1710,1927,George S. Tavlas,Male,English,,
1711,1928,George S. Tolley,Male,English,,
1712,1930,George W. Evans,Male,English,,
1713,1931,George W. Stadler,Male,English,,
1714,1932,George Wu,Male,,,
1715,1933,George-Levi Gayle,Male,,2004.0,
1716,1934,George-Marios Angeletos,Male,Non-English,2001.0,
1717,1935,Georges Dionne,Male,English,,
1718,1936,Georges Gallais-Hamonno,Male,Non-English,,
1719,1937,Georgi Kocharkov,Male,,,
1720,1938,Georgy Egorov,Male,Non-English,,
1721,1940,Gerald E. Auten,Male,,,
1722,1941,"Gerald P. O'Driscoll, Jr.",Male,English,,
1723,1942,Gerald S. Oettinger,Male,English,,
1724,1943,Gerald W. Scully,Male,English,,
1725,1944,Gerard Gennotte,Male,,,
1726,1945,Gerard J. Van Den Berg,Male,Non-English,,
1727,1946,Gerard Llobet,Male,,,
1728,1950,Gergely Ujhelyi,Male,,,
1729,1951,Gerhard Glomm,Male,,,
1730,1952,Gerhard Sorger,Male,Non-English,,
1731,1953,German Blanco,Male,,,
1732,1954,Germán P. Pupato,Male,Non-English,,
1733,1955,Gernot Doppelhofer,Male,Non-English,,
1734,1956,Gershon Feder,Male,,,
1735,1957,Gharad Bryan,Male,,,
1736,1958,Ghazala Mansuri,Female,,,
1737,1959,Giacomo A. M. Ponzetto,Male,,,
1738,1960,Giacomo Bonanno,Male,,,
1739,1961,Giacomo Calzolari,Male,Non-English,,
1740,1962,Giacomo De Giorgi,Male,Non-English,2007.0,
1741,1963,Gian Luca Clementi,Male,Non-English,2000.0,
1742,1964,Gian Maria Milesi-Ferretti,Male,Non-English,,
1743,1965,Giancarlo Corsetti,Male,Non-English,1992.0,
1744,1966,Gianmarco I. P. Ottaviano,Male,Non-English,,
1745,1967,Gianni Amisano,Male,,,
1746,1968,Gianni De Fraja,Male,Non-English,,
1747,1969,Gikas A. Hardouvelis,Male,English,,
1748,1970,Gil Kalai,Male,Non-English,,
1749,1971,Gil Riella,Male,,,
1750,1972,Gilat Levy,Female,Non-English,1999.0,
1751,1973,"Gilbert W. Bassett, Jr.",Male,English,,
1752,1974,Gilles Duranton,Male,Non-English,1997.0,
1753,1975,Gilles Postel-Vinay,Male,Non-English,,
1754,1976,Gilles Saint-Paul,Male,Non-English,,
1755,1977,Ginger Zhe Jin,Female,Non-English,2000.0,
1756,1978,Giorgio E. Primiceri,Male,Non-English,,
1757,1979,Giorgio Topa,Male,Non-English,,
1758,1980,Giovanna Prennushi,Female,,,
1759,1981,Giovanni Gallipoli,Male,Non-English,,
1760,1982,Giovanni L. Violante,Male,Non-English,,
1761,1983,Giovanni Maggi,Male,Non-English,1994.0,
1762,1984,Giovanni Peri,Male,Non-English,1998.0,
1763,1985,Giovanni Ponti,Male,Non-English,1997.0,
1764,1986,Gita Gopinath,Female,English,2001.0,
1765,1987,Giuseppe Bertola,Male,Non-English,,
1766,1988,Giuseppe Cavaliere,Male,Non-English,1997.0,
1767,1989,Giuseppe Moscarini,Male,Non-English,1996.0,
1768,1990,Giuseppe Parigi,Male,Non-English,,
1769,1991,Glen R. Waddell,Male,,,
1770,1993,Glenn C. Blomquist,Male,English,,
1771,1994,Glenn C. Loury,Male,English,1976.0,
1772,1995,Glenn D. Rudebusch,Male,English,,
1773,1996,Glenn Ellison,Male,English,,
1774,1998,Glenn M. MacDonald,Male,English,,
1775,2001,Glenn W. Boyle,Male,English,,
1776,2002,Glenn W. Harrison,Male,English,,
1777,2003,Godfrey Keller,Male,,,
1778,2004,Gopi Shah Goda,Female,English,,
1779,2005,Gordon B. Dahl,Male,English,1998.0,
1780,2006,Gordon C. Rausser,Male,,,
1781,2008,Gordon H. Hanson,Male,English,1992.0,
1782,2010,Gordon Leitch,Male,Unknown,,
1783,2011,Gordon M. Myers,Male,English,,
1784,2012,Gordon Tullock,Male,English,,
1785,2013,Graciela Chichilnisky,Female,Non-English,,
1786,2014,Graciela L. Kaminsky,Female,English,1983.0,
1787,2015,Graham Elliott,Male,English,,
1788,2016,Graham Loomes,Male,English,,
1789,2017,Graham Pyatt,Male,Unknown,,
1790,2018,Grant Miller,Male,English,2005.0,
1791,2019,Greg C. Wright,Male,English,,
1792,2021,Greg Fischer,Male,English,2008.0,
1793,2022,Greg J. Duncan,Male,English,,
1794,2023,Greg Kaplan,Male,English,2009.0,
1795,2024,Greg Shaffer,Male,,,
1796,2025,Gregor Matvos,Male,,2007.0,
1797,2026,Gregory C. Chow,Male,English,,
1798,2027,Gregory Clark,Male,English,1985.0,
1799,2028,Gregory Connor,Male,,,
1800,2029,Gregory D. Hess,Male,English,,
1801,2030,Gregory F. Udell,Male,,,
1802,2031,Gregory K. Dow,Male,English,,
1803,2032,Gregory Lewis,Male,English,2007.0,
1804,2033,Gregory M. Ellis,Male,,,
1805,2034,Gregory S. Crawford,Male,,,
1806,2035,Gregory W. Huffman,Male,English,,
1807,2036,Grigory Kosenok,Male,,,
1808,2037,Guglielmo Weber,Male,Non-English,,
1809,2038,Guido Baltussen,Male,,,
1810,2039,Guido Cozzi,Male,Non-English,,
1811,2041,Guido Kuersteiner,Male,Non-English,1997.0,
1812,2042,Guido Lorenzoni,Male,Non-English,2001.0,
1813,2043,Guido Menzio,Male,Non-English,2005.0,
1814,2044,Guido Porto,Male,,,
1815,2045,Guido Tabellini,Male,Non-English,1984.0,
1816,2046,Guido W. Imbens,Male,Non-English,1991.0,
1817,2048,Guillaume Haeringer,Male,Non-English,2000.0,
1818,2049,Guillaume Hollard,Male,Non-English,,
1819,2050,Guillaume R. Fréchette,Male,English,2002.0,
1820,2051,Guillaume Rocheteau,Male,Non-English,1998.0,
1821,2052,Guillaume Vandenbroucke,Male,,,
1822,2053,Guillermo A. Calvo,Male,Non-English,1974.0,
1823,2054,Guillermo Caruana,Male,,,
