"Butcher, Kf",Kf Butcher,Kristin F. Butcher,Female
"Butters, Gr",Gr Butters,Gerard R. Butters,Male
"Butz, Wp",Wp Butz,William P. Butz,Male
"Byerlee, Dr",Dr Byerlee,Derek Byerlee,Male
"Byrne, David P.",David P. Byrne,David P. Byrne,Male
"Byron, Rp",Rp Byron,Raymond Peter Byron,Male
"Caballero, Ricardo J.",Ricardo J. Caballero,Ricardo J. Caballero,Male
"Caballero, Rj",Rj Caballero,Ricardo J. Caballero,Male
"Caballero, Rj",Rj Caballero,Ricardo J Caballero,Male
"Cabral, Marika",Marika Cabral,Marika Cabral,Female
"Cabrales, Antonio",Antonio Cabrales,Antonio Cabrales,Male
"Cagan, P",P Cagan,Phillip Cagan,Male
"Cagetti, M",M Cagetti,Marco Cagetti,Male
"Caggese, Andrea",Andrea Caggese,Andrea Caggese,Male
"Caggiano, Giovanni",Giovanni Caggiano,Giovanni Caggiano,Male
"Cahuc, P",P Cahuc,Pierre Cahuc,Male
"Cahuc, Pierre",Pierre Cahuc,Pierre Cahuc,Male
"Cai, F",F Cai,Fang Cai,Female
"Cai, Hb",Hb Cai,Hongbin Cai,Male
"Cai, Hongbin",Hongbin Cai,Hongbin Cai,Male
"Caicedo, Felipe Valencia",Felipe Valencia Caicedo,Felipe Valencia Caicedo,Male
"Cairncross, A",A Cairncross,Alexander Cairncross,Male
"Calford, Evan",Evan Calford,Evan Calford,Male
"Caliendo, Lorenzo",Lorenzo Caliendo,Lorenzo Caliendo,Male
"Callen, Michael",Michael Callen,Michael Callen,Male
"Calomiris, Charles W.",Charles W. Calomiris,Charles W. Calomiris,Male
"Calomiris, Cw",Cw Calomiris,Charles W. Calomiris,Male
"Calsamiglia, Caterina",Caterina Calsamiglia,Caterina Calsamiglia,Female
"Calvet, Laurent E.",Laurent E. Calvet,Laurent E. Calvet,Male
"Calvo-Armengol, Antoni",Antoni Calvo-Armengol,Antoni Calvo-Armengol,Male
"Calvo, G",G Calvo,Guillermo A. Calvo,Male
"Calvo, Ga",Ga Calvo,Guillermo A. Calvo,Male
"Calvo, Guillermo A.",Guillermo A. Calvo,Guillermo A. Calvo,Male
"Calzolari, Giacomo",Giacomo Calzolari,Giacomo Calzolari,Male
"Camacho, A",A Camacho,Adriana Camacho,Female
"Camacho, Adriana",Adriana Camacho,Adriana Camacho,Female
"Camera, Gabriele",Gabriele Camera,Gabriele Camera,Male
"Camerer, C",C Camerer,Colin F. Camerer,Male
"Camerer, Colin F.",Colin F. Camerer,Colin F. Camerer,Male
"Cameron, G",G Cameron,Gavin Cameron,Male
"Campa, Jm",Jm Campa,José Manuel Campa,Male
"Campante, Filipe",Filipe Campante,Filipe R. Campante,Male
"Campbell, A. D.",A. D. Campbell,Arthur Campbell,Male
"Campbell, Colin D.",Colin D. Campbell,Colin D. Campbell,Male
"Campbell, David",David Campbell,David Campbell,Male
"Campbell, De",De Campbell,Donald E. Campbell,Male
"Campbell, Jeffrey R.",Jeffrey R. Campbell,Jeffrey R. Campbell,Male
"Campbell, John Y.",John Y. Campbell,John Y. Campbell,Male
"Campbell, Jr",Jr Campbell,Jeffrey R. Campbell,Male
"Campbell, Jy",Jy Campbell,John Y. Campbell,Male
"Canay, Ivan A.",Ivan A. Canay,Ivan A. Canay,Male
"Canning, D",D Canning,David Canning,Male
"Canova, F",F Canova,Fabio Canova,Male
"Canova, Fabio",Fabio Canova,Fabio Canova,Male
"Cantabene, Claudia",Claudia Cantabene,Claudia Cantabene,Female
"Canterbery, Er",Er Canterbery,E. Ray Canterbery,Male
"Cantoni, Davide",Davide Cantoni,Davide Cantoni,Male
"Canzoneri, M",M Canzoneri,Matthew B. Canzoneri,Male
"Canzoneri, Matthew",Matthew Canzoneri,Matthew B. Canzoneri,Male
"Canzoneri, Mb",Mb Canzoneri,Matthew B. Canzoneri,Male
"Cao, Dan",Dan Cao,Dan Cao,Male
"Caplan, B",B Caplan,Bryan Caplan,Male
"Caplan, Benjamin",Benjamin Caplan,Benjamin Caplan,Male
"Caplin, A",A Caplin,Andrew S. Caplin,Male
"Caplin, Andrew",Andrew Caplin,Andrew Caplin,Male
"Capozza, Dr",Dr Capozza,Dennis R. Capozza,Male
"Cappelen, Alexander W.",Alexander W. Cappelen,Alexander W. Cappelen,Male
"Cappelli, Peter",Peter Cappelli,Peter Cappelli,Male
"Capra, C. Monica",C. Monica Capra,C. Monica Capra,Female
"Capra, Cm",Cm Capra,C. Monica Capra,Female
"Caprettini, Bruno",Bruno Caprettini,Bruno Caprettini,Male
"Caprio, G",G Caprio,Gerard Caprio,Male
"Carbone, E",E Carbone,Enrica Carbone,Female
"Card, D",D Card,David E. Card,Male
"Card, David",David Card,David Card,Male
"Cardoso, Ana Rute",Ana Rute Cardoso,Ana Rute Cardoso,Female
"Cardoso, Ea",Ea Cardoso,Eliana A. Cardoso,Female
"Cargill, Tf",Tf Cargill,Thomas F. Cargill,Male
"Carleton, Wt",Wt Carleton,Willard T. Carleton,Male
"Carlevaro, F",F Carlevaro,Fabrizio Carlevaro,Male
"Carlin, A",A Carlin,Alan Carlin,Male
"Carlin, Edward A.",Edward A. Carlin,Edward A. Carlin,Male
"Carlisle, Donald",Donald Carlisle,Donald Carlisle,Male
"Carlson, Ja",Ja Carlson,John A. Carlson,Male
"Carlson, John A.",John A. Carlson,John A. Carlson,Male
"Carlson, Mark",Mark Carlson,Mark Carlson,Male
"Carlsson, F",F Carlsson,Fredrik Carlsson,Male
"Carlsson, M",M Carlsson,Mikael Carlsson,Male
"Carlsson, Mikael",Mikael Carlsson,Mikael Carlsson,Male
"Carlstrom, Ct",Ct Carlstrom,Charles T. Carlstrom,Male
"Carlton, Dennis W.",Dennis W. Carlton,Dennis W. Carlton,Male
"Carlton, Dw",Dw Carlton,Dennis W. Carlton,Male
"Carmichael, Hl",Hl Carmichael,H. Lorne Carmichael,Male
"Carneiro, P",P Carneiro,Pedro Carneiro,Male
"Carneiro, Pedro",Pedro Carneiro,Pedro Carneiro,Male
"Carnevale, Ap",Ap Carnevale,Anthony P Carnevale,Male
"Caroli, E",E Caroli,Eve Caroli,Female
"Caroli, Eve",Eve Caroli,Eve Caroli,Female
"Carpenter, Jeffrey",Jeffrey Carpenter,Jeffrey Carpenter,Male
"Carr, Dl",Dl Carr,David Carr,Male
"Carr, Hobart C.",Hobart C. Carr,Hobart C. Carr,Male
"Carr, J. L.",J. L. Carr,Jack L. Carr,Male
"Carrell, Scott E.",Scott E. Carrell,Scott E. Carrell,Male
"Carrillo, Juan D.",Juan D. Carrillo,Juan D. Carrillo,Male
"Carroll, Cd",Cd Carroll,Christopher D. Carroll,Male
"Carroll, Gabriel",Gabriel Carroll,Gabriel D. Carroll,Male
"Carrsaunders, A",A Carrsaunders,Alexander Carr-Saunders,Male
"Carruth, A",A Carruth,Alan Carruth,Male
"Carruth, Alan",Alan Carruth,Alan Carruth,Male
"Carson, Daniel",Daniel Carson,Daniel Carson,Male
"Carson, Deane",Deane Carson,Deane C. Carson,Male
"Carstens, A",A Carstens,Agustin Carstens,Male
"Carter, C. F.",C. F. Carter,Charles Frederick Carter,Male
"Carter, Ca",Ca Carter,Colin A. Carter,Male
"Carter, Cf",Cf Carter,Charles Frederick Carter,Male
"Carter, Ho",Ho Carter,Harold O. Carter,Male
"Cartter, Allan M.",Allan M. Cartter,Allan M. Cartter,Male
"Caruso, German",German Caruso,German Caruso,Male
"Carvalho, Jean-Paul",Jean-Paul Carvalho,Jean-Paul Carvalho,Male
"Carvalho, Vasco M.",Vasco M. Carvalho,Vasco M. Carvalho,Male
"Casaburi, Lorenzo",Lorenzo Casaburi,Lorenzo Casaburi,Male
"Casari, Marco",Marco Casari,Marco Casari,Male
"Casarico, A",A Casarico,Alessandra Casarico,Female
"Casas, Camila",Camila Casas,Camila Casas,Female
"Casas, Fr",Fr Casas,François Casas,Male
"Case, A",A Case,Anne C. Case,Female
"Case, Anne",Anne Case,Anne C. Case,Female
"Case, Ke",Ke Case,Karl E. Case,Male
"Casella, A",A Casella,Alessandra Casella,Female
"Casella, Alessandra",Alessandra Casella,Alessandra Casella,Female
"Caselli, F",F Caselli,Francesco Caselli,Male
"Caselli, Francesco",Francesco Caselli,Francesco Caselli,Male
"Cason, Timothy N.",Timothy N. Cason,Timothy N. Cason,Male
"Cason, Tn",Tn Cason,Timothy N. Cason,Male
"Cass, D",D Cass,David Cass,Male
"Cassar, A.",A. Cassar,Alessandra Cassar,Female
"Cassar, Alessandra",Alessandra Cassar,Alessandra Cassar,Female
"Cassiman, B",B Cassiman,Bruno Cassiman,Male
"Casson, M",M Casson,Mark C. Casson,Male
"Casson, Mc",Mc Casson,Mark C. Casson,Male
"Castanheira, Micael",Micael Castanheira,Micael Castanheira,Male
"Castello-Climent, Amparo",Amparo Castello-Climent,Amparo Castello-Climent,Female
"Castelnuovo, Efrem",Efrem Castelnuovo,Efrem Castelnuovo,Male
"Castillo, Marco",Marco Castillo,Marco Castillo,Male
"Castro, B",B Castro,Barry Castro,Male
"Catephores, G",G Catephores,George Catephores,Male
"Caton, C",C Caton,Christopher Caton,Male
"Cattaneo, Matias D.",Matias D. Cattaneo,Matias D. Cattaneo,Male
"Caucutt, Elizabeth M.",Elizabeth M. Caucutt,Elizabeth M. Caucutt,Female
"Cavallo, Alberto",Alberto Cavallo,Alberto Cavallo,Male
"Cavallo, Eduardo",Eduardo Cavallo,Eduardo Cavallo,Male
"Cavanagh, Cl",Cl Cavanagh,Christopher L. Cavanagh,Male
"Caves, Dw",Dw Caves,Douglas W. Caves,Male
"Caves, Re",Re Caves,Richard E. Caves,Male
"Cavounidis, Costas",Costas Cavounidis,Costas Cavounidis,Male
"Cecchetti, Sg",Sg Cecchetti,Stephen G. Cecchetti,Male
"Cecilia Fieler, Ana",Ana Cecilia Fieler,Ana Cecilia Fieler,Female
"Celerier, Claire",Claire Celerier,Claire Celerier,Female
"Cengiz, Doruk",Doruk Cengiz,Doruk Cengiz,Male
"Cerf, Benjamin",Benjamin Cerf,Benjamin Cerf,Male
"Cerny, A",A Cerny,Ales Cerny,Male
"Cerreia-Vioglio, S.",S. Cerreia-Vioglio,Simone Cerreia-Vioglio,Male
"Cerreia-Vioglio, Simone",Simone Cerreia-Vioglio,Simone Cerreia-Vioglio,Male
"Cervantes, Fernando Perez",Fernando Perez Cervantes,Fernando Perez Cervantes,Male
"Cervellati, Matteo",Matteo Cervellati,Matteo Cervellati,Male
"Cesarano, F",F Cesarano,Filippo Cesarano,Male
"Cesarini, David",David Cesarini,David Cesarini,Male
"Cestau, Dario",Dario Cestau,Dario Cestau,Male
"Cette, Gilbert",Gilbert Cette,Gilbert Cette,Male
"Cettolin, Elena",Elena Cettolin,Elena Cettolin,Female
"Chabot, Benjamin R.",Benjamin R. Chabot,Benjamin R. Chabot,Male
"Chade, Hector",Hector Chade,Hector Chade,Male
"Chakrabarti, S",S Chakrabarti,Subir. K. Chakrabarti,Male
"Chakraborty, Archishman",Archishman Chakraborty,Archishman Chakraborty,Male
"Chalfin, Aaron",Aaron Chalfin,Aaron Chalfin,Male
"Chalk, Alfred F.",Alfred F. Chalk,Alfred F. Chalk,Male
"Chalkley, M",M Chalkley,Martin Chalkley,Male
"Challe, Edouard",Edouard Challe,Edouard Challe,Male
"Chaloupka, Fj",Fj Chaloupka,Frank Chaloupka,Male
"Chamberlain, G",G Chamberlain,Gary Chamberlain,Male
"Chamberlain, Gary",Gary Chamberlain,Gary Chamberlain,Male
"Chamberlin, E. H.",E. H. Chamberlin,Edward Hastings Chamberlin,Male
"Chamberlin, Edward H.",Edward H. Chamberlin,Edward H. Chamberlin,Male
"Chamberlin, Eh",Eh Chamberlin,Edward Hastings Chamberlin,Male
"Chambers, Christopher P.",Christopher P. Chambers,Christopher P. Chambers,Male
"Chambers, R",R Chambers,Robert G. Chambers,Male
"Chambers, Rg",Rg Chambers,Robert G. Chambers,Male
"Champernowne, D. G.",D. G. Champernowne,David Gawen Champernowne,Male
"Champernowne, Dg",Dg Champernowne,David Gawen Champernowne,Male
"Champsaur, P",P Champsaur,Paul Champsaur,Male
"Chan, David",David Chan,David Chan,Male
"Chan, David C.",David C. Chan,David C. Chan,Male
"Chan, J",J Chan,Jimmy Chan,Male
"Chan, K",K Chan,K. Hung Chan,Male
"Chan, K",K Chan,Kenneth S. Chan,Male
"Chan, Ks",Ks Chan,Kenneth S. Chan,Male
"Chan, William",William Chan,William Chan,Male
"Chandra, A",A Chandra,Amitabh Chandra,Male
"Chandra, Amitabh",Amitabh Chandra,Amitabh Chandra,Male
"Chandrasekhar, Arun G.",Arun G. Chandrasekhar,Arun G. Chandrasekhar,Male
"Chaney, Eric",Eric Chaney,Eric Chaney,Male
"Chaney, Thomas",Thomas Chaney,Thomas Chaney,Male
"Chang, Andrew C.",Andrew C. Chang,Andrew C. Chang,Male
"Chang, R",R Chang,Roberto Chang,Male
"Chang, Ww",Ww Chang,Winston W. Chang,Male
"Chapman, B",B Chapman,Bruce Chapman,Male
"Chappell, Hw",Hw Chappell,Henry Chappell,Male
"Charemza, Ww",Ww Charemza,Wojciech Charemza,Male
"Chari, V. V.",V. V. Chari,Varadarajan V. Chari,Male
"Chari, Vv",Vv Chari,Varadarajan V. Chari,Male
"Charles, Kerwin Kofi",Kerwin Kofi Charles,Kerwin Kofi Charles,Male
"Charles, Kk",Kk Charles,Kerwin Kofi Charles,Male
"Charlton, Bruce G.",Bruce G. Charlton,Bruce G. Charlton,Male
"Charnes, A",A Charnes,Abraham Charnes,Male
"Charnes, A.",A. Charnes,Abraham Charnes,Male
"Charness, G",G Charness,Gary Charness,Male
"Charness, Gary",Gary Charness,Gary Charness,Male
"Charoenwong, Ben",Ben Charoenwong,Ben Charoenwong,Male
"Chassang, Sylvain",Sylvain Chassang,Sylvain Chassang,Male
"Chateauneuf, Alain",Alain Chateauneuf,Alain Chateauneuf,Male
"Chatterjee, K",K Chatterjee,Kalyan Chatterjee,Male
"Chatterjee, S",S Chatterjee,Satyajit Chatterjee,Male
"Chaudhry, Azam",Azam Chaudhry,Azam Chaudhry,Male
"Chaudhuri, Ananish",Ananish Chaudhuri,Ananish Chaudhuri,Male
"Chaudhuri, S",S Chaudhuri,Shubham Chaudhuri,Male
"Chay, Ky",Ky Chay,Kenneth Y. Chay,Male
"Che, Yeon-Koo",Yeon-Koo Che,Yeon-Koo Che,Male
"Che, Yk",Yk Che,Yeon-Koo Che,Male
"Chen, Bin R.",Bin R. Chen,Bin Chen,Male
"Chen, D",D Chen,Daniel L. Chen,Male
"Chen, Daniel L.",Daniel L. Chen,Daniel L. Chen,Male
"Chen, Kaiji",Kaiji Chen,Kaiji Chen,Male
"Chen, M. Keith",M. Keith Chen,M. Keith Chen,Male
"Chen, Songnian",Songnian Chen,Songnian Chen,Male
"Chen, Stacey H.",Stacey H. Chen,Stacey H. Chen,Female
"Chen, Xiaohong",Xiaohong Chen,Xiaohong Chen,Female
"Chen, Yan",Yan Chen,Yan Chen,Female
"Chen, Yi-Chun",Yi-Chun Chen,Yi-Chun Chen,Male
"Chen, Yuyu",Yuyu Chen,Yuyu Chen,Male
"Chenery, Hb",Hb Chenery,Hollis B. Chenery,Male
"Chenery, Hollis B.",Hollis B. Chenery,Hollis B. Chenery,Male
"Cheng, Lk",Lk Cheng,Leonard K. Cheng,Male
"Cherchye, Laurens",Laurens Cherchye,Laurens Cherchye,Male
"Chernoff, Herman",Herman Chernoff,Herman Chernoff,Male
"Chernozhukov, V.",V. Chernozhukov,Victor Chernozhukov,Male
"Chernozhukov, Victor",Victor Chernozhukov,Victor Chernozhukov,Male
"Cheron, Arnaud",Arnaud Cheron,Arnaud Cheron,Male
"Chesher, Andrew",Andrew Chesher,Andrew Chesher,Male
"Chetty, R",R Chetty,Raj Chetty,Male
"Chetty, Raj",Raj Chetty,Raj Chetty,Male
"Chetty, Vk",Vk Chetty,V. K. Chetty,Male
"Chetverikov, Denis",Denis Chetverikov,Denis Chetverikov,Male
"Cheung, Sns",Sns Cheung,Steven N.S. Cheung,Male
"Chevalier, Arnaud",Arnaud Chevalier,Arnaud Chevalier,Male
"Chevalier, Ja",Ja Chevalier,Judith A. Chevalier,Female
"Chevalier, Judith A.",Judith A. Chevalier,Judith A. Chevalier,Female
"Chezum, Brian",Brian Chezum,Brian Chezum,Male
"Chiang, Ac",Ac Chiang,Alpha Chung-i Chiang,Male
"Chiappori, Pa",Pa Chiappori,Pierre-André Chiappori,Male
"Chiappori, Pierre-Andre",Pierre-Andre Chiappori,Pierre-André Chiappori,Male
"Chichilnisky, G",G Chichilnisky,Graciela Chichilnisky,Female
"Chinitz, B",B Chinitz,Benjamin Chinitz,Male
"Chiplin, B",B Chiplin,Brian Chiplin,Male
"Chipman, J. S.",J. S. Chipman,John S. Chipman,Male
"Chipman, John S.",John S. Chipman,John S. Chipman,Male
"Chipman, Js",Js Chipman,John S. Chipman,Male
"Chipty, T",T Chipty,Tasneem Chipty,Female
"Chisholm, Dc",Dc Chisholm,Darlene Chisolm,Female
"Chiswick, B",B Chiswick,Barry R. Chiswick,Male
"Chiswick, Br",Br Chiswick,Barry R. Chiswick,Male
"Chiu, Js",Js Chiu,Jonathan Chiu,Male
"Chiu, Wh",Wh Chiu,W. Henry Chiu,Male
"Cho, In-Koo",In-Koo Cho,In-Koo Cho,Male
"Cho, Sungjin",Sungjin Cho,Sungjin Cho,Male
"Chodorow-Reich, Gabriel",Gabriel Chodorow-Reich,Gabriel Chodorow-Reich,Male
"Choi, Albert H.",Albert H. Choi,Albert H. Choi,Male
"Choi, Dong Beom",Dong Beom Choi,Dong Beom Choi,Male
"Choi, Jj",Jj Choi,James J. Choi,Male
"Choi, Jp",Jp Choi,Jay Pil Choi,Male
"Choi, Syngjoo",Syngjoo Choi,Syngjoo Choi,Male
"Chomsisengphet, Souphala",Souphala Chomsisengphet,Souphala Chomsisengphet,Female
"Chong, Howard",Howard Chong,Howard Chong,Male
"Chor, Davin",Davin Chor,Davin Chor,Male
"Chortareas, Georgios",Georgios Chortareas,Georgios Chortareas,Male
"Choudhri, Eu",Eu Choudhri,Ehsan U. Choudhri,Male
"Chow, Gc",Gc Chow,Gregory C. Chow,Male
"Chow, Gregory C.",Gregory C. Chow,Gregory C. Chow,Male
"Christ, Carl F.",Carl F. Christ,Carl F. Christ,Male
"Christ, Cf",Cf Christ,Carl F. Christ,Male
"Christelis, Dimitris",Dimitris Christelis,Dimitris Christelis,Male
"Christensen, Lr",Lr Christensen,Laurits R. Christensen,Male
"Christiano, Lawrence",Lawrence Christiano,Lawrence J. Christiano,Male
"Christiano, Lawrence J.",Lawrence J. Christiano,Lawrence J. Christiano,Male
"Christiano, Lj",Lj Christiano,Lawrence J. Christiano,Male
"Christofides, Ln",Ln Christofides,Louis N. Christofides,Male
"Chu, Chenghuan Sean",Chenghuan Sean Chu,Chenghuan Sean Chu,Male
"Chudik, A.",A. Chudik,Alexander Chudik,Male
"Chung, Kim-Sau",Kim-Sau Chung,Kim-Sau Chung,Male
"Chung, Ks",Ks Chung,Kim-Sau Chung,Male
"Chwe, Msy",Msy Chwe,Michael Suk-Young Chwe,Male
"Chyn, Eric",Eric Chyn,Eric Chyn,Male
"Cicchetti, Cj",Cj Cicchetti,Charles J. Cicchetti,Male
"Ciccone, A",A Ciccone,Antonio Ciccone,Male
"Ciccone, Antonio",Antonio Ciccone,Antonio Ciccone,Male
"Cigno, A",A Cigno,Alessandro Cigno,Male
"Cingano, Federico",Federico Cingano,Federico Cingano,Male
"Ciscato, Edoardo",Edoardo Ciscato,Edoardo Ciscato,Male
"Cisternas, Gonzalo",Gonzalo Cisternas,Gonzalo Cisternas,Male
"Clague, C",C Clague,Christopher K. Clague,Male
"Clague, Ck",Ck Clague,Christopher K. Clague,Male
"Clague, Ewan",Ewan Clague,Ewan Clague,Male
"Clarida, R",R Clarida,Richard H. Clarida,Male
"Clarida, Rh",Rh Clarida,Richard H. Clarida,Male
"Clark-Kauffman, E",E Clark-Kauffman,E Clark-Kauffman,Female
"Clark, Andrew E.",Andrew E. Clark,Andrew E. Clark,Male
"Clark, Colin",Colin Clark,Colin W. Clark,Male
"Clark, D",D Clark,Damon Clark,Male
"Clark, Gregory",Gregory Clark,Gregory Clark,Male
"Clark, K",K Clark,Kim B. Clark,Male
"Clark, Kb",Kb Clark,Kim B. Clark,Male
"Clark, Pk",Pk Clark,Peter K. Clark,Male
"Clark, Rl",Rl Clark,Robert L. Clark,Male
"Clark, Robert",Robert Clark,Robert L. Clark,Male
"Clark, Robert L.",Robert L. Clark,Robert L. Clark,Male
"Clark, S",S Clark,Simon Clark,Male
"Clark, S",S Clark,Stephen A. Clark,Male
"Clark, T",T Clark,Truman A. Clark,Male
"Clarke, Damian",Damian Clarke,Damian Clarke,Male
"Clay, Henry",Henry Clay,Henry Clay,Male
"Clay, Karen",Karen Clay,Karen Clay,Female
"Cleaver, Hm",Hm Cleaver,Harry Cleaver Jr.,Male
"Cleeton, Dl",Dl Cleeton,David L. Cleeton,Male
"Clemens, Jeffrey",Jeffrey Clemens,Jeffrey Clemens,Male
"Clemens, Ma",Ma Clemens,Michael A. Clemens,Male
"Clemens, Michael A.",Michael A. Clemens,Michael A. Clemens,Male
"Clemhout, S",S Clemhout,Simone Clemhout,Female
"Clerides, Sofronis",Sofronis Clerides,Sofronis K. Clerides,Male
"Clingingsmith, David",David Clingingsmith,David Clingingsmith,Male
"Clotfelter, Ct",Ct Clotfelter,Charles T. Clotfelter,Male
"Clower, R",R Clower,Robert W. Clower,Male
"Clower, R. W.",R. W. Clower,Robert W. Clower,Male
"Clower, Robert W.",Robert W. Clower,Robert W. Clower,Male
"Clower, Rw",Rw Clower,Robert W. Clower,Male
"Cloyne, James",James Cloyne,James Cloyne,Male
"Cluniesross, A",A Cluniesross,Anthony Clunies-Ross,Male
"Coady, Dp",Dp Coady,David Coady,Male
"Coale, Ansley J.",Ansley J. Coale,Ansley J. Coale,Male
"Coate, S",S Coate,Stephen Coate,Male
"Cobb-Clark, Deborah A.",Deborah A. Cobb-Clark,Deborah A. Cobb-Clark,Female
"Cobb, Charles W.",Charles W. Cobb,Charles W. Cobb,Male
"Cobbclark, Da",Da Cobbclark,Deborah A. Cobb-Clark,Female
"Cobham, D",D Cobham,David Cobham,Male
"Cobham, David",David Cobham,David Cobham,Male
"Cochrane, Jh",Jh Cochrane,John H. Cochrane,Male
"Cockburn, I",I Cockburn,Iain Cockburn,Male
"Cockburn, Iain M.",Iain M. Cockburn,Iain Cockburn,Male
"Cockx, B",B Cockx,Bart Cockx,Male
"Coddington, A",A Coddington,Alan Coddington,Male
"Coenen, G",G Coenen,Günter Coenen,Male
"Coffey, Diane",Diane Coffey,Diane Coffey,Female
"Coffman, Lucas C.",Lucas C. Coffman,Lucas C. Coffman,Male
"Cogan, J",J Cogan,John F. Cogan,Male
"Cogley, Timothy",Timothy Cogley,Timothy Cogley,Male
"Cohen, Bi",Bi Cohen,Benjamin I. Cohen,Male
"Cohen, Bj",Bj Cohen,Benjamin I. Cohen,Male
"Cohen, J",J Cohen,Jessica Cohen,Female
"Cohen, Jessica",Jessica Cohen,Jessica Cohen,Female
"Cohen, Jl",Jl Cohen,Jessica Cohen,Female
"Cohen, Kj",Kj Cohen,Kalman J. Cohen,Male
"Cohen, L",L Cohen,Lauren Cohen,Male
"Cohen, R",R Cohen,Randolph B. Cohen,Male
"Cohen, Wesley M.",Wesley M. Cohen,Wesley M. Cohen,Male
"Cohen, Wm",Wm Cohen,Wesley M. Cohen,Male
"Cohn, Alain",Alain Cohn,Alain Cohn,Male
"Coibion, Olivier",Olivier Coibion,Olivier Coibion,Male
"Colacito, Ric",Ric Colacito,Riccardo Colacito,Male
"Colacito, Riccardo",Riccardo Colacito,Riccardo Colacito,Male
"Colander, D",D Colander,David Charles Colander,Male
"Colander, David",David Colander,David Colander,Male
"Colciago, Andrea",Andrea Colciago,Andrea Colciago,Male
"Cole, Arthur H.",Arthur H. Cole,Arthur H. Cole,Male
"Cole, Harold L.",Harold L. Cole,Harold L. Cole,Male
"Cole, Hl",Hl Cole,Harold L. Cole,Male
"Cole, S",S Cole,Shawn Cole,Male
"Coles, M",M Coles,Melvyn G. Coles,Male
"Coles, Melvyn G.",Melvyn G. Coles,Melvyn G. Coles,Male
"Coles, Mg",Mg Coles,Melvyn G. Coles,Male
"Collard-Wexler, Allan",Allan Collard-Wexler,Allan Collard-Wexler,Male
"Collard, Da",Da Collard,David Collard,Male
"Collard, Fabrice",Fabrice Collard,Fabrice Collard,Male
"Collery, A",A Collery,Arnold Collery,Male
"Collery, Arnold P.",Arnold P. Collery,Arnold P. Collery,Male
"Collie, Dr",Dr Collie,David Collie,Male
"Collin-Dufresne, Pierre",Pierre Collin-Dufresne,P. Collin-Dufresne,Male
"Collins, Courtney A.",Courtney A. Collins,Courtney A. Collins,Female
"Collins, Wj",Wj Collins,William J. Collins,Male
"Colm, Gerhard",Gerhard Colm,Gerhard Colm,Male
"Comanor, William S.",William S. Comanor,William S. Comanor,Male
"Comanor, Ws",Ws Comanor,William S. Comanor,Male
"Combes, Pierre-Philippe",Pierre-Philippe Combes,Pierre-Philippe Combes,Male
"Comer, George P.",George P. Comer,George P. Comer,Male
"Compte, O",O Compte,Olivier Compte,Male
"Compte, Olivier",Olivier Compte,Olivier Compte,Male
"Comstock, Alzeda",Alzeda Comstock,Alzeda Comstock,Female
"Conconi, Paola",Paola Conconi,Paola Conconi,Female
"Conde-Ruiz, J. Ignacio",J. Ignacio Conde-Ruiz,J. Ignacio Conde-Ruiz,Male
"Condorelli, Daniele",Daniele Condorelli,Daniele Condorelli,Male
"Conley, T",T Conley,Timothy G. Conley,Male
"Conlisk, J",J Conlisk,John Conlisk,Male
"Conlon, John J.",John J. Conlon,John R. Conlon,Male
"Conlon, John R.",John R. Conlon,John R. Conlon,Male
"Constantinides, George M.",George M. Constantinides,George M. Constantinides,Male
"Conti, Gabriella",Gabriella Conti,Gabriella Conti,Female
"Contini, B",B Contini,Bruno Contini,Male
"Cook, Jp",Jp Cook,Joseph P. Cook,Male
"Cooke, Helen J. Mellon",Helen J. Mellon Cooke,Helen J. Mellon Cooke,Female
"Cooley, Tf",Tf Cooley,Thomas F. Cooley,Male
"Cooper, David J.",David J. Cooper,David J. Cooper,Male
"Cooper, Dj",Dj Cooper,David J. Cooper,Male
"Cooper, Gershon",Gershon Cooper,Gershon Cooper,Male
"Cooper, Rn",Rn Cooper,Richard N. Cooper,Male
"Cooper, Russell",Russell Cooper,Russell Cooper,Male
"Cooper, W. W.",W. W. Cooper,William W. Cooper,Male
"Cooper, Ww",Ww Cooper,William W. Cooper,Male
"Corbae, D",D Corbae,Dean Corbae,Male
"Corcos, Gregory",Gregory Corcos,Gregory Corcos,Male
"Corden, W. M.",W. M. Corden,Warner Max Corden,Male
"Corden, W. Max",W. Max Corden,Warner Max Corden,Male
"Corden, Wm",Wm Corden,Warner Max Corden,Male
"Corgnet, Brice",Brice Corgnet,Brice Corgnet,Male
"Corman, H",H Corman,Hope Corman,Female
"Corman, Hope",Hope Corman,Hope Corman,Female
"Cornaglia, Francesca",Francesca Cornaglia,Francesca Cornaglia,Female
"Cornand, Camille",Camille Cornand,Camille Cornand,Female
"Corneo, G",G Corneo,Giacomo Corneo,Male
"Cornes, R",R Cornes,Richard C. Cornes,Male
"Cornia, Ga",Ga Cornia,Giovanni Andrea Cornia,Male
"Corrado, Carol A.",Carol A. Corrado,Carol A. Corrado,Female
"Corsetti, G",G Corsetti,Giancarlo Corsetti,Male
"Corsetti, Giancarlo",Giancarlo Corsetti,Giancarlo Corsetti,Male
"Cortes, Kalena E.",Kalena E. Cortes,Kalena E. Cortes,Female
"Cortes, Patricia",Patricia Cortes,Patricia Cortes,Female
