,combined
157,"DE: Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets Q12"
158,KY: Farms
159,LA: English
160,UD: 200007
161,AN: 0528762
162,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
163,"TI: Faini's ""Increasing Returns, Migrations and Convergence"": Permanent vs. Temporary Migration"
164,"AU: Gillen, William J., Guccione, Antonio"
165,"AF: U Windsor, U Brescia"
166,"SO: Journal of Development Economics, 61(2), April 2000, pp. 553-57"
167,IS: 0304-3878
168,AV: http://www.sciencedirect.com/science/journal/03043878
169,DT: Journal Article
170,PY: 2000
171,AB: Faini (1996) demonstrates with a two-region model that per capita outputs may converge even in the presence of increasing returns. It will be shown here that this unexpected result depends crucially on the assumption of a guest-worker type of labor mobility.
172,"DE: Economic Growth of Open Economies F43Regional Economic Activity: Growth, Development, Environmental Issues, and Changes R11International Migration F22Macroeconomic Analyses of Economic Development O11Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration, Regional Labor Markets, Population, Neighborhood Characteristics R23"
173,KY: Migration
174,LA: English
175,UD: 200007
176,AN: 0528763
177,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
178,"TI: Rejoinder on W. Gillen and A. Guccione Faini's 'Increasing Returns, Migration and Convergence': Permanent versus Temporary Migration'"
179,"AU: Faini, Riccardo"
180,"AF: IMF, U Brescia, and CEPR"
181,"SO: Journal of Development Economics, 61(2), April 2000, pp. 559-61"
182,IS: 0304-3878
183,AV: http://www.sciencedirect.com/science/journal/03043878
184,DT: Journal Article
185,PY: 2000
186,"DE: Economic Growth of Open Economies F43Regional Economic Activity: Growth, Development, Environmental Issues, and Changes R11International Migration F22Macroeconomic Analyses of Economic Development O11Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration, Regional Labor Markets, Population, Neighborhood Characteristics R23"
187,KY: Migration
188,LA: English
189,UD: 200007
190,AN: 0528764
191,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
192,"TI: Oligarchy, Democracy, Inequality and Growth"
193,"AU: Bourguignon, Francois, Verdier, Thierry"
194,"AF: EHESS and DELTA, CERAS and DELTA"
195,"SO: Journal of Development Economics, 62(2), August 2000, pp. 285-313"
196,IS: 0304-3878
197,AV: http://www.sciencedirect.com/science/journal/03043878
198,DT: Journal Article
199,PY: 2000
200,"AB: This paper analyses the dynamics of inequality, democratization and economic development in a political economy model of growth where education is both the engine of growth and a determinant of political participation. In a context with imperfect capital markets, we investigate the incentives for an educated oligarchy to subsidize the poor's education and to initiate a democratic transition. We characterize the equilibrium patterns of political institutions, income distribution and growth as a function of the initial income and inequalities. In particular, we identify circumstances under which the Elite promotes the endogenous emergence of a middle class for purely political economy reasons. A simple linear infinite horizon framework is then presented. In this setting, we discuss the importance of historical dependence for long-run social stratification and redistribution."
201,"DE: Formal and Informal Sectors, Shadow Economy, Institutional Arrangements O17Macroeconomic Analyses of Economic Development O11Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior D72One, Two, and Multisector Growth Models O41"
202,"KY: Democracy, Democratization, Development, Equilibrium, Growth, Institutions, Political"
203,LA: English
204,UD: 200012
205,AN: 0547048
206,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
207,"TI: Differential Tariffs, Growth, and Welfare in a Small Open Economy"
208,"AU: Osang, Thomas, Turnovsky, Stephen J."
209,"AF: Southern Methodist U, U WA"
210,"SO: Journal of Development Economics, 62(2), August 2000, pp. 315-42"
211,IS: 0304-3878
212,AV: http://www.sciencedirect.com/science/journal/03043878
213,DT: Journal Article
214,PY: 2000
215,"AB: This paper analyzes the effects of consumption and investment tariffs on growth and welfare. With endogenous labor supply, consumption tariffs are not growth-neutral. Instead, an increase in either tariff reduces both the short-run growth rates of key economic variables such as GDP, consumption, and foreign debt, and their common long-run equilibrium growth rate. Numerical simulations suggest that the investment tariff has a more adverse effect on growth rates and welfare than does a comparable consumption tariff. Accordingly, a revenue-neutral substitution of a consumption tariff for an investment tariff is both growth-enhancing and welfare-improving. The second-best and first-best optimal tariffs are characterized and shown to involve the heavy subsidization of investment."
216,"DE: Fiscal and Monetary Policy in Development O23Economic Growth of Open Economies F43Trade Policy, International Trade Organizations F13"
217,"KY: Growth, Open Economy, Tariff, Welfare"
218,LA: English
219,UD: 200012
220,AN: 0547049
221,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
222,TI: Economic Growth with Subsistence Consumption
223,"AU: Steger, Thomas M."
224,AF: U Ulm
225,"SO: Journal of Development Economics, 62(2), August 2000, pp. 343-61"
226,IS: 0304-3878
227,AV: http://www.sciencedirect.com/science/journal/03043878
228,DT: Journal Article
229,PY: 2000
230,"AB: Four stylized facts of economic growth in DCs are set up initially. Despite its obvious simplicity the linear growth model with subsistence consumption is able to reproduce two of them: a rise in the saving rate along with per capita income as well as beta-divergence. The rate of convergence shows extraordinarily low values at early stages of economic development. Hence, the big diversity in growth rates can partly be explained to represent transitional phenomena. An extension of the basic model additionally allows an explanation of the hump-shaped pattern of growth."
231,"DE: One, Two, and Multisector Growth Models O41Macroeconomic Analyses of Economic Development O11Macroeconomics: Consumption, Saving, Wealth E21"
232,"KY: Consumption, Development, Economic Growth, Growth, Saving"
233,LA: English
234,UD: 200012
235,AN: 0547050
236,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
237,"TI: Opportunity Cost, Trade Policies and the Efficiency of Firms"
238,"AU: Goh, Ai-Ting"
239,AF: National U Singapore
240,"SO: Journal of Development Economics, 62(2), August 2000, pp. 363-83"
241,IS: 0304-3878
242,AV: http://www.sciencedirect.com/science/journal/03043878
243,DT: Journal Article
244,PY: 2000
245,"AB: This paper analyzes the effects of trade policies on the technological effort of a firm entering a new market in the context of a developing country. We depart from previous literature by bringing into focus the opportunity cost of technological effort. A firm that spends time in acquiring a more efficient technology delays the commercialization of its products, thus incurring an opportunity cost in terms of profits foregone. Protection increases both the opportunity cost and the benefits from technological effort. In the case of linear demand function and constant returns to scale technology, protection is shown to unambiguously reduce the protected firm's technological effort. Export subsidy is also shown to reduce technological effort when the potential level of exports under free trade is high."
246,"DE: Multinational Firms, International Business F23International Linkages to Development, Role of International Organizations O19Trade Policy, International Trade Organizations F13"
247,"KY: Developing Country, Protection, Trade"
248,LA: English
249,UD: 200012
250,AN: 0547051
251,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
252,TI: The Effect of IMF Programs on Economic Growth
253,"AU: Przeworski, Adam, Vreeland, James Raymond"
254,"AF: NYU, Yale U"
255,"SO: Journal of Development Economics, 62(2), August 2000, pp. 385-421"
256,IS: 0304-3878
257,AV: http://www.sciencedirect.com/science/journal/03043878
258,DT: Journal Article
259,PY: 2000
260,"AB: Using a bivariate, dynamic version of the Heckman selection model, we estimate the effect of participation in International Monetary Fund (IMF) programs on economic growth. We find evidence that governments enter into agreements with the IMF under the pressures of a foreign reserves crisis but they also bring in the Fund to shield themselves from the political costs of adjustment policies. Program participation lowers growth rates for as long as countries remain under a program. Once countries leave the program, they grow faster than if they had remained, but not faster than they would have without participation."
261,"DE: International Linkages to Development, Role of International Organizations O19Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47International Lending and Debt Problems F34"
262,"KY: Economic Growth, Growth"
263,GD: LDCs
264,LA: English
265,UD: 200012
266,AN: 0547052
267,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
268,TI: Reforming China's Financial System and Monetary Policies: A Sovereign Remedy for Locally Initiated Investment Expansion?
269,"AU: Li, Xiaoming"
270,AF: Massey U
271,"SO: Journal of Development Economics, 62(2), August 2000, pp. 423-43"
272,IS: 0304-3878
273,AV: http://www.sciencedirect.com/science/journal/03043878
274,DT: Journal Article
275,PY: 2000
276,"AB: This paper studies the efficacy of China's financial reforms in helping the central monetary authority to achieve its goals of macroeconomic stabilization. A local-local monetary game is presented which examines the investment competition between local governments in different hypothetical financial settings. It is shown that direct means of credit control and indirect instruments of monetary policy have both strengths and weaknesses, suggesting that their combination would be desirable in macroeconomic management under the new financial arrangement."
277,"DE: Socialist Institutions and Their Transitions: Financial Economics P34Socialist Systems and Transitional Economies: National Income, Product, and Expenditure, Money, Inflation P24Monetary Policy E52Fiscal and Monetary Policy in Development O23Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16"
278,"KY: Macroeconomic Stabilization, Macroeconomics, Monetary Policy, Monetary, Policy, Stabilization"
279,GD: China
280,GR: Asia
281,LA: English
282,UD: 200012
283,AN: 0547053
284,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
285,TI: Industrial Pollution in Economic Development: The Environmental Kuznets Curve Revisited
286,"AU: Hettige, Hemamala, Mani, Muthukumara, Wheeler, David"
287,"AF: Unlisted, World Bank, Unlisted"
288,"SO: Journal of Development Economics, 62(2), August 2000, pp. 445-76"
289,IS: 0304-3878
290,AV: http://www.sciencedirect.com/science/journal/03043878
291,DT: Journal Article
292,PY: 2000
293,"AB: Using new international data, this paper tests the environmental Kuznets curve (EKC) hypothesis for industrial water pollution. We measure the effect of income growth on three determinants of pollution: the share of industry in national output, the share of polluting sectors in industrial output, and ""end-of-pipe"" (EOP) pollution intensities (per unit of output) in the polluting sectors. We find that the industry share of national output follows a Kuznets-type trajectory, but the other two determinants do not. When combined, our results imply rejection of the EKC hypothesis for industrial water pollution: it rises rapidly through middle-income status and remains roughly constant thereafter."
294,"DE: Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Renewable Resources and Conservation: Water Q25"
295,"KY: Development, Polluting, Pollution, Water"
296,GD: Selected Countries
297,LA: English
298,UD: 200012
299,AN: 0547054
300,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
301,"TI: Multinational Enterprises, Technology Diffusion, and Host Country Productivity Growth"
302,"AU: Xu, Bin"
303,AF: U FL
304,"SO: Journal of Development Economics, 62(2), August 2000, pp. 477-93"
305,IS: 0304-3878
306,AV: http://www.sciencedirect.com/science/journal/03043878
307,DT: Journal Article
308,PY: 2000
309,"AB: This paper investigates US multinational enterprises (MNEs) as a channel of international technology diffusion in 40 countries from 1966 to 1994. We use data on technology transfer to distinguish between the technology diffusion effect and other productivity-enhancing effects of MNEs. We find that the technology transfer provided by US MNEs contributes to the productivity growth in DCs but not in LDCs. We show that a country needs to reach a minimum human capital threshold level in order to benefit from the technology transfer of US MNEs, however, most LDCs do not meet this threshold requirement."
310,"DE: Multinational Firms, International Business F23Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Technological Change: Choices and Consequences, Diffusion Processes O33Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
311,"KY: Diffusion, Growth, Human Capital, MNE, Multinational, Productivity, Technology"
312,GD: Selected Countries
313,LA: English
314,UD: 200012
315,AN: 0547055
316,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
317,TI: Monetary Accommodation in Transition Economies: Econometric Evidence from Yugoslavia's High Inflation in the 1980s
318,"AU: Petrovic, Pavle, Vujorevic, Zorica"
319,"AF: CES Mecon, U Belgrade, CES Mecon, U Belgrade"
320,"SO: Journal of Development Economics, 62(2), August 2000, pp. 495-513"
321,IS: 0304-3878
322,AV: http://www.sciencedirect.com/science/journal/03043878
323,DT: Journal Article
324,PY: 2000
325,"AB: A conjecture, advanced by some ad hoc evidence and the theory that money accommodates wage inflation in transition economies, is tested and accepted for Yugoslavia's high inflation of the 1980s. Within a cointegration framework, an overidentified long-run structure is estimated and accepted, where money is cointegrated with wages while not with prices. Furthermore, two independent common stochastic trends emerge, suggesting that aggregate supply shocks (i.e. those to wages and prices) and exchange rate shocks were driving Yugoslavia's high inflation, while the impact of money supply shocks was transitory. These results are due to the presence of soft budget constraint where money passively validated wage and price decisions, and to the Yugoslav debt and balance of payments crises in the 1980s which triggered exchange rate shocks. The results on the role of aggregate supply shocks might bear general relevance for transition economies."
326,"DE: Socialist Systems and Transitional Economies: National Income, Product, and Expenditure, Money, Inflation P24Macroeconomic Analyses of Economic Development O11Price Level, Inflation, Deflation E31"
327,"KY: Inflation, Prices, Supply, Transitional Economies"
328,GD: Yugoslavia
329,GR: Europe
330,LA: English
331,UD: 200012
332,AN: 0547056
333,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
334,TI: The Power and Limitations of Proportional Cutbacks in Common-Pool Resources
335,"AU: Gardner, Roy, et al."
336,AF: IN U
337,"SO: Journal of Development Economics, 62(2), August 2000, pp. 515-33"
338,IS: 0304-3878
339,AV: http://www.sciencedirect.com/science/journal/03043878
340,DT: Journal Article
341,PY: 2000
342,"AB: This paper examines the success and limitations of proportional cutbacks as an allocation rule for improving the performance of common-pool resources (CPRs). Two field cases, one success and one failure, motivate the analysis. For symmetric CPRs, we establish the existence of efficiency-enhancing proportional cutbacks. We then introduce complications that arise in the presence of asymmetries, which induce a continuum of proportional cutbacks that raise efficiency above Nash equilibrium. Calibrating a linear-quadratic CPR model to global carbon dioxide emissions, the efficiency and distributional consequences of proportional cutbacks like those embodied in the Kyoto Protocol are derived."
343,"DE: Planning Models, Planning Policy O21Renewable Resources and Conservation: Demand and Supply, Prices Q21Renewable Resources and Conservation: Water Q25Renewable Resources and Conservation: Government Policy Q28"
344,"KY: Common Pool, Commons, Resources"
345,LA: English
346,UD: 200012
347,AN: 0547057
348,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
349,TI: Inflationary Regimes and Relative Price Variability: Evidence from Argentina
350,"AU: Dabus, Carlos"
351,AF: U Nacional del Sur
352,"SO: Journal of Development Economics, 62(2), August 2000, pp. 535-47"
353,IS: 0304-3878
354,AV: http://www.sciencedirect.com/science/journal/03043878
355,DT: Journal Article
356,PY: 2000
357,"AB: This paper explores the relation between inflation and relative prices for Argentina over the 1960-93 period. The study is carried out in the framework of four inflationary regimes: moderate, high, very high inflation and hyperinflation. The evidence favors the view of non-neutrality of inflation: relative price variability is increasing in inflation, but decreasing when inflation climbs smoothly and gradually. The inflation rate and its volatility are the main explanatory factors of price variability, while the effects of expected and unexpected inflation are ambiguous. In contrast to previous consensus, we found that fix price variability is always increasing in inflation, and particularly in extreme inflation. In addition, the relation between inflation and relative prices exhibits structural changes across different levels of inflation."
358,"DE: Macroeconomic Analyses of Economic Development O11Fiscal and Monetary Policy in Development O23Price Level, Inflation, Deflation E31"
359,"KY: Hyperinflation, Inflation, Prices, Relative Price Variability"
360,GD: Argentina
361,GR: Latin America and the Caribbean
362,LA: English
363,UD: 200012
364,AN: 0547058
365,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
366,"TI: Lending Booms, Reserves and the Sustainability of Short-Term Debt: Inferences from the Pricing of Syndicated Bank Loans"
367,"AU: Eichengreen, Barry, Mody, Ashoka"
368,"AF: U CA, Berkeley and NBER, World Bank"
369,"SO: Journal of Development Economics, 63(1), October 2000, pp. 5-44"
370,IS: 0304-3878
371,AV: http://www.sciencedirect.com/science/journal/03043878
372,DT: Journal Article
373,PY: 2000
374,"AB: This paper analyzes the determinants of spreads on syndicated bank lending to emerging markets, treating the loan-extension and pricing decisions as jointly determined. Compared to the bond market, our findings highlight the role of international banks in providing credit to smaller borrowers about whom information is least complete and, more generally, support the interpretation of bank finance as dominating that segment of international financial markets characterized by the most pronounced information asymmetries. Domestic lending booms and low reserves in relation to short-term debt have been priced in the expected manner by international banks. The high level of short-term debt in East Asia was supported by high growth rates but was characterized by a knife-edge quality."
375,"DE: International Lending and Debt Problems F34Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16Multinational Firms, International Business F23"
376,"KY: Debt, Finance, Financial Markets, Lending"
377,GD: Selected Countries
378,LA: English
379,UD: 200101
380,AN: 0550609
381,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
382,TI: Debt Management and Crisis in Developing Countries
383,"AU: Dooley, Michael P."
384,"AF: U CA, Santa Cruz"
385,"SO: Journal of Development Economics, 63(1), October 2000, pp. 45-58"
386,IS: 0304-3878
387,AV: http://www.sciencedirect.com/science/journal/03043878
388,DT: Journal Article
389,PY: 2000
390,"AB: Debt management policy for governments of developing countries must balance conflicting objectives. The structure of explicit and implicit government debt influences the amount of lending private creditors are willing to extend, contractual debt service costs, the probability of default and the costs of default. Because default is not relevant for governments of industrial countries, their debt management policies are not a useful guide for developing countries. The model developed suggests that minimizing debt service costs is likely to be a very inefficient policy for governments of developing countries because such a policy increases the cost of default."
391,"DE: International Linkages to Development, Role of International Organizations O19Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16International Lending and Debt Problems F34"
392,"KY: Debt, Developing Countries, Lending"
393,GD: LDCs
394,LA: English
395,UD: 200101
396,AN: 0550610
397,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
398,TI: Controls on Capital Inflows: Do They Work?
399,"AU: De Gregorio, Jose, Edwards, Sebastian, Valdes, Rodrigo O."
400,"AF: U Chile, UCLA and NBER, Central Bank of Chile"
401,"SO: Journal of Development Economics, 63(1), October 2000, pp. 59-83"
402,IS: 0304-3878
403,AV: http://www.sciencedirect.com/science/journal/03043878
404,DT: Journal Article
405,PY: 2000
406,"AB: This paper analyzes the effectiveness of controls on capital inflows. In particular, we analyze in great detail the Chilean experience with the use of the unremunerated reserve requirement. We examine the effects of the controls applied in Chile in 1991-98 on interest rates, real exchange rate, and the volume and composition of capital inflows. The effects are elusive and it is difficult to pin down long-run effects. Although after the unremunerated reserve requirement was introduced there was an increase in the interest rate differential, the econometric evidence does not show it has a significant long-run effect. Also we detect very small effects on the real exchange rate. However, the more persistent and significant effect is on the composition of capital inflows, tilting composition toward longer maturity."
407,"DE: International Linkages to Development, Role of International Organizations O19Current Account Adjustment, Short-term Capital Movements F32"
408,GD: Chile
409,GR: Latin America and the Caribbean
410,LA: English
411,UD: 200101
412,AN: 0550611
413,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
414,TI: Banking Regulation and Competition with Product Differentiation
415,"AU: Schargrodsky, Ernesto, Sturzenegger, Federico"
416,"AF: U Torcuato di Tella, U Torcuato di Tella"
417,"SO: Journal of Development Economics, 63(1), October 2000, pp. 85-111"
418,IS: 0304-3878
419,AV: http://www.sciencedirect.com/science/journal/03043878
420,DT: Journal Article
421,PY: 2000
422,"AB: The main motivation for prudential regulation is to increase the solvency of the banking sector. However, it is usually understood that tighter regulation also leads to more concentration and higher spreads. Thus, these prudential measures are seen as implying a trade-off between solvency and competition. In this paper we argue that this trade-off does not necessarily exist. We present a model in which tighter capital requirements lead banks to choose a lower degree of product differentiation, potentially inducing more intense competition and lower spreads. The model is motivated by the recent evolution of the Argentine banking sector."
423,"DE: Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21Financial Institutions and Services: Government Policy and Regulation G28"
424,"KY: Bank, Banking, Regulation"
425,GD: Argentina
426,GR: Latin America and the Caribbean
427,LA: English
428,UD: 200101
429,AN: 0550612
430,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
431,TI: Understanding the Behavior of Bank Spreads in Latin America
432,"AU: Brock, Philip L., Suarez, Liliana Rojas"
433,"AF: U WA, Deutsche Bank Securities"
434,"SO: Journal of Development Economics, 63(1), October 2000, pp. 113-34"
435,IS: 0304-3878
436,AV: http://www.sciencedirect.com/science/journal/03043878
437,DT: Journal Article
438,PY: 2000
439,"AB: Over the last decade, many countries in Latin America have eliminated interest rate ceilings, reduced reserve requirements, and stopped direct credit controls. These market-oriented reforms have encouraged financial deepening, thereby producing considerable economic benefits to the countries. Nevertheless, the persistence of high interest rate spreads has been a disquieting outcome of the reforms. This paper explores the determinants of bank spreads in a systematic way for Argentina, Bolivia, Chile, Colombia, Mexico, Peru, and Uruguay during the mid-1990s. The analysis shows that high operating costs raise spreads as do high levels of non-performing loans, although the size of these effects differs across the countries. In addition, reserve requirements in a number of countries still act as a tax on banks that gets translated into a higher spread. Beyond bank specific variables, uncertainty in the macroeconomic environment facing banks appears to increase interest spreads. The combination of these microeconomic and macroeconomic factors is a cause for concern in Latin America. As spreads widen, the cost of using the financial system becomes prohibitive to some potential borrowers. In addition, the results suggest that bank capital requirements may not prevent excessive risk taking by banks when bank spreads are high."
440,"DE: Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21"
441,"KY: Bank, Credit, Reserve Requirements, Reserves"
442,GD: Latin America
443,GR: Latin America and the Caribbean
444,LA: English
445,UD: 200101
446,AN: 0550613
447,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
448,TI: The Exchange Rate and the Term Structure of Interest Rates in Mexico
449,"AU: Ogaki, Masao, Santaella, Julio A."
450,"AF: OH State U, Instituto Tecnologico Autonomo, Mexico"
451,"SO: Journal of Development Economics, 63(1), October 2000, pp. 135-55"
452,IS: 0304-3878
453,AV: http://www.sciencedirect.com/science/journal/03043878
454,DT: Journal Article
455,PY: 2000
456,"AB: Mexico adopted a floating exchange rate regime in December 1994. The Bank of Mexico's monetary policy gives attention to maintain ""orderly conditions in foreign exchange markets."" The Bank of Mexico relies primarily on the control of the overnight interest rate in conducting its monetary policy. The question arises whether this extremely short-term interest rate is the relevant instrument to achieve exchange rate objectives. Theory suggests that the relationship between the exchange rate and the term structure of interest rates can be complicated and counterintuitive when investors are risk averse. In this paper, we pursue an empirical investigation on the effect of the term structure of interest rates on the exchange rate for Mexico. This information could be useful to understand and manage the operation of the Mexican floating exchange rate regime."
457,"DE: Interest Rates: Determination, Term Structure, and Effects E43International Linkages to Development, Role of International Organizations O19Foreign Exchange F31"
458,"KY: Exchange Rates, Foreign Exchange, Interest Rates, Interest, Monetary, Term Structure of Interest Rates"
459,GD: Mexico
460,GR: Latin America and the Caribbean
461,LA: English
462,UD: 200101
463,AN: 0550614
464,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
465,TI: The Impact of Liberalization and Foreign Investment in Colombia's Financial Sector
466,"AU: Barajas, Adolfo, Steiner, Roberto, Salazar, Natalia"
467,"AF: IMF, U Los Andes, Bogota, National Planning Department, Bogota"
468,"SO: Journal of Development Economics, 63(1), October 2000, pp. 157-96"
469,IS: 0304-3878
470,AV: http://www.sciencedirect.com/science/journal/03043878
471,DT: Journal Article
472,PY: 2000
473,"AB: This study analyzes financial liberalization measures undertaken in 1990, of which an opening to foreign investment was a major component. After a brief description of the major changes in legislation on foreign investment, we compare performance of foreign-owned vs. domestic banks, first using a descriptive approach, then in a more systematic manner using econometric analysis. Panel data estimations reveal that financial liberalization in general had a beneficial impact on bank behavior in Colombia, by increasing competition, lowering intermediation costs and improving loan quality. Although the positive contribution of foreign entry may be overstated in recent studies by not controlling for other liberalization factors, foreign (and domestic) entry beginning in 1990 did improve bank behavior by enhancing operative efficiency and competition. However, the greater competition may have resulted in increased risk and a subsequent deterioration in loan quality, particularly among domestic banks."
474,"DE: Economic Development: Financial Markets, Saving and Capital Investment, Corporate Finance and Governance O16"
475,KY: Financial Liberalization
476,GD: Colombia
477,GR: Latin America and the Caribbean
478,LA: English
479,UD: 200101
480,AN: 0550615
481,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
482,TI: Institutions and Government Controls
483,"AU: Esfahani, Hadi Salehi"
484,AF: U IL
485,"SO: Journal of Development Economics, 63(2), December 2000, pp. 197-229"
486,IS: 0304-3878
487,AV: http://www.sciencedirect.com/science/journal/03043878
488,DT: Journal Article
489,PY: 2000
490,"AB: This paper develops a model of government policy toward industrial control and regulation that sheds light on the determinants of differential country experiences in terms of organizational arrangement and enterprise performance. In contrast to the model developed by Shleifer and Vishny (1994, 1998, which suggests that government controls over firms come about when politicians can use public funds to buy off the managers and solicit their cooperation in politically motivated redistribution of rents, the present shows that it may be the ability to use the government's regulatory powers at discretion that encourages politicians to impose controls on firms and redistribute their rents. The model implies that the politicians' appetite for intervention tends to be greater when the cost of collecting and using public funds is higher, which is the opposite of what the Shleifer-Vishny model predicts. The present model helps explain the puzzling observation that countries with poor institutions are more likely to impose extensive controls on production and maintain large and inefficient public sectors. The model also sheds light on a variety of other stylized facts and puzzles and offers new hypotheses to be tested."
491,"DE: Formal and Informal Sectors, Shadow Economy, Institutional Arrangements O17Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior D72Economics of Regulation L51Capital Budgeting, Fixed Investment and Inventory Studies, Capacity G31Comparison of Public and Private Enterprises and Nonprofit Institutions, Privatization, Contracting Out L33"
492,"KY: Cooperation, Firm, Government, Institutions, Politicians, Regulation"
493,LA: English
494,UD: 200103
495,AN: 0557186
496,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
497,TI: Fertility Decline as a Coordination Problem
498,"AU: Kohler, Hans-Peter"
499,AF: Max Planck Institute for Demographic Research
500,"SO: Journal of Development Economics, 63(2), December 2000, pp. 231-63"
501,IS: 0304-3878
502,AV: http://www.sciencedirect.com/science/journal/03043878
503,DT: Journal Article
504,PY: 2000
505,"AB: The so-called ""diffusion of innovation"" approach is often used in explanations of historical and contemporary fertility declines. We investigate this issue by developing a new theoretical analysis, which combines economic and sociological reasoning. Particular attention is devoted to the role of social networks for the selection of equilibria in situations when fertility decline constitutes a coordination problem. We show that the effect of networks depends on the particular interaction among individuals and on the prevailing socioeconomic conditions: ""information networks"" can only speed up a fertility transition that would also take place in the absence of social interaction, while ""coordination networks"" can facilitate demographic change in societies that would otherwise be caught in a Malthusian situation."
506,"DE: Fertility, Family Planning, Child Care, Children, Youth J13Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
507,KY: Fertility
508,LA: English
509,UD: 200103
510,AN: 0557187
511,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
512,TI: The Dynamic Cost and Persistence of Asset Inequality in an Agrarian Economy
513,"AU: Carter, Michael R., Zimmerman, Frederick J."
514,"AF: U WI, U WA"
515,"SO: Journal of Development Economics, 63(2), December 2000, pp. 265-302"
516,IS: 0304-3878
517,AV: http://www.sciencedirect.com/science/journal/03043878
518,DT: Journal Article
519,PY: 2000
520,"AB: A growing literature suggests that asset inequality can be economically costly in the presence of agency costs that constrain labor and capital markets. Unclear in this literature is whether asset markets and optimal individual accumulation of self-finance capacity suffice to eliminate costly inequality over time. This paper uses numerical dynamic programming methods to explore this question with a model of an initially inegalitarian agrarian economy. While an egalitarian asset distribution emerges over time, the process involves sufficiently great productivity losses along the way, that a redistributive policy could improve on the market's performance by both equity and efficiency criteria."
521,"DE: Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Personal Income, Wealth, and Their Distributions D31Microeconomic Analyses of Economic Development O12Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18"
522,"KY: Distribution, Inequality"
523,LA: English
524,UD: 200103
525,AN: 0557188
526,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
527,TI: Contract Choice in Agriculture with Joint Moral Hazard in Effort and Risk
528,"AU: Ghatak, Maitreesh, Pandey, Priyanka"
529,"AF: U Chicago, PA State U"
530,"SO: Journal of Development Economics, 63(2), December 2000, pp. 303-26"
531,IS: 0304-3878
532,AV: http://www.sciencedirect.com/science/journal/03043878
533,DT: Journal Article
534,PY: 2000
