,index,ArticleID,Journal,Title,PubDate
4251,4251,4253,QJE,The Regulation of Entry,2002-02-01
4252,4252,4254,QJE,Relational Contracts and the Theory of the Firm,2002-02-01
4253,4253,4255,QJE,Integration versus Outsourcing in Industry Equilibrium,2002-02-01
4254,4254,4256,QJE,Ferreting out Tunneling: An Application to Indian Business Groups,2002-02-01
4255,4255,4257,QJE,Do Liquidity Constraints and Interest Rates Matter for Consumer Behavior? Evidence from Credit Card Data,2002-02-01
4256,4256,4258,QJE,Monotone Comparative Statics under Uncertainty,2002-02-01
4257,4257,4259,QJE,"The Schooling of Southern Blacks: The Roles of Legal Activism and Private Philanthropy, 1910--1960",2002-02-01
4258,4258,4260,QJE,Junior Can't Borrow: A New Perspective on the Equity Premium Puzzle,2002-02-01
4259,4259,4261,QJE,"Technological Acceleration, Skill Transferability, and the Rise in Residual Inequality",2002-02-01
4260,4260,4262,QJE,"Information Technology, Workplace Organization, and the Demand for Skilled Labor: Firm-Level Evidence",2002-02-01
4261,4261,4263,QJE,Fear of Floating,2002-05-01
4262,4262,4264,QJE,Currency Unions,2002-05-01
4263,4263,4265,QJE,An Estimate of the Effect of Common Currencies on Trade and Income,2002-05-01
4264,4264,4266,QJE,"Dollarization, Bailouts, and the Stability of the Banking System",2002-05-01
4265,4265,4267,QJE,Global Implications of Self-Oriented National Monetary Rules,2002-05-01
4266,4266,4268,QJE,Noise Trading and Exchange Rate Regimes,2002-05-01
4267,4267,4269,QJE,A Theory of Insidious Regionalism,2002-05-01
4268,4268,4270,QJE,Electoral Systems and Public Spending,2002-05-01
4269,4269,4271,QJE,The World Income Distribution,2002-05-01
4270,4270,4272,QJE,Emerging Market Spreads: Then versus Now,2002-05-01
4271,4271,4273,QJE,A Memory-Based Model of Bounded Rationality,2002-08-01
4272,4272,4274,QJE,Inference by Believers in the Law of Small Numbers,2002-08-01
4273,4273,4275,QJE,Understanding Social Preferences with Simple Tests,2002-08-01
4274,4274,4276,QJE,Self-Confidence and Personal Motivation,2002-08-01
4275,4275,4277,QJE,Why Have Women Become Left-Wing? The Political Gender Gap and the Decline in Marriage,2002-08-01
4276,4276,4278,QJE,The Economics of Roscas and Intrahousehold Resource Allocation,2002-08-01
4277,4277,4279,QJE,How Do Sex Ratios Affect Marriage and Labor Markets? Evidence from America's Second Generation,2002-08-01
4278,4278,4280,QJE,Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,2002-08-01
4279,4279,4281,QJE,Multilateral Contracting and the Employment Relationship,2002-08-01
4280,4280,4282,QJE,Fiscal Policy with Noncontingent Debt and the Optimal Maturity Structure,2002-08-01
4281,4281,4283,QJE,"The Rise and Fall of World Trade, 1870-1939",2003-05-01
4282,4282,4284,QJE,The Effect of Information on Product Quality: Evidence from Restaurant Hygiene Grade Cards,2003-05-01
4283,4283,4285,QJE,Courts,2003-05-01
4284,4284,4286,QJE,Cowards and Heroes: Group Loyalty in the American Civil War,2003-05-01
4285,4285,4287,QJE,Networks in the Modern Economy: Mexican Migrants in the U.S. Labor Market,2003-05-01
4286,4286,4288,QJE,Economic Growth and the Rise of Forests,2003-05-01
4287,4287,4289,QJE,Measuring the Reaction of Monetary Policy to the Stock Market,2003-05-01
4288,4288,4290,QJE,College Education and the Midcentury GI Bills,2003-05-01
4289,4289,4291,QJE,Human Capital Risk and Economic Growth,2003-05-01
4290,4290,4292,QJE,Time-Inconsistent Preferences and Social Security,2003-05-01
4291,4291,4293,QJE,Managing with Style: The Effect of Managers on Firm Policies,2003-11-01
4292,4292,4294,QJE,Projection Bias in Predicting Future Utility,2003-11-01
4293,4293,4295,QJE,Knife-Edge or Plateau: When Do Market Models Tip?,2003-11-01
4294,4294,4296,QJE,The Skill Content of Recent Technological Change: An Empirical Exploration,2003-11-01
4295,4295,4297,QJE,The Labor Demand Curve is Downward Sloping: Reexamining the Impact of Immigration on the Labor Market,2003-11-01
4296,4296,4298,QJE,"Firms, Contracts, and Trade Structure",2003-11-01
4297,4297,4299,QJE,The Case for Restricting Fiscal Policy Discretion,2003-11-01
4298,4298,4300,QJE,Household Risk Management and Optimal Mortgage Choice,2003-11-01
4299,4299,4301,QJE,Mother's Education and the Intergenerational Transmission of Human Capital: Evidence from College Openings,2003-11-01
4300,4300,4302,QJE,The Long-Run Consequences of Living in a Poor Neighborhood,2003-11-01
4301,4301,4303,QJE,"Income Inequality in the United States, 1913--1998",2003-02-01
4302,4302,4304,QJE,Does Market Experience Eliminate Market Anomalies?,2003-02-01
4303,4303,4305,QJE,"""Coherent Arbitrariness"": Stable Demand Curves Without Stable Preferences",2003-02-01
4304,4304,4306,QJE,Corporate Governance and Equity Prices,2003-02-01
4305,4305,4307,QJE,The Rise in the Disability Rolls and the Decline in Unemployment,2003-02-01
4306,4306,4308,QJE,Who Must Pay Bribes and How Much? Evidence from a Cross Section of Firms,2003-02-01
4307,4307,4309,QJE,Related Lending,2003-02-01
4308,4308,4310,QJE,Macroeconomic Expectations of Households and Professional Forecasters,2003-02-01
4309,4309,4311,QJE,The Role of Commitment in Dynamic Contracts: Evidence from Life Insurance,2003-02-01
4310,4310,4312,QJE,Ethnic Enclaves and the Economic Success of Immigrants---Evidence from a Natural Experiment,2003-02-01
4311,4311,4313,QJE,Bad Reputation,2003-08-01
4312,4312,4314,QJE,The Role of Information and Social Interactions in Retirement Plan Decisions: Evidence from a Randomized Experiment,2003-08-01
4313,4313,4315,QJE,Rotten Apples: An Investigation of the Prevalence and Predictors of Teacher Cheating,2003-08-01
4314,4314,4316,QJE,Macroeconomic Effects of Regulation and Deregulation in Goods and Labor Markets,2003-08-01
4315,4315,4317,QJE,"Persuasion Bias, Social Influence, and Unidimensional Opinions",2003-08-01
4316,4316,4318,QJE,When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent Firms,2003-08-01
4317,4317,4319,QJE,Wealth Accumulation and the Propensity to Plan,2003-08-01
4318,4318,4320,QJE,Performance in Competitive Environments: Gender Differences,2003-08-01
4319,4319,4321,QJE,Social Security and Households' Saving,2003-08-01
4320,4320,4322,QJE,The Impact of Air Pollution on Infant Mortality: Evidence from Geographic Variation in Pollution Shocks Induced by a Recession,2003-08-01
4321,4321,4323,QJE,Contract Design and Self-Control: Theory and Evidence,2004-05-01
4322,4322,4324,QJE,Local Capture: Evidence from a Central Government Transfer Program in Uganda,2004-05-01
4323,4323,4325,QJE,Trade and Productivity,2004-05-01
4324,4324,4326,QJE,Endogenous Political Institutions,2004-05-01
4325,4325,4327,QJE,Kidney Exchange,2004-05-01
4326,4326,4328,QJE,Static and Dynamic Effects of Health Policy: Evidence from the Vaccine Industry,2004-05-01
4327,4327,4329,QJE,"Why did the Elites Extend the Suffrage? Democracy and the Scope of Government, with an Application to Britain's ""Age of Reform""",2004-05-01
4328,4328,4330,QJE,"Product Differentiation, Search Costs, and Competition in the Mutual Fund Industry: A Case Study of S&P 500 Index Funds",2004-05-01
4329,4329,4331,QJE,Immigrating to Opportunity: Estimating the Effect of School Quality Using a Natural Experiment on Ethiopians in Israel,2004-05-01
4330,4330,4332,QJE,Across-Product Versus Within-Product Specialization in International Trade,2004-05-01
4331,4331,4333,QJE,Measuring Factor Adjustment Costs,2004-08-01
4332,4332,4334,QJE,Market Size in Innovation: Theory and Evidence from the Pharmaceutical Industry,2004-08-01
4333,4333,4335,QJE,Do Voters Affect or Elect Policies? Evidence from the U.S. House,2004-08-01
4334,4334,4336,QJE,Does Local Financial Development Matter?,2004-08-01
4335,4335,4337,QJE,"Investor Protection, Optimal Incentives, and Economic Growth",2004-08-01
4336,4336,4338,QJE,The Causes and Consequences of Distinctively Black Names,2004-08-01
4337,4337,4339,QJE,Getting Closer or Drifting Apart?,2004-08-01
4338,4338,4340,QJE,Choosing How to Choose: Self-Stable Majority Rules and Constitutions,2004-08-01
4339,4339,4341,QJE,"Booms, Busts, and Babies' Health",2004-08-01
4340,4340,4342,QJE,A Cognitive Hierarchy Model of Games,2004-08-01
4341,4341,4343,QJE,"Baby Booms and Drug Busts: Trends in Youth Drug use in the United States, 1975-2000",2004-11-01
4342,4342,4344,QJE,"An Annual Index of U.S. Industrial Production, 1790--1915",2004-11-01
4343,4343,4345,QJE,Contractibility and Asset Ownership: On-Board Computers and Governance in U.S. Trucking,2004-11-01
4344,4344,4346,QJE,Bank Integration and State Business Cycles,2004-11-01
4345,4345,4347,QJE,"Monetary Discretion, Pricing Complementarity, and Dynamic Multiple Equilibria",2004-11-01
4346,4346,4348,QJE,Economic Impacts of New Unionization on Private Sector Employers: 1984--2001,2004-11-01
4347,4347,4349,QJE,Tender Offers and Leverage,2004-11-01
4348,4348,4350,QJE,Opportunistic Political Cycles: Test in a Young Democracy Setting,2004-11-01
4349,4349,4351,QJE,The Regulation of Labor,2004-11-01
4350,4350,4352,QJE,Mothers and Sons: Preference Formation and Female Labor Force Dynamics,2004-11-01
4351,4351,4353,QJE,The Modern History of Exchange Rate Arrangements: A Reinterpretation,2004-02-01
4352,4352,4354,QJE,The Nature and Extent of Discrimination in the Marketplace: Evidence from the Field,2004-02-01
4353,4353,4355,QJE,Can Labor Regulation Hinder Economic Performance? Evidence from India,2004-02-01
4354,4354,4356,QJE,Liquidity and Financial Market Runs,2004-02-01
4355,4355,4357,QJE,Bundling as an Entry Barrier,2004-02-01
4356,4356,4358,QJE,Radio's Impact on Public Spending,2004-02-01
4357,4357,4359,QJE,Waiting to Persuade,2004-02-01
4358,4358,4360,QJE,How Much Should We Trust Differences-in-Differences Estimates?,2004-02-01
4359,4359,4361,QJE,The Fiscal Myth of the Price Level,2004-02-01
4360,4360,4362,QJE,The Effect of Fixed Exchange Rates on Monetary Policy,2004-02-01
4361,4361,4363,QJE,The Political Economy of Hatred,2005-02-01
4362,4362,4364,QJE,Does Legal Enforcement Affect Financial Transactions? The Contractual Channel in Private Equity,2005-02-01
4363,4363,4365,QJE,Measuring the Effects of Monetary Policy: A Factor-Augmented Vector Autoregressive (FAVAR) Approach,2005-02-01
4364,4364,4366,QJE,"Fiscal Shenanigans, Targeted Federal Health Care Funds, and Patient Mortality",2005-02-01
4365,4365,4367,QJE,Neighborhood Effects on Crime for Female and Male Youth: Evidence from a Randomized Housing Voucher Experiment,2005-02-01
4366,4366,4368,QJE,Why Are Most Funds Open-End? Competition and the Limits of Arbitrage,2005-02-01
4367,4367,4369,QJE,Love and Money: A Theoretical and Empirical Analysis of Household Sorting and Inequality,2005-02-01
4368,4368,4370,QJE,Profit Sharing and the Role of Professional Partnerships,2005-02-01
4369,4369,4371,QJE,The Effect of Financial Development on Convergence: Theory and Evidence,2005-02-01
4370,4370,4372,QJE,PPP Strikes Back: Aggregation and the Real Exchange Rate,2005-02-01
4371,4371,4373,QJE,The Politics of Public Provision of Education,2005-11-01
4372,4372,4374,QJE,A Protectionist Bias in Majoritarian Politics,2005-11-01
4373,4373,4375,QJE,The Politics of Bank Failures: Evidence from Emerging Markets,2005-11-01
4374,4374,4376,QJE,Which Countries Have State Religions?,2005-11-01
4375,4375,4377,QJE,Do Lenders Favor Politically Connected Firms? Rent Provision in an Emerging Financial Market,2005-11-01
4376,4376,4378,QJE,Strategic Extremism: Why Republicans and Democrats Divide on Religious Values,2005-11-01
4377,4377,4379,QJE,A Measure of Media Bias,2005-11-01
4378,4378,4380,QJE,Majority Rules and Incentives,2005-11-01
4379,4379,4381,QJE,Rent Destruction and the Political Viability of Free Trade Agreements,2005-11-01
4380,4380,4382,QJE,The Extent of the Market and the Supply of Regulation,2005-11-01
4381,4381,4383,QJE,Buffer-Stock Saving and the Life Cycle/Permanent Income Hypothesis,1997-02-01
4382,4382,4384,QJE,Do Gasoline Prices Respond Asymmetrically to Crude Oil Price Changes?,1997-02-01
4383,4383,4385,QJE,Growth and Interdependence,1997-02-01
4384,4384,4386,QJE,An Economic Model of Representative Democracy,1997-02-01
4385,4385,4387,QJE,How Much Does Sorting Increase Inequality?,1997-02-01
4386,4386,4388,QJE,Marriage and Class,1997-02-01
4387,4387,4389,QJE,Do Investment-Cash Flow Sensitivities Provide Useful Measures of Financing Constraints?,1997-02-01
4388,4388,4390,QJE,Personal Bankruptcy and Credit Supply and Demand,1997-02-01
4389,4389,4391,QJE,"Workers, Wages, and Technology",1997-02-01
4390,4390,4392,QJE,The Returns to Computer Use Revisited: Have Pencils Changed the Wage Structure Too?,1997-02-01
4391,4391,4393,QJE,Money Illusion,1997-05-01
4392,4392,4394,QJE,An Experiment on Risk Taking and Evaluation Periods,1997-05-01
4393,4393,4395,QJE,The Effect of Myopia and Loss Aversion on Risk Taking: An Experimental Test,1997-05-01
4394,4394,4396,QJE,Back to Bentham? Explorations of Experienced Utility,1997-05-01
4395,4395,4397,QJE,Labor Supply of New York City Cabdrivers: One Day at a Time,1997-05-01
4396,4396,4398,QJE,Golden Eggs and Hyperbolic Discounting,1997-05-01
4397,4397,4399,QJE,A Test of the Theory of Reference-Dependent Preferences,1997-05-01
4398,4398,4400,QJE,Measuring Players' Losses in Experimental Games,1997-05-01
4399,4399,4401,QJE,Preference Parameters and Behavioral Heterogeneity: An Experimental Approach in the Health and Retirement Study,1997-05-01
4400,4400,4402,QJE,The Evolution of Bargaining Behavior,1997-05-01
4401,4401,4403,QJE,What Makes Markets Allocationally Efficient?,1997-05-01
4402,4402,4404,QJE,"Financial Intermediation, Loanable Funds, and The Real Sector",1997-08-01
4403,4403,4405,QJE,"Large Shareholders, Monitoring, and the Value of the Firm",1997-08-01
4404,4404,4406,QJE,The Endogenous Determination of Time Preference,1997-08-01
4405,4405,4407,QJE,The Reasons for Wage Rigidity: Evidence from a Survey of Firms,1997-08-01
4406,4406,4408,QJE,The Magnitude of Menu Costs: Direct Evidence from Large U.S. Supermarket Chains,1997-08-01
4407,4407,4409,QJE,Are Ghettos Good or Bad?,1997-08-01
4408,4408,4410,QJE,"Contractual Fragility, Job Destruction, and Business Cycles",1997-08-01
4409,4409,4411,QJE,Unemployment Insurance Takeup Rates and the After-Tax Value of Benefits,1997-08-01
4410,4410,4412,QJE,The Dynamics of Smithian Growth,1997-08-01
4411,4411,4413,QJE,Regionalism and Multilateralism: A Political Economy Approach,1998-02-01
4412,4412,4414,QJE,Default and Renegotiation: A Dynamic Model of Debt,1998-02-01
4413,4413,4415,QJE,Growth Empirics: A Panel Data Approach---A Comment,1998-02-01
4414,4414,4416,QJE,Measuring Positive Externalities from Unobservable Victim Precaution: An Empirical Analysis of Lojack,1998-02-01
4415,4415,4417,QJE,Why Do Firms Train? Theory and Evidence,1998-02-01
4416,4416,4418,QJE,"Investment Tax Incentives, Prices, and the Supply of Capital Goods",1998-02-01
4417,4417,4419,QJE,Fiscal Year Ends and Nonlinear Incentive Contracts: The Effect on Business Seasonality,1998-02-01
4418,4418,4420,QJE,"The Choice of Stock Ownership Structure: Agency Costs, Monitoring, and the Decision to Go Public",1998-02-01
4419,4419,4421,QJE,"Income, Schooling, and Ability: Evidence from a New Sample of Identical Twins",1998-02-01
4420,4420,4422,QJE,The Economic Consequences of Parental Leave Mandates: Lessons from Europe,1998-02-01
4421,4421,4423,QJE,Recombinant Growth,1998-05-01
4422,4422,4424,QJE,Does Asset Ownership Always Motivate Managers? Outside Options and the Property Rights Theory of the Firm,1998-05-01
4423,4423,4425,QJE,Power in a Theory of the Firm,1998-05-01
4424,4424,4426,QJE,Paying for Health Insurance: The Trade-Off between Competition and Adverse Selection,1998-05-01
4425,4425,4427,QJE,Insecure Property Rights and Government Ownership of Firms,1998-05-01
4426,4426,4428,QJE,"Ideology, Tactics, and Efficiency in Redistributive Politics",1998-05-01
4427,4427,4429,QJE,Are Internal Capital Markets Efficient?,1998-05-01
4428,4428,4430,QJE,Private School Vouchers and Student Achievement: An Evaluation of the Milwaukee Parental Choice Program,1998-05-01
4429,4429,4431,QJE,Consumption Inequality and Income Uncertainty,1998-05-01
4430,4430,4432,QJE,Are CEOs Really Paid Like Bureaucrats?,1998-08-01
4431,4431,4433,QJE,Social Capability and Economic Growth,1998-08-01
4432,4432,4434,QJE,The Origins of Technology-Skill Complementarity,1998-08-01
4433,4433,4435,QJE,The Paradox of Liquidity,1998-08-01
4434,4434,4436,QJE,Public Versus Private Ownership of Firms: Evidence from Rural China,1998-08-01
4435,4435,4437,QJE,Trend Employment Growth and the Bunching of Job Creation and Destruction,1998-08-01
4436,4436,4438,QJE,Customer Discrimination and Employment Outcomes for Minority Workers,1998-08-01
4437,4437,4439,QJE,Measuring Monetary Policy,1998-08-01
4438,4438,4440,QJE,"Is Learning by Exporting Important? Micro-Dynamic Evidence from Colombia, Mexico, and Morocco",1998-08-01
4439,4439,4441,QJE,The Behavior of U.S. Public Debt and Deficits,1998-08-01
4440,4440,4442,QJE,Are Medical Prices Declining? Evidence from Heart Attack Treatments,1998-11-01
4441,4441,4443,QJE,Skilled Labor-Augmenting Technical Progress in U.S. Manufacturing,1998-11-01
4442,4442,4444,QJE,Appropriate Technology and Growth,1998-11-01
4443,4443,4445,QJE,Why Do New Technologies Complement Skills? Directed Technical Change and Wage Inequality,1998-11-01
4444,4444,4446,QJE,"Workers, Machines, and Economic Growth",1998-11-01
4445,4445,4447,QJE,Measuring the Social Return to R&D,1998-11-01
4446,4446,4448,QJE,Patent Buyouts: A Mechanism for Encouraging Innovation,1998-11-01
4447,4447,4449,QJE,Computing Inequality: Have Computers Changed the Labor Market?,1998-11-01
4448,4448,4450,QJE,Technology and Changes in Skill Structure: Evidence from Seven OECD Countries,1998-11-01
4449,4449,4451,QJE,Implications of Skill-Biased Technological Change: International Evidence,1998-11-01
4450,4450,4452,QJE,Rational Bias in Macroeconomic Forecasts,1999-02-01
4451,4451,4453,QJE,Avoiding Default: The Role of Credit in the Consumption Collapse of 1930,1999-02-01
4452,4452,4454,QJE,Social Norms and Economic Incentives in the Welfare State,1999-02-01
4453,4453,4455,QJE,First Impressions Matter: A Model of Confirmatory Bias,1999-02-01
4454,4454,4456,QJE,Why Do Some Countries Produce So Much More Output per Worker than Others?,1999-02-01
4455,4455,4457,QJE,Has Work-Sharing Worked in Germany?,1999-02-01
4456,4456,4458,QJE,The Forgotten Rationale for Policy Reform: The Productivity of Investment Projects,1999-02-01
4457,4457,4459,QJE,Investment and Demand Uncertainty,1999-02-01
4458,4458,4460,QJE,The Aftermath of Appreciations,1999-02-01
4459,4459,4461,QJE,"Abortion Legalization and Child Living Circumstances: Who is the ""Marginal Child""?",1999-02-01
4460,4460,4462,QJE,Contracting with Externalities,1999-05-01
4461,4461,4463,QJE,Pricing the Limits to Growth from Minerals Depletion,1999-05-01
4462,4462,4464,QJE,Career Concerns of Mutual Fund Managers,1999-05-01
4463,4463,4465,QJE,Consumption and Portfolio Decisions when Expected Returns are Time Varying,1999-05-01
4464,4464,4466,QJE,Experimental Estimates of Education Production Functions,1999-05-01
4465,4465,4467,QJE,Using Maimonides' Rule to Estimate the Effect of Class Size on Scholastic Achievement,1999-05-01
4466,4466,4468,QJE,Do Better Schools Matter? Parental Valuation of Elementary Education,1999-05-01
4467,4467,4469,QJE,Psychological Factors and Stock Option Exercise,1999-05-01
4468,4468,4470,QJE,Is Bank Supervision Central to Central Banking?,1999-05-01
4469,4469,4471,QJE,State-Dependent Pricing and the General Equilibrium Dynamics of Money and Output,1999-05-01
4470,4470,4472,QJE,Democracies Pay Higher Wages,1999-08-01
4471,4471,4473,QJE,School Inputs and Educational Outcomes in South Africa,1999-08-01
4472,4472,4474,QJE,Zipf's Law for Cities: An Explanation,1999-08-01
4473,4473,4475,QJE,Incentives for Procrastinators,1999-08-01
4474,4474,4476,QJE,"A Theory of Fairness, Competition, and Cooperation",1999-08-01
4475,4475,4477,QJE,Coordinating Regime Switches,1999-08-01
4476,4476,4478,QJE,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979--1990",1999-08-01
4477,4477,4479,QJE,The Induced Innovation Hypothesis and Energy-Saving Technological Change,1999-08-01
4478,4478,4480,QJE,Wage Inequality in the United States During the 1980s: Rising Dispersion or Falling Minimum Wage?,1999-08-01
4479,4479,4481,QJE,"Evidence on Growth, Increasing Returns, and the Extent of the Market",1999-08-01
4480,4480,4482,QJE,Changing Inequality in Markets for Workplace Amenities,1999-11-01
4481,4481,4483,QJE,What Drives Deregulation? Economics and Politics of the Relaxation of Bank Branching Restrictions,1999-11-01
4482,4482,4484,QJE,Ramsey Meets Laibson in the Neoclassical Growth Model,1999-11-01
4483,4483,4485,QJE,When Does Privatization Work? The Impact of Private Ownership on Corporate Performance in the Transition Economies,1999-11-01
4484,4484,4486,QJE,The Benefits of Privatization: Evidence from Mexico,1999-11-01
4485,4485,4487,QJE,Public Goods and Ethnic Divisions,1999-11-01
4486,4486,4488,QJE,Interfirm Relationships and Informal Credit in Vietnam,1999-11-01
4487,4487,4489,QJE,A Theory of Wage and Promotion Dynamics Inside Firms,1999-11-01
4488,4488,4490,QJE,Dualism and Macroeconomic Volatility,1999-11-01
4489,4489,4491,QJE,Fiscal Policy in Good Times and Bad,1999-11-01
4490,4490,4492,QJE,Disease and Development: Evidence from Hookworm Eradication in the American South,2007-02-01
4491,4491,4493,QJE,"Speeding, Terrorism, and Teaching to the Test",2006-08-01
4492,4492,4494,QJE,HIV Breakthroughs and Risky Sexual Behavior,2006-08-01
4493,4493,4495,QJE,Menu Costs at Work: Restaurant Prices and the Introduction of the Euro,2006-08-01
4494,4494,4496,QJE,"Pay, Reference Points, and Police Performance",2006-08-01
4495,4495,4497,QJE,Rare Disasters and Asset Markets in the Twentieth Century,2006-08-01
4496,4496,4498,QJE,Why Inflation Rose and Fell: Policy-Makers' Beliefs and U.S. Postwar Stabilization Policy,2006-08-01
4497,4497,4499,QJE,Coalitional Rationalizability,2006-08-01
4498,4498,4500,QJE,Television and Voter Turnout,2006-08-01
4499,4499,4501,QJE,How Black Candidates Affect Voter Turnout,2006-08-01
4500,4500,4502,QJE,The Origins of Intergenerational Associations: Lessons from Swedish Adoption Data,2006-08-01
4501,4501,4503,QJE,The Aggregate Effects of Health Insurance: Evidence from the Introduction of Medicare,2007-02-01
4502,4502,4504,QJE,How Large are the Effects from Changes in Family Environment? A Study of Korean American Adoptees,2007-02-01
4503,4503,4505,QJE,Does Head Start Improve Children's Life Chances? Evidence from a Regression Discontinuity Design,2007-02-01
4504,4504,4506,QJE,The Formation of Beliefs: Evidence from the Allocation of Land Titles to Squatters,2007-02-01
4505,4505,4507,QJE,Volatility and Development,2007-02-01
4506,4506,4508,QJE,Do Sunk Costs of Exporting Matter for Net Export Dynamics?,2007-02-01
4507,4507,4509,QJE,On Committees of Experts,2007-02-01
4508,4508,4510,QJE,Language and the Theory of the Firm,2007-02-01
4509,4509,4511,QJE,The Value of Life and the Rise in Health Spending,2007-02-01
4510,4510,4512,QJE,From the Cradle to the Labor Market? The Effect of Birth Weight on Adult Outcomes,2007-02-01
4511,4511,4513,QJE,A Measure of Segregation Based on Social Interactions,2007-05-01
4512,4512,4514,QJE,Optimal Taxation with Endogenous Insurance Markets,2007-05-01
4513,4513,4515,QJE,The Marginal Product of Capital,2007-05-01
4514,4514,4516,QJE,"Relationship-Specificity, Incomplete Contracts, and the Pattern of Trade",2007-05-01
4515,4515,4517,QJE,Dams,2007-05-01
4516,4516,4518,QJE,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,2007-05-01
4517,4517,4519,QJE,"News Droughts, News Floods, and U.S. Disaster Relief",2007-05-01
4518,4518,4520,QJE,Incentives for Managers and Inequality among Workers: Evidence from a Firm-Level Experiment,2007-05-01
4519,4519,4521,QJE,Did Highways Cause Suburbanization?,2007-05-01
4520,4520,4522,QJE,Partisan Impacts on the Economy: Evidence from Prediction Markets and Close Elections,2007-05-01
4521,4521,4523,QJE,Consumption Commitments and Risk Preferences,2007-05-01
4522,4522,4524,QJE,The Illusion of Sustainability,2007-08-01
4523,4523,4525,QJE,Do Women Shy Away From Competition? Do Men Compete Too Much?,2007-08-01
4524,4524,4526,QJE,"Selection, Growth, and the Size Distribution of Firms",2007-08-01
4525,4525,4527,QJE,Reservation Wages and Unemployment Insurance,2007-08-01
4526,4526,4528,QJE,The Fox News Effect: Media Bias and Voting,2007-08-01
4527,4527,4529,QJE,Remedying Education: Evidence from Two Randomized Experiments in India,2007-08-01
4528,4528,4530,QJE,Accounting for the Effect of Health on Economic Growth,2007-08-01
4529,4529,4531,QJE,"Price Discrimination, Copyright Law, and Technological Innovation: Evidence from the Introduction of DVDs",2007-08-01
4530,4530,4532,QJE,"The Digital Provide: Information (Technology), Market Performance, and Welfare in the South Indian Fisheries Sector",2007-08-01
4531,4531,4533,QJE,Optimal Fiscal Policy with Redistribution,2007-08-01
4532,4532,4534,QJE,Measuring Trends in Leisure: The Allocation of Time Over Five Decades,2007-08-01
4533,4533,4535,QJE,"The World Distribution of Income: Falling Poverty and… Convergence, Period",2006-05-01
4534,4534,4536,QJE,"Mandated Disclosure, Stock Returns, and the 1964 Securities Acts Amendments",2006-05-01
4535,4535,4537,QJE,Institutional Investors and Stock Market Volatility,2006-05-01
4536,4536,4538,QJE,"Shrouded Attributes, Consumer Myopia, and Information Suppression in Competitive Markets",2006-05-01
4537,4537,4539,QJE,Globalization and the Gains from Variety,2006-05-01
4538,4538,4540,QJE,Causes of Sprawl: A Portrait from Space,2006-05-01
4539,4539,4541,QJE,Tying Odysseus to the Mast: Evidence From a Commitment Savings Product in the Philippines,2006-05-01
4540,4540,4542,QJE,Gender Differences in Mate Selection: Evidence From a Speed Dating Experiment,2006-05-01
4541,4541,4543,QJE,Belief in a Just World and Redistributive Politics,2006-05-01
4542,4542,4544,QJE,Toward an Understanding of the Economics of Charity: Evidence from a Field Experiment,2006-05-01
4543,4543,4545,QJE,Measuring and Explaining Management Practices Across Firms and Countries,2007-11-01
4544,4544,4546,QJE,Socially Optimal Districting: A Theoretical and Empirical Exploration,2007-11-01
4545,4545,4547,QJE,Electoral Bias and Policy Choice: Theory and Evidence,2007-11-01
4546,4546,4548,QJE,Cash-on-Hand and Competing Models of Intertemporal Behavior: New Evidence from the Labor Market,2007-11-01
4547,4547,4549,QJE,Entitled to Work: Urban Property Rights and Labor Supply in Peru,2007-11-01
4548,4548,4550,QJE,What Do Parents Value in Education? An Empirical Investigation of Parents' Revealed Preferences for Teachers,2007-11-01
4549,4549,4551,QJE,Obtaining a Driver's License in India: An Experimental Approach to Studying Corruption,2007-11-01
4550,4550,4552,QJE,Does Social Security Privatization Produce Efficiency Gains?,2007-11-01
4551,4551,4553,QJE,"How Does Information Technology Affect Productivity? Plant-Level Comparisons of Product Innovation, Process Improvement, and Worker Skills",2007-11-01
4552,4552,4554,QJE,"Technology, Information, and the Decentralization of the Firm",2007-11-01
4553,4553,4555,QJE,Bequest and Tax Planning: Evidence from Estate Tax Returns,2007-11-01
4554,4554,4556,QJE,Contracts as Reference Points,2008-02-01
4555,4555,4557,QJE,Betting on Hitler---The Value of Political Connections in Nazi Germany,2008-02-01
4556,4556,4558,QJE,The Long-Term Effects of Africa's Slave Trades,2008-02-01
4557,4557,4559,QJE,Tipping and the Dynamics of Segregation,2008-02-01
4558,4558,4560,QJE,Does Job Testing Harm Minority Workers? Evidence from Retail Establishments,2008-02-01
4559,4559,4561,QJE,Preschool Television Viewing and Adolescent Test Scores: Historical Evidence from the Coleman Study,2008-02-01
4560,4560,4562,QJE,Electoral Rules and Minority Representation in U.S. Cities,2008-02-01
4561,4561,4563,QJE,Systemic Crises and Growth,2008-02-01
4562,4562,4564,QJE,The Impact of Legalized Abortion on Crime: Comment,2008-02-01
4563,4563,4565,QJE,"Measurement Error, Legalized Abortion, and the Decline in Crime: A Response to Foote and Goetz",2008-02-01
4564,4564,4566,QJE,Why Has CEO Pay Increased So Much?,2008-02-01
4565,4565,4567,QJE,Estimating Trade Flows: Trading Partners and Trading Volumes,2008-05-01
