index,InstID,InstName
1029,466,Kookmin University
1030,335,Koc University
1031,335,Koç U
1032,335,Koç University
1033,681,Kronos
1034,426,Kwangwoon U
1035,443,Kyoto U
1036,675,LECG Corporation
1037,675,"The Law and Economics Consulting Group, Inc."
1038,320,LUISS U
1039,320,Libera Università Internazionale degli Studi Sociali Guido Carli
1040,320,LUISS University
1041,228,Laval U
1042,228,Université Laval
1043,132,Lehigh University
1044,350,Leiden U
1045,403,Linnaeus University
1046,169,London School of Econ
1047,169,Centre for the Economics of Education
1048,169,Center for the Economics of Education
1049,169,London School of Economics and Political Science
1050,169,LSE
1051,169,Sticerd
1052,169,Centre for Economic Performance
1053,169,Suntory and Toyota International Centres for Economics and Related Disciplines
1054,169,STICERD
1055,270,Louis Pasteur U
1056,270,Université Louis Pasteur
1057,111,Loyola Marymount University
1058,305,Lumiere University Lyon 2
1059,305,U Lyon-GATE
1060,305,U Lumiere Lyon II
1061,363,Lund University
1062,539,Manpower Demonstration Research Corporation
1063,1,MIT
1064,1,J-PAL
1065,1,Jameel Poverty Action Lab
1066,1,Abdul Latif Jameel Poverty Action Lab
1067,1,M.I.T. Poverty Action Lab
1068,1,Massachusetts Institution of Technology
1069,1,Joint Program on the Science and Policy of Global Change
1070,1,China Center for Financial Research
1071,364,Maastricht University
1072,637,"Mathematica Policy Research, Inc."
1073,216,McGill U
1074,678,McKinsey & Company
1075,223,McMaster University
1076,486,Instituto Tecnológico Autónomo de México
1077,27,Michigan State U
1078,27,MI State U
1079,205,Middlesex U
1080,205,Middlesex University
1081,611,"Ministry of Education, Spain"
1082,607,Danish Ministry of Taxation
1083,607,"Ministry of Taxation, Denmark"
1084,142,Moorhead State University
1085,142,Moorhead State U
1086,235,Monash University
1087,160,Montana State University
1088,293,Montesquieu U Bordeaux IV
1089,293,Université Montesquieu Bordeaux IV
1090,431,Musashi U
1091,494,N.B.E.R
1092,494,NBER
1093,494,National Bureau for Economic Research
1094,438,Nagoya U
1095,452,Nanyang Technological University
1096,604,"National Banking and Securities Commission, Mexico"
1097,604,National Banking and Securities Commission (Mexico)
1098,453,National Dong Hwa University
1099,406,National Research U Higher School of Economics
1100,406,"HSE, Moscow"
1101,456,National Taiwan University
1102,489,National University of Columbia
1103,489,Universidad Nacional de Colombia
1104,197,National University of Ireland
1105,482,National U La Plata
1106,482,Universidad Nacional de La Plata
1107,425,National University of Singapore
1108,274,Navarra U
1109,274,University of Navarra
1110,274,Navarra University
1111,533,Neptis
1112,339,Russian Economic School
1113,164,The New School for Social Research
1114,164,The New School
1115,16,NYU
1116,16,New York University
1117,189,Newcastle U
1118,189,University of Newcastle upon Tyne
1119,686,"Madrid, Spain"
1120,686,Unlisted
1121,686,"Kraka, Copenhagen"
1122,686,New York NY
1123,50,North Carolina State U
1124,50,North Carolina State University
1125,161,Northeastern University
1126,144,Northern Illinois University
1127,13,Northwestern University
1128,13,Kellogg School of Management
1129,13,Northwestern U
1130,336,SNF Foundation
1131,336,NHH
1132,336,Foundation for Research in Economics and Business Administration
1133,405,Sobolev Institute of Mathematics
1134,405,Novosibirsk State University
1135,583,Organisation for Economic Co-operation and Development
1136,40,OH State University
1137,40,OH State U
1138,40,Ohio State U
1139,91,OK State U
1140,91,Oklahoma State U
1141,416,Open University of Israel
1142,432,Osaka University
1143,440,Otaru University
1144,384,U Magdeburg
1145,384,Otto-von-Guericke-Universität Magdeburg
1146,384,Otto-von-Guericke University Magdeburg
1147,260,Panthéon-Assas University
1148,260,University of Paris 2
1149,260,Panthéon-Assas U
1150,260,Université Paris II Panthéon Assas
1151,264,Université de Paris 1
1152,264,Universite Paris 1
1153,264,Paris I
1154,264,Pantéon-Sorbonne
1155,264,Panthéon-Sorbonne U
1156,264,U Paris I
1157,264,Université Paris 1
1158,264,LAMIA
1159,264,Panthéon-Sorbonne University
1160,288,Paris Dauphine U
1161,288,Université Paris Dauphine
1162,327,University Paris Descartes
1163,327,University of Paris-Descartes
1164,247,PSE
1165,247,DELTA
1166,247,Paris-Jourdan Sciences Economiques
1167,247,CERAS
1168,247,Paris-Jourdan
1169,247,Paris‐Jourdan Sciences Economiques
1170,247,Laboratoire D'économie Appliquée
1171,247,Centre Paris-Jourdan
1172,247,Centre d'Enseignement et de Recherche en Analyse Socio-Économique
1173,247,Paris Jourdan Sciences Economiques
1174,299,Université Paris Ouest Nanterre La Défense
1175,299,Paris West U Nanterre La Défense
1176,333,Paris-Sorbonne University
1177,333,U Paris IV
1178,301,"Istituto Universitario Navale, Napoli"
1179,435,Peking University
1180,48,Penn State
1181,48,Pennsylvania State University
1182,48,PA State U
1183,145,Pepperdine University
1184,516,Peterson Institute
1185,516,Institute for International Economics
1186,289,University of Paris VI
1187,289,Université P. et M. Curie
1188,289,Pierre and Marie Curie U
1189,289,Institut de Mathématiques de Jussieu
1190,252,Pompeu Fabra University
1191,252,Pompeu Fabra U
1192,252,U Pompeu Fabra
1193,252,University Pompeu Fabra
1194,252,CREI
1195,252,Centre de Recerca en Economia Internacional
1196,252,CREi
1197,252,Universitat Pompeu Fabra
1198,478,Pontifical Catholic U Rio de Janeiro
1199,478,Pontifícia Universidade Católica do Rio de Janeiro
1200,4,Princeton U
1201,4,Princeton
1202,34,Purdue University
1203,201,Queen's University Belfast
1204,222,Queen's University Kingston
1205,222,Queens University Kingston
1206,222,"Queens University, Kingston"
1207,222,Queen’s University at Kingston
1208,222,"Queen's University, Kingston"
1209,222,"Queen's U, Kingston"
1210,222,"Queens University, Ontario"
1211,245,Queensland U Technology
1212,513,RAND
1213,513,RAND Corporation
1214,513,Rand Corporation
1215,515,RTI International
1216,373,RWTH Aachen University
1217,373,Rhine-Westphalia Institute of Technology Aachen
1218,373,Rheinisch-Westfälische Technische Hochschule Aachen
1219,376,Radboud University Nijmegen
1220,519,Industrial Institute for Economic and Social Research
1221,518,RFF
1222,56,Rice University
1223,332,University of Rome III
1224,332,Roma Tre U
1225,572,Royal Swedish Academy of Sciences
1226,114,Rutgers University
1227,114,University College-Newark
1228,114,"Ruters, the State University of New Jersey"
1229,114,Rutgers-the State University
1230,114,Newark College of Arts and Sciences
1231,114,NCAS
1232,660,RxEconomics
1233,227,Ryerson U
1234,167,Salisbury U
1235,167,Salisbury State University
1236,115,Santa Clara U
1237,304,University of Rome “La Sapienza”
1238,262,École des hautes études en sciences sociales
1239,262,Ecole des Hautes Etudes en Sciences Sociales
1240,262,"Ecole des Hautes Etudes en Sciences Sociales, Paris‐Jourdan"
1241,262,School for Advanced Studies in the Social Sciences
1242,250,Sciences PO
1243,250,Sciences Po
1244,250,Paris Institute of Political Studies
1245,250,Institut d'études politiques de Paris
1246,74,Seattle University
1247,434,Seoul National U
1248,124,Seton Hall University
1249,439,Shandong U
1250,446,Shanghai Jiao Tong U
1251,446,Jiaotong University
1252,469,Shanghai University of Finance and Economics
1253,437,Shiga U
1254,212,Simon Fraser U
1255,428,Singapore Management University
1256,471,Sogang University
1257,103,Southern Methodist U
1258,123,St. Cloud State U
1259,5,Stanford Center for International Development
1260,5,Stanford University
1261,5,SCID
1262,5,Stanford Institute for Economic Policy Research
1263,5,SIEPR
1264,5,Hoover Institution
1265,5,Stanford U
1266,140,State University of New York at Albany
1267,140,SUNY Albany
1268,140,"State U New York, Albany"
1269,140,"U Albany, SUNY"
1270,136,State University of New York at Binghamton
1271,136,"State University of New York, Binghamton"
1272,136,"State U New York, Binghampton"
1273,130,State University of New York at Buffalo
1274,41,"State U New York, Stony Brook"
1275,41,SUNY at Stony Brook
1276,41,State University of New York at Stony Brook
1277,41,"S.U.N.Y., Stony Brook"
1278,608,State of CT Department of Labor
1279,609,State of Massachusets Executive Office for Administration and Finance
1280,337,Stockholm School of Economics
1281,337,SITE-SSE
1282,337,SSE
1283,338,IIES
1284,338,Stockholm University
1285,338,Inst for Int'l Econ Studies
1286,338,SOFI
1287,338,Stockholm U
1288,338,Institute for International Economic Studies
1289,338,Swedish Institute for Social Research
1290,550,Study Center Gerzensee
1291,473,Sungkyunkwan U
1292,203,Swansea University
1293,331,"Swiss Federal Institute of Technology, Lausanne"
1294,331,Ecole Polytechnique Fédérale de Lausanne
1295,331,École polytechnique fédérale de Lausanne
1296,308,Swiss Finance Institute
1297,642,Swiss Re
1298,65,Syracuse University
1299,484,Sao Paulo School of Economics
1300,484,São Paulo School of Economics
1301,385,Berlin U Technology
1302,385,Technical University of Berlin
1303,385,Technical U Berlin
1304,385,Technische Universität Berlin
1305,413,Technion
1306,412,Tel-Aviv University
1307,412,Tel Aviv University
1308,412,Eitan Berglas School of Economics
1309,647,Bell Communications Research
1310,33,Texas A & M
1311,33,Texas A&M U
1312,33,Texas A&M
1313,33,TX A&M U
1314,33,TX A & M
1315,33,Texas A&M University
1316,639,"The Vanguard Group, Inc."
1317,347,"CENTER, Tilburg"
1318,347,CentER
1319,347,Tilburg U
1320,347,U Tilburg
1321,477,Torcuato di Tella University
1322,477,Universidad Torcuato Di Tella
1323,477,Universidad Di Tella
1324,477,Universidad Torcuato di Tella
1325,477,U Torcuato Di Tella
1326,477,Torcuato di Tella U
1327,116,Towson U
1328,176,"Trinity College, Dublin"
1329,162,Trinity U
1330,451,Tsinghua University
1331,73,Tufts U
1332,122,Tulane U
1333,298,Télécom ParisTech
1334,360,University of Aarhus
1335,360,Center for Research in Econometric Analysis of Time Series
1336,360,CREATES
1337,360,Aarhus University
1338,360,Aarhus U
1339,190,University of Aberdeen
1340,128,University of Alabama
1341,128,U Alabama
1342,229,U Alberta
1343,294,U Alicante
1344,253,U Amsterdam
1345,253,Universirt of Amsterdam
1346,67,U Arizona
1347,67,U AZ
1348,89,University of Arkansas
1349,89,U AR
1350,238,U Auckland
1351,383,University of Bamberg
1352,348,University of Basel
1353,348,U Basel
1354,319,University of the Basque Country
1355,395,U Belgrade
1356,317,University of Bergamo
1357,345,U Bergen
1358,187,University of Birmingham
1359,278,University of Bologna
1360,278,U Bologna
1361,340,"Laboratory of Experimental Economics, Bonn"
1362,340,U Bonn
1363,340,University of Bonn
1364,479,U Brasília
1365,479,University of Brasília
1366,479,Universidade de Brasília
1367,316,U Brescia
1368,193,University of Bristol
1369,215,University of British Columbia
1370,214,University of Calgary
1371,11,"U CA, Berkeley"
1372,11,"University of California, Berkeley"
1373,11,UC at Berkeley
1374,11,University of California-Berkeley
1375,11,University of California at Berkeley
1376,11,"University of CA, Berkeley"
1377,11,University of California Berkeley
1378,11,"U California, Berkeley"
1379,11,Haas School of Business
1380,11,"Haas School of Business, University of California"
1381,11,UC-Berkeley
1382,36,UC Davis
1383,36,University of California at Davis
1384,36,"U California, Davis"
1385,36,"University of California, Davis"
1386,36,University of California-Davis
1387,105,"U CA, Irvine"
1388,105,"University of California, Irvine"
1389,105,"U California, Irvine"
1390,10,University of California at Los Angeles
1391,10,"U CA, Los Angeles"
1392,10,UCLA
1393,10,"University of CA, Los Angeles"
1394,10,Anderson School of Management
1395,10,"University of California, Los Angeles"
1396,10,"University of California, at Los Angeles"
1397,10,University of California Los Angeles
1398,10,"U California, Los Angeles"
1399,85,"U CA, Riverside"
1400,85,"U California, Riverside"
1401,20,UC San Diego
1402,20,University of California—San Diego
1403,20,"University of CA, San Diego"
1404,20,University of California‐San Diego
1405,20,University of California San Diego
1406,20,"U California, San Diego"
1407,20,"University of California, San Diego"
1408,20,"U CA, San Diego"
1409,20,University of California at San Diego
1410,42,"U CA, Santa Barbara"
1411,42,University of California at Santa Barbara
1412,42,"U California, Santa Barbara"
1413,42,"University of California, Santa Barbara"
1414,106,"University of California, Santa Cruz"
1415,106,"U California, Santa Cruz"
1416,106,"U CA, Santa Cruz"
1417,174,"King's College, Cambridge"
1418,174,Cambridge University
1419,174,U Cambridge
1420,174,"Churchill College, Cambridge"
1421,174,St. John's College
1422,314,U Cantabria
1423,239,U Canterbury
1424,269,Université Catholique de Louvain
1425,269,U Catholique Louvain
1426,269,Catholic University of Louvain
1427,269,CORE
1428,269,Center for Operations Research and Econometrics
1429,269,Catholic U Louvain
1430,269,Université catholique de Louvain
1431,70,U Central FL
1432,70,U Central Florida
1433,70,UCF
1434,3,U Chicago
1435,3,University of Chicago
1436,3,University Chicago
1437,3,National Opinion Research Corporation
1438,3,Chicago Booth
1439,3,Booth School of Business
1440,475,Universidad de Chile
1441,475,University of Chile
1442,181,U College Dublin
1443,181,Geary Institute
1444,170,Centre for Economic Learning and Social Evolution
1445,170,"University College, London"
1446,170,ELSE
1447,170,University College London
1448,170,U College London
1449,379,U Cologne
1450,379,Universität zu Köln
1451,62,University of Colorado
1452,62,U Colorado
1453,287,U Complutense Madrid
1454,95,University of Connecticut
1455,95,U CT
1456,344,Centre for Applied Microeconometrics
1457,344,University of Copenhagen
1458,409,University of Cyprus
1459,60,University of Delaware
1460,60,U Delaware
1461,462,U Delhi
1462,429,Institute of Nutrition and Food Science
1463,429,U Dhaka
1464,429,U Dacca
1465,429,Dhaka U
1466,429,University of Dhaka
1467,396,University of Duisburg
1468,179,U East Anglia
1469,179,CSERGE
1470,179,Centre for Social and Economic Research on the Global Environment and School of Environmental Sciences
1471,192,University of Edinburgh
1472,192,Edinburgh University
1473,173,University of Essex
1474,183,U Exeter
1475,297,Università di Firenze
1476,297,University of Florence
1477,43,U Florida
1478,43,University of Florida
1479,279,U Geneva
1480,75,University of Georgia
1481,75,U Georgia
1482,424,University of Ghana
1483,195,University of Glasgow
1484,402,University of Gothenburg
1485,310,U Granada
1486,310,University of Granada
1487,370,University of Groningen
1488,226,U Guelph
1489,382,University of Hagen
1490,374,U Hamburg
1491,374,Universität Hamburg
1492,368,University of Heidelberg
1493,358,U Helsinki
1494,457,U Hong Kong
1495,457,University of Hong Kong
1496,55,U Houston
1497,29,University Illinois
1498,29,U IL
1499,29,U Illinois
1500,372,U Innsbruck
1501,45,University of Iowa
1502,45,U IA
1503,97,U KS
1504,97,University of Kansas
1505,353,U Kassel
1506,198,Keele University
1507,198,U Keele
1508,168,University of Kent
1509,79,U Kentucky
1510,79,University of Kentucky
1511,397,U Kiel
1512,397,University of Kiel
1513,397,Kiel U
1514,378,University of Konstanz
1515,378,Thurgau Institute of Economics
1516,378,U Konstanz
1517,211,U Lancaster
1518,271,U Lausanne
1519,271,University of Lausanne
1520,182,U Leicester
1521,257,Université Libre de Bruxelles
1522,257,University Libre de Bruxelles
1523,257,U Libre Bruxelles
1524,257,Université libre de Bruxelles
1525,257,Universite Libre de Bruxelles
1526,282,Charles de Gaulle University
1527,282,U Lille 3
1528,282,Lille III
1529,324,U Lisbon
1530,324,University of Lisbon UECE Research Unit on Complexity and Economics
1531,206,U Liverpool
1532,404,U Ljubljana
1533,171,King's College London
1534,171,"Queen Mary, U London"
1535,171,University of London
1536,171,U London
1537,313,University of Lorraine
1538,155,"U Louisiana, Lafayette"
1539,280,University of Lugano
1540,280,U Lugano
1541,410,University of Macedonia
1542,300,Université du Mans
1543,300,Université du Maine
1544,200,U Manchester
1545,357,Universität Mannheim
1546,357,University of Mannheim
1547,357,U Mannheim
1548,18,U Maryland
1549,18,U MD
1550,18,University of Maryland
1551,39,University Massachusetts
1552,39,U Massachusetts
1553,39,U MA
1554,242,University of Melbourne
1555,107,University of Miami
1556,14,Ross School of Business
1557,14,University of MI
1558,14,U Michigan
1559,14,University of Michigan
1560,281,U Minho
1561,101,University of Minnesota
1562,7,University of Minnisota
1563,7,U Minnisota
1564,7,University of MN
1565,88,University of Mississippi
1566,88,U MS
1567,92,University of Missouri
1568,92,U MO
1569,480,U Montevideo
1570,219,CRDE
1571,219,University of Montreal
1572,219,HEC Montréal
1573,219,C.R.D.E.
1574,219,Université de Montréal
1575,219,U Montreal
1576,343,University of Munich
1577,343,"Ludwig-Maximilians-University, München"
1578,343,Ludwig Maximilian University of Munich
1579,286,Universidad de Murcia
1580,286,University of Murcia
1581,296,Universidad de Malaga
1582,296,U Málaga
1583,296,Universidad de Málaga
1584,266,University of Namur
1585,266,U Notre-Dame de la Paix
1586,275,U Naples
1587,156,U Nebraska
1588,93,U NV
1589,93,U Nevada
1590,237,U New England
1591,153,University of New Hampshire
1592,233,University of New South Wales
1593,30,U NC
1594,30,U North Carolina
1595,61,University of Notre Dame
1596,185,U Nottingham
1597,291,Universidade Nova de Lisboa
1598,90,U Oklahoma
1599,90,U OK
1600,86,U OR
1601,86,University of Oregon
1602,349,University of Oslo
1603,352,University of Osnabrück
1604,352,U Osnabrück
1605,175,Clare College
1606,175,Oxford Centre for the Analysis of Resource Rich Economies
1607,175,"Keble College, Oxford"
1608,175,"New College, Oxford"
1609,175,University of Oxford
1610,175,"All Souls College, Oxford"
1611,175,"St Hugh's College, Oxford"
1612,175,"St. Hugh's College, Oxford"
1613,175,Nuffield College
1614,175,OxCarre
1615,175,U Oxford
1616,175,Oxford University
1617,315,U Padova
1618,315,U Padua
1619,315,University of Padova
1620,328,U Paris 13
1621,290,Université de Pau
1622,290,U Pau and Pays de l'Adour
1623,259,Università Pavia
1624,259,Universita di Pavia
1625,259,U Pavia
1626,8,LDI
1627,8,U Pennsylvania
1628,8,Wharton Financial Institutions Center
1629,8,University of PA
1630,8,Leonard Davis Institute of Health Economics
1631,8,University of Pennsylvania
1632,8,U PA
1633,427,U Peradeniya
1634,302,Università di Perugia
1635,302,University of Perugia
1636,46,University of Pittsburgh
1637,243,University of Queensland
1638,231,Université du Québec à Montréal
1639,231,"U Québec, Montréal"
1640,231,Centre for Research on Econ Fluctuations and Employment
1641,177,University of Reading
1642,380,U Regensburg
1643,15,University of Rochester
1644,303,U Rome II
1645,303,Università di Roma “Tor Vergata”
1646,303,University of Rome Tor Vergata
1647,303,"Università degli Studi di Roma “Tor Vergata,”"
1648,303,Università degli Studi di Roma “Tor Vergata”
1649,284,University of Salerno
1650,284,U Salerno
1651,476,Universidad de San Andrés
1652,476,University of San Andrés
1653,476,Universidad de San Andres
1654,225,U Saskatchewan
1655,273,U Sassari
1656,273,Università degli Studi di Sassari
1657,273,Universitá di Sassari
1658,330,Università degli Studi di Siena
1659,330,U Siena
1660,99,U South Carolina
1661,99,University of South Carolina
1662,71,U South FL
1663,71,University of South Florida
1664,71,USF
1665,180,University of Southampton
1666,31,Marshall School of Business
1667,31,University of Southern CA
1668,31,U Southern California
1669,31,"USC, Los Angeles"
1670,31,University of Southern California
1671,191,University of St. Andrews
1672,191,University of St Andrews
1673,342,Universität St. Gallen
1674,342,U St. Gallen
1675,342,U St Gallen
1676,381,University of Stavanger
1677,184,U Stirling
1678,184,University of Stirling
1679,184,Stirling U
1680,311,University of Strasbourg
1681,204,University of Surrey
1682,188,University of Sussex
1683,234,U Sydney
1684,481,U Sao Paulo
1685,481,University of São Paulo
1686,246,University of Technology Sydney
1687,246,"University of Technology, Sydney"
1688,100,University of Tennessee
1689,100,U Tennessee
1690,44,University of Texas
1691,44,U TX
1692,430,Tokyo University
1693,430,University of Tokyo
1694,430,Tokyo U
1695,213,University of Toronto
1696,213,U Toronto
1697,249,Toulouse Business School
1698,249,Institut d'Économie Industrielle
1699,249,IAST
1700,249,Gremaq
1701,249,Institute for Advanced Study in Toulouse
1702,249,Groupe de Recherche en Economie Mathematique et Quantitative
1703,249,University of Toulouse
1704,249,U Toulouse I Capitole
1705,249,Université de Toulouse I
1706,249,Toulouse University
1707,249,Université des Sciences Sociales de Toulouse
1708,249,Universite de Toulouse
1709,249,IDEI-R
1710,249,GREMAQ
1711,249,U Toulouse
1712,249,"Université des Sciences Sociales, Toulouse"
1713,249,IDEI
1714,249,Toulouse School of Economics
1715,249,U Toulouse 1 Capitole
1716,249,Institut d'Economie Industrielle
1717,249,Université Toulouse 1
1718,329,University of Trieste
1719,433,U Tsukuba
1720,295,University of Turin
1721,295,Collegio Carlo Alberto
1722,295,U Turin
1723,365,University of Twente
1724,94,U Utah
1725,94,U UT
1726,307,University of Valencia
1727,307,Universidad de Valencia
1728,276,U Valladolid
1729,285,Università di Venezia
1730,285,Università ca' Foscari di Venezia
1731,285,U Venice
1732,285,School for Advanced Studies in Venice
1733,285,Ca' Foscari U Venice
1734,285,SSAV
1735,267,Universität Wien
1736,267,U Vienna
1737,25,U Virginia
1738,25,University of Virginia
1739,241,University of Waikato
1740,401,University of Warsaw
1741,26,U Washington
1742,26,U WA
1743,221,University of Waterloo
1744,244,U Western Australia
1745,217,University of Western Ontario
1746,12,University of WI
1747,12,Institute for Research on Poverty
1748,12,IRP
1749,12,University of Wisconsin
1750,12,U WI
1751,186,U York
1752,186,University of York
1753,186,York U
1754,341,University of Zürich
1755,341,IEW
1756,341,U Zurich
1757,341,Institute for Empirical Economic Research
1758,341,"Institut für Empirische Wirtschaftsforschung der Universität, Zurich"
1759,492,University of los Andes
1760,492,U Andes
1761,587,US Agency for International Development
1762,587,United States Agency for International Development
1763,593,United States Air Force
1764,150,U.S. Air Force Academy
1765,150,U.S. Airforce Academy
1766,588,Bureau of the Census
1767,588,US Census Bureau
1768,595,Centers for Medicare and Medicaid Services
1769,598,US Congressional Budget Office
1770,589,US Council of Economic Advisers
1771,603,US Court of Appeals
1772,599,U.S. Department of Commerce
1773,599,Bureau of Economic Analysis
1774,601,U. S. Department of Justice
1775,585,Bureau of Labor Statistics
1776,585,U.S. Department of Labor
1777,585,US Department of Labor
1778,585,U.S. Bureau of Labor Statistics
1779,586,U. S. Department of the Treasury
1780,586,U.S. Department of the Treasury
1781,586,US Dept of the Treasury
1782,617,Reserve Bank of Richmond
1783,617,US Federal Reserve
1784,596,Federal Trade Commission
1785,151,U.S. Military Academy
1786,152,U.S. Naval Academy
1787,592,US Office of the Comptroller of the Currency
1788,591,US Pension Benefit Guaranty Corporation
1789,590,Securities and Exchange Commission
1790,602,Senate Finance Committee
1791,584,Social Security Administration
1792,584,U.S. Social Security Administration
1793,650,Unicon Research Corporation
1794,346,Uppsala University
1795,346,UCLS
1796,346,Uppsala Center for Labor Studies
1797,346,Uppsala U
1798,375,Utrecht University
1799,367,"VU U, Amsterdam"
1800,367,Vrije Universiteit Amsterdam
1801,367,"Vrije Universiteit, Amsterdam"
1802,367,VU University Amsterdam
1803,35,Vanderbilt University
1804,674,Vega Asset Management LLC
1805,240,Victoria U
1806,354,Vienna University of Economics and Business Administration
1807,268,Technische Universität Wien
1808,268,Vienna University of Technology
1809,268,"University of Technology, Vienna"
1810,117,VA Commonwealth U
1811,117,Virginia Commonwealth University
1812,28,Virginia Polytechnic Institute and State U
1813,28,Virginia Tech
1814,28,Virginia Polytechnic Institute and State University
1815,28,Virginia Polytechnic Institute
1816,28,VA Polytechnic Institute and State U
1817,137,Virginia State University
1818,137,Virginia State U
1819,500,WZB Berlin Social Science Center
1820,500,"Wissenschaftszentrum Berlin für Sozialforschung, Germany"
1821,371,Wageningen U
1822,371,Wageningen University
1823,178,University of Warwick
1824,178,U Warwick
1825,178,Warwick U
1826,32,Washington University
1827,138,Wayne State University
1828,525,Institute for Applied Analysis and Stochastics
1829,417,Weizmann Institute of Science
1830,133,Wesleyan U
1831,157,West Virginia University
1832,80,Western Kentucky University
1833,230,Wilfrid Laurier U
1834,578,International Finance Corporation
1835,423,Xiamen U
1836,423,Key Laboratory of Econometrics
1837,423,Xiamen University
1838,423,Wang Yanan Institute for Studies in Economics
1839,6,Cowles Foundation
1840,6,Yale
1841,6,Cowles Commission for Research in Economics
1842,6,Yale University
1843,447,Yokohama National University
1844,445,Yonsei University
1845,232,"York University, Toronto"
1846,470,Zhejiang U
1847,323,École Normale Supérieure de Cachan
1848,325,"École DES Ponts, Paristech"
1849,325,Ecole Nationale des Ponts et Chaussees
1850,325,École des ponts ParisTech
1851,272,École Polytechnique
1852,272,Ecole Polytechnique
1853,504,Cepr
1854,514,Cesifo
1855,435,Guanghua School of Management
1856,2,Education Innovation Laboratory
1857,2,Kennedy School of Government
1858,2,Harvard Kennedy School
1859,494,National Bureau of Economic Researc
1860,494,Nber
1861,255,Universita’ Bocconi
1862,255,Igier
1863,9,Mailman School of Public Health
1864,342,University of St.Gallen
1865,260,CRED
1866,260,Centre de Recherches en Economie et Droit
1867,260,Paris Center for Law and Economics
1868,16,Stern School of Business
1869,4,Center for the Study of Democratic Politics
1870,255,IGIER Bocconi
1871,1,Massachussetts Institute of Technology
1872,24,Fuqua School of Business
1873,40,Fisher College of Business
1874,11,Travers Department of Political Science
1875,10,University of California–Los Angeles
1876,51,Tuck School
1877,509,Iza
1878,634,Center for Outcomes Research and Education at Providence Health and Services
1879,13,"Department of Managerial Economics and Decision, Sciences (MEDS)"
1880,552,Santa fe Institute
1881,14,Gerald R. Ford School of Public Policy
1882,171,Royal Holloway
1883,412,TelAviv University
1884,171,"Queen Mary, University of London"
1885,1,Mit
1886,248,Barcelona Graduate Schools of Economics
1887,520,Centre D'etudes Prospectives et d'Information Internationales
1888,637,Madison Mathematica Policy Research
1889,1,Massachusetts Institue of Technology
1890,344,CAM
1891,486,Itam
1892,1,Sloan School of Management
1893,536,IFPRI
1894,21,Tepper School of Business
1895,250,Observatoire Français des Conjonctures Economiques
1896,11,Goldman School of Public Policy
1897,494,NEER
1898,514,CesIfo
1899,514,CESIfo
1900,566,Academy of Sciences of the Czech Republic
1901,79,"University of Kentucky, Lexington"
1902,561,CIRPEE
1903,81,Auburn University Montgomery
1904,495,The Brookings Institution
1905,72,Florida State University College of Law
1906,361,Goethe University Frankfurt
1907,2,Harvard Law School
1908,359,Humboldt University
1909,494,National Bureau of Economic Research (NBER)
1910,13,Institute for Policy Research at Northwestern University
1911,336,Norwegian School of Economics and Business Administration
1912,40,The Ohio State University
1913,264,University of Paris 1 Panthéon Sorbonne Economie
1914,519,Research Institute of Industrial Economics (IUI)
1915,5,Stanford Graduate School of Business
1916,238,The University of Auckland
1917,29,"University of Illinois, Urbana-Champaign"
1918,30,"University of North Carolina, Chapel Hill"
1919,8,The Wharton School
1920,213,Joseph L. Rotman School of Management
1921,617,Federal Reserve Board of Governors
1922,500,Wissenschaftszentrum Berlin (WZB)
1923,32,Washington University in St. Louis
1924,578,The World Bank
1925,418,Ben Gurion University of the Negev
1926,512,Instituto de Análisis Económico (CSIC)
1927,548,ECARES (ULB)
1928,496,Ente L. Einaudi for Monetary Banking and Financial Studies
1929,361,Johann Wolfgang Goethe-University
1930,16,NYU Stern School of Business
1931,264,University Paris I
1932,513,The RAND Corporation
1933,215,CRC University of British Columbia
1934,3,University of Chicago Graduate School of Business
1935,171,Queen Mary University of London
1936,18,"University of Maryland, College Park"
1937,14,Stephen M. Ross School of Business
1938,44,University of Texas at Austin
1939,217,The University of Western Ontario
1940,12,"University of Wisconsin, Madison"
1941,617,Federal Reserve Bank of Richmond
1942,6,Yale School of Management
1943,2,John F. Kennedy School of Government
1944,51,Tuck School of Business
1945,171,Royal Holloway College
1946,617,Board of Governors of the Federal Reserve
1947,617,Board of Governors of the Federal Reserve System
1948,617,Federal Reserve Bank of Atlanta
1949,617,Federal Reserve Bank of Boston
1950,617,Federal Reserve Bank of Chicago
1951,617,Federal Reserve Bank of Cleveland
1952,617,Federal Reserve Bank of Minneapolis
1953,617,Federal Reserve Bank of New York
1954,617,Federal Reserve Bank of Philadelphia
1955,617,Federal Reserve Bank of San Francisco
1956,617,Federal Reserve Board
1957,12,"The University of Wisconsin, Madison"
1958,18,University of Maryland at College Park
1959,486,ITAM
1960,512,Institut d’Anàlisi Econòmica (CSIC)
1961,624,Banca d’Italia
1962,504,Center for Economic Policy and Research
1963,377,Charles University
1964,467,Cheong Kong Graduate School of Business
1965,192,Edinburgh School of Economics
1966,2,Harvard Business School
1967,559,Institut Universitaire de France
1968,3,Irving B. Harris Graduate School of Public Policy Studies
1969,19,Johnson Graduate School of Management
1970,19,Johnson School of Management
1971,13,Kellogg Graduate School of Management
1972,13,Kellogg School
1973,34,Krannert School of Management
1974,112,LeBow College of Business
1975,62,Leeds School of Business
