index,DOI,ArticleID,Source
4692,10.1257/00028280260344443,4693,AEAweb
4693,10.1257/00028280260344452,4694,AEAweb
4694,10.1257/00028280260344461,4695,AEAweb
4695,10.1257/00028280260344470,4696,AEAweb
4696,10.1257/00028280260344489,4697,AEAweb
4697,10.1257/00028280260344498,4698,AEAweb
4698,10.1257/00028280260344506,4699,AEAweb
4699,10.1257/00028280260344515,4700,AEAweb
4700,10.1257/00028280260344524,4701,AEAweb
4701,10.1257/00028280260344533,4702,AEAweb
4702,10.1257/00028280260344542,4703,AEAweb
4703,10.1257/00028280260344551,4704,AEAweb
4704,10.1257/00028280260344560,4705,AEAweb
4705,10.1257/000282802760015586,4706,AEAweb
4706,10.1257/000282802760015595,4707,AEAweb
4707,10.1257/000282802760015603,4708,AEAweb
4708,10.1257/000282802760015612,4709,AEAweb
4709,10.1257/000282802760015621,4710,AEAweb
4710,10.1257/000282802760015630,4711,AEAweb
4711,10.1257/000282802760015649,4712,AEAweb
4712,10.1257/000282802760015658,4713,AEAweb
4713,10.1257/000282802760015667,4714,AEAweb
4714,10.1257/000282802760015676,4715,AEAweb
4715,10.1257/000282802760015685,4716,AEAweb
4716,10.1257/000282802760015694,4717,AEAweb
4717,10.1257/000282802762024502,4718,AEAweb
4718,10.1257/000282802762024511,4719,AEAweb
4719,10.1257/000282802762024520,4720,AEAweb
4720,10.1257/000282802762024539,4721,AEAweb
4721,10.1257/000282802762024548,4722,AEAweb
4722,10.1257/000282802762024557,4723,AEAweb
4723,10.1257/000282802762024566,4724,AEAweb
4724,10.1257/000282802762024575,4725,AEAweb
4725,10.1257/000282802762024584,4726,AEAweb
4726,10.1257/000282802762024593,4727,AEAweb
4727,10.1257/000282802762024601,4728,AEAweb
4728,10.1257/000282802762024610,4729,AEAweb
4729,10.1257/000282802762024629,4730,AEAweb
4730,10.1257/000282803321455142,4731,AEAweb
4731,10.1257/000282803321455151,4732,AEAweb
4732,10.1257/000282803321455160,4733,AEAweb
4733,10.1257/000282803321455179,4734,AEAweb
4734,10.1257/000282803321455188,4735,AEAweb
4735,10.1257/000282803321455197,4736,AEAweb
4736,10.1257/000282803321455205,4737,AEAweb
4737,10.1257/000282803321455214,4738,AEAweb
4738,10.1257/000282803321455223,4739,AEAweb
4739,10.1257/000282803321455232,4740,AEAweb
4740,10.1257/000282803321946958,4741,AEAweb
4741,10.1257/000282803321946976,4742,AEAweb
4742,10.1257/000282803321946985,4743,AEAweb
4743,10.1257/000282803321947038,4744,AEAweb
4744,10.1257/000282803321947056,4745,AEAweb
4745,10.1257/000282803321947083,4746,AEAweb
4746,10.1257/000282803321947155,4747,AEAweb
4747,10.1257/000282803321947173,4748,AEAweb
4748,10.1257/000282803321947182,4749,AEAweb
4749,10.1257/000282803321947191,4750,AEAweb
4750,10.1257/000282803321947209,4751,AEAweb
4751,10.1257/000282803321947308,4752,AEAweb
4752,10.1257/000282803322156963,4753,AEAweb
4753,10.1257/000282803322156972,4754,AEAweb
4754,10.1257/000282803322156981,4755,AEAweb
4755,10.1257/000282803322156990,4756,AEAweb
4756,10.1257/000282803322157007,4757,AEAweb
4757,10.1257/000282803322157016,4758,AEAweb
4758,10.1257/000282803322157025,4759,AEAweb
4759,10.1257/000282803322157034,4760,AEAweb
4760,10.1257/000282803322157043,4761,AEAweb
4761,10.1257/000282803322157052,4762,AEAweb
4762,10.1257/000282803322157061,4763,AEAweb
4763,10.1257/000282803322157070,4764,AEAweb
4764,10.1257/000282803322157089,4765,AEAweb
4765,10.1257/000282803322157098,4766,AEAweb
4766,10.1257/000282803322157106,4767,AEAweb
4767,10.1257/000282803322157115,4768,AEAweb
4768,10.1257/000282803322655400,4769,AEAweb
4769,10.1257/000282803322655419,4770,AEAweb
4770,10.1257/000282803322655428,4771,AEAweb
4771,10.1257/000282803322655437,4772,AEAweb
4772,10.1257/000282803322655446,4773,AEAweb
4773,10.1257/000282803322655455,4774,AEAweb
4774,10.1257/000282803322655464,4775,AEAweb
4775,10.1257/000282803322655473,4776,AEAweb
4776,10.1257/000282803322655482,4777,AEAweb
4777,10.1257/000282803322655491,4778,AEAweb
4778,10.1257/000282803322655509,4779,AEAweb
4779,10.1257/000282803322655518,4780,AEAweb
4780,10.1257/000282803769206188,4781,AEAweb
4781,10.1257/000282803769206197,4782,AEAweb
4782,10.1257/000282803769206205,4783,AEAweb
4783,10.1257/000282803769206214,4784,AEAweb
4784,10.1257/000282803769206223,4785,AEAweb
4785,10.1257/000282803769206232,4786,AEAweb
4786,10.1257/000282803769206241,4787,AEAweb
4787,10.1257/000282803769206250,4788,AEAweb
4788,10.1257/000282803769206269,4789,AEAweb
4789,10.1257/000282803769206278,4790,AEAweb
4790,10.1257/000282803769206287,4791,AEAweb
4791,10.1257/000282803769206296,4792,AEAweb
4792,10.1257/000282803769206304,4793,AEAweb
4793,10.1257/000282803769206313,4794,AEAweb
4794,10.1257/000282803769206322,4795,AEAweb
4795,10.1257/0002828041464443,4796,AEAweb
4796,10.1257/0002828041464452,4797,AEAweb
4797,10.1257/0002828041464461,4798,AEAweb
4798,10.1257/0002828041464470,4799,AEAweb
4799,10.1257/0002828041464489,4800,AEAweb
4800,10.1257/0002828041464498,4801,AEAweb
4801,10.1257/0002828041464506,4802,AEAweb
4802,10.1257/0002828041464542,4803,AEAweb
4803,10.1257/0002828041464579,4804,AEAweb
4804,10.1257/0002828041464605,4805,AEAweb
4805,10.1257/0002828041464623,4806,AEAweb
4806,10.1257/0002828041464641,4807,AEAweb
4807,10.1257/0002828041464650,4808,AEAweb
4808,10.1257/0002828042002525,4809,AEAweb
4809,10.1257/0002828042002552,4810,AEAweb
4810,10.1257/0002828042002561,4811,AEAweb
4811,10.1257/0002828042002570,4812,AEAweb
4812,10.1257/0002828042002606,4813,AEAweb
4813,10.1257/0002828042002615,4814,AEAweb
4814,10.1257/0002828042002633,4815,AEAweb
4815,10.1257/0002828042002642,4816,AEAweb
4816,10.1257/0002828042002651,4817,AEAweb
4817,10.1257/0002828042002660,4818,AEAweb
4818,10.1257/0002828042002679,4819,AEAweb
4819,10.1257/0002828042002688,4820,AEAweb
4820,10.1257/0002828042002697,4821,AEAweb
4821,10.1257/0002828042002705,4822,AEAweb
4822,10.1257/0002828042002714,4823,AEAweb
4823,10.1257/0002828042002741,4824,AEAweb
4824,10.1257/0002828043052169,4825,AEAweb
4825,10.1257/0002828043052178,4826,AEAweb
4826,10.1257/0002828043052204,4827,AEAweb
4827,10.1257/0002828043052213,4828,AEAweb
4828,10.1257/0002828043052222,4829,AEAweb
4829,10.1257/0002828043052231,4830,AEAweb
4830,10.1257/0002828043052240,4831,AEAweb
4831,10.1257/0002828043052259,4832,AEAweb
4832,10.1257/0002828043052268,4833,AEAweb
4833,10.1257/0002828043052277,4834,AEAweb
4834,10.1257/0002828043052286,4835,AEAweb
4835,10.1257/0002828043052295,4836,AEAweb
4836,10.1257/0002828043052303,4837,AEAweb
4837,10.1257/0002828043052312,4838,AEAweb
4838,10.1257/0002828043052330,4839,AEAweb
4839,10.1257/0002828043052349,4840,AEAweb
4840,10.1257/0002828043052376,4841,AEAweb
4841,10.1257/000282804322970689,4842,AEAweb
4842,10.1257/000282804322970698,4843,AEAweb
4843,10.1257/000282804322970706,4844,AEAweb
4844,10.1257/000282804322970715,4845,AEAweb
4845,10.1257/000282804322970724,4846,AEAweb
4846,10.1257/000282804322970733,4847,AEAweb
4847,10.1257/000282804322970742,4848,AEAweb
4848,10.1257/000282804322970751,4849,AEAweb
4849,10.1257/000282804322970760,4850,AEAweb
4850,10.1257/000282804322970779,4851,AEAweb
4851,10.1257/000282804322970788,4852,AEAweb
4852,10.1257/000282804322970797,4853,AEAweb
4853,10.1257/0002828053828464,4854,AEAweb
4854,10.1257/0002828053828473,4855,AEAweb
4855,10.1257/0002828053828482,4856,AEAweb
4856,10.1257/0002828053828491,4857,AEAweb
4857,10.1257/0002828053828518,4858,AEAweb
4858,10.1257/0002828053828527,4859,AEAweb
4859,10.1257/0002828053828554,4860,AEAweb
4860,10.1257/0002828053828563,4861,AEAweb
4861,10.1257/0002828053828572,4862,AEAweb
4862,10.1257/0002828053828581,4863,AEAweb
4863,10.1257/0002828053828590,4864,AEAweb
4864,10.1257/0002828053828626,4865,AEAweb
4865,10.1257/0002828053828653,4866,AEAweb
4866,10.1257/0002828053828680,4867,AEAweb
4867,10.1257/0002828053828699,4868,AEAweb
4868,10.1257/0002828054201251,4869,AEAweb
4869,10.1257/0002828054201279,4870,AEAweb
4870,10.1257/0002828054201305,4871,AEAweb
4871,10.1257/0002828054201332,4872,AEAweb
4872,10.1257/0002828054201350,4873,AEAweb
4873,10.1257/0002828054201369,4874,AEAweb
4874,10.1257/0002828054201387,4875,AEAweb
4875,10.1257/0002828054201396,4876,AEAweb
4876,10.1257/0002828054201413,4877,AEAweb
4877,10.1257/0002828054201422,4878,AEAweb
4878,10.1257/0002828054201431,4879,AEAweb
4879,10.1257/0002828054201477,4880,AEAweb
4880,10.1257/0002828054201486,4881,AEAweb
4881,10.1257/0002828054201495,4882,AEAweb
4882,10.1257/0002828054825466,4883,AEAweb
4883,10.1257/0002828054825475,4884,AEAweb
4884,10.1257/0002828054825493,4885,AEAweb
4885,10.1257/0002828054825501,4886,AEAweb
4886,10.1257/0002828054825529,4887,AEAweb
4887,10.1257/0002828054825538,4888,AEAweb
4888,10.1257/0002828054825556,4889,AEAweb
4889,10.1257/0002828054825565,4890,AEAweb
4890,10.1257/0002828054825574,4891,AEAweb
4891,10.1257/0002828054825600,4892,AEAweb
4892,10.1257/0002828054825619,4893,AEAweb
4893,10.1257/0002828054825646,4894,AEAweb
4894,10.1257/0002828054825655,4895,AEAweb
4895,10.1257/0002828054825673,4896,AEAweb
4896,10.1257/0002828054825682,4897,AEAweb
4897,10.1257/0002828054825691,4898,AEAweb
4898,10.1257/000282805775014236,4899,AEAweb
4899,10.1257/000282805775014245,4900,AEAweb
4900,10.1257/000282805775014254,4901,AEAweb
4901,10.1257/000282805775014263,4902,AEAweb
4902,10.1257/000282805775014272,4903,AEAweb
4903,10.1257/000282805775014281,4904,AEAweb
4904,10.1257/000282805775014290,4905,AEAweb
4905,10.1257/000282805775014308,4906,AEAweb
4906,10.1257/000282805775014317,4907,AEAweb
4907,10.1257/000282805775014326,4908,AEAweb
4908,10.1257/000282805775014335,4909,AEAweb
4909,10.1257/000282805775014344,4910,AEAweb
4910,10.1257/000282805775014353,4911,AEAweb
4911,10.1257/000282805775014362,4912,AEAweb
4912,10.1257/000282805775014371,4913,AEAweb
4913,10.1257/000282805775014380,4914,AEAweb
4914,10.1257/000282805775014407,4915,AEAweb
4915,10.1257/000282805775014416,4916,AEAweb
4916,10.1257/000282805775014425,4917,AEAweb
4917,10.1257/000282805775014434,4918,AEAweb
4918,10.1257/000282805775014443,4919,AEAweb
4919,10.1257/000282805775014452,4920,AEAweb
4920,10.1257/000282805775014461,4921,AEAweb
4921,10.1257/000282806776157515,4922,AEAweb
4922,10.1257/000282806776157524,4923,AEAweb
4923,10.1257/000282806776157533,4924,AEAweb
4924,10.1257/000282806776157551,4925,AEAweb
4925,10.1257/000282806776157560,4926,AEAweb
4926,10.1257/000282806776157579,4927,AEAweb
4927,10.1257/000282806776157588,4928,AEAweb
4928,10.1257/000282806776157605,4929,AEAweb
4929,10.1257/000282806776157614,4930,AEAweb
4930,10.1257/000282806776157623,4931,AEAweb
4931,10.1257/000282806776157632,4932,AEAweb
4932,10.1257/000282806776157641,4933,AEAweb
4933,10.1257/000282806776157669,4934,AEAweb
4934,10.1257/000282806776157678,4935,AEAweb
4935,10.1257/000282806776157687,4936,AEAweb
4936,10.1257/000282806776157696,4937,AEAweb
4937,10.1257/000282806776157704,4938,AEAweb
4938,10.1257/000282806776157713,4939,AEAweb
4939,10.1257/000282806776157722,4940,AEAweb
4940,10.1257/000282806776157731,4941,AEAweb
4941,10.1257/000282806776157740,4942,AEAweb
4942,10.1257/000282806776157759,4943,AEAweb
4943,10.1257/000282806776157768,4944,AEAweb
4944,10.1257/000282806776157777,4945,AEAweb
4945,10.1257/aer.100.1.130,4946,AEAweb
4946,10.1257/aer.100.1.164,4947,AEAweb
4947,10.1257/aer.100.1.193,4948,AEAweb
4948,10.1257/aer.100.1.214,4949,AEAweb
4949,10.1257/aer.100.1.247,4950,AEAweb
4950,10.1257/aer.100.1.274,4951,AEAweb
4951,10.1257/aer.100.1.304,4952,AEAweb
4952,10.1257/aer.100.1.337,4953,AEAweb
4953,10.1257/aer.100.1.35,4954,AEAweb
4954,10.1257/aer.100.1.364,4955,AEAweb
4955,10.1257/aer.100.1.394,4956,AEAweb
4956,10.1257/aer.100.1.420,4957,AEAweb
4957,10.1257/aer.100.1.448,4958,AEAweb
4958,10.1257/aer.100.1.466,4959,AEAweb
4959,10.1257/aer.100.1.491,4960,AEAweb
4960,10.1257/aer.100.1.5,4961,AEAweb
4961,10.1257/aer.100.1.504,4962,AEAweb
4962,10.1257/aer.100.1.518,4963,AEAweb
4963,10.1257/aer.100.1.541,4964,AEAweb
4964,10.1257/aer.100.1.557,4965,AEAweb
4965,10.1257/aer.100.1.572,4966,AEAweb
4966,10.1257/aer.100.1.590,4967,AEAweb
4967,10.1257/aer.100.1.608,4968,AEAweb
4968,10.1257/aer.100.1.618,4969,AEAweb
4969,10.1257/aer.100.1.625,4970,AEAweb
4970,10.1257/aer.100.1.628,4971,AEAweb
4971,10.1257/aer.100.1.70,4972,AEAweb
4972,10.1257/aer.100.1.98,4973,AEAweb
4973,10.1257/aer.100.3.1008,4974,AEAweb
4974,10.1257/aer.100.3.1046,4975,AEAweb
4975,10.1257/aer.100.3.1080,4976,AEAweb
4976,10.1257/aer.100.3.1104,4977,AEAweb
4977,10.1257/aer.100.3.1136,4978,AEAweb
4978,10.1257/aer.100.3.1163,4979,AEAweb
4979,10.1257/aer.100.3.1195,4980,AEAweb
4980,10.1257/aer.100.3.1214,4981,AEAweb
4981,10.1257/aer.100.3.1238,4982,AEAweb
4982,10.1257/aer.100.3.1261,4983,AEAweb
4983,10.1257/aer.100.3.1269,4984,AEAweb
4984,10.1257/aer.100.3.1277,4985,AEAweb
4985,10.1257/aer.100.3.1280,4986,AEAweb
4986,10.1257/aer.100.3.1283,4987,AEAweb
4987,10.1257/aer.100.3.691,4988,AEAweb
4988,10.1257/aer.100.3.724,4989,AEAweb
4989,10.1257/aer.100.3.763,4990,AEAweb
4990,10.1257/aer.100.3.802,4991,AEAweb
4991,10.1257/aer.100.3.837,4992,AEAweb
4992,10.1257/aer.100.3.870,4993,AEAweb
4993,10.1257/aer.100.3.905,4994,AEAweb
4994,10.1257/aer.100.3.925,4995,AEAweb
4995,10.1257/aer.100.3.958,4996,AEAweb
4996,10.1257/aer.100.3.984,4997,AEAweb
4997,10.1257/aer.100.4.1299,4998,AEAweb
4998,10.1257/aer.100.4.1330,4999,AEAweb
4999,10.1257/aer.100.4.1358,5000,AEAweb
5000,10.1257/aer.100.4.1399,5001,AEAweb
5001,10.1257/aer.100.4.1432,5002,AEAweb
5002,10.1257/aer.100.4.1468,5003,AEAweb
5003,10.1257/aer.100.4.1493,5004,AEAweb
5004,10.1257/aer.100.4.1523,5005,AEAweb
5005,10.1257/aer.100.4.1556,5006,AEAweb
5006,10.1257/aer.100.4.1572,5007,AEAweb
5007,10.1257/aer.100.4.1601,5008,AEAweb
5008,10.1257/aer.100.4.1616,5009,AEAweb
5009,10.1257/aer.100.4.1642,5010,AEAweb
5010,10.1257/aer.100.4.1673,5011,AEAweb
5011,10.1257/aer.100.4.1695,5012,AEAweb
5012,10.1257/aer.100.4.1725,5013,AEAweb
5013,10.1257/aer.100.4.1759,5014,AEAweb
5014,10.1257/aer.100.4.1778,5015,AEAweb
5015,10.1257/aer.100.4.1804,5016,AEAweb
5016,10.1257/aer.100.4.1826,5017,AEAweb
5017,10.1257/aer.100.4.1847,5018,AEAweb
5018,10.1257/aer.100.4.1860,5019,AEAweb
5019,10.1257/aer.100.4.1875,5020,AEAweb
5020,10.1257/aer.100.4.1892,5021,AEAweb
5021,10.1257/aer.100.4.1913,5022,AEAweb
5022,10.1257/aer.100.4.1929,5023,AEAweb
5023,10.1257/aer.100.5.1941,5024,AEAweb
5024,10.1257/aer.100.5.1967,5025,AEAweb
5025,10.1257/aer.100.5.1999,5026,AEAweb
5026,10.1257/aer.100.5.2031,5027,AEAweb
5027,10.1257/aer.100.5.2060,5028,AEAweb
5028,10.1257/aer.100.5.2093,5029,AEAweb
5029,10.1257/aer.100.5.2125,5030,AEAweb
5030,10.1257/aer.100.5.2157,5031,AEAweb
5031,10.1257/aer.100.5.2187,5032,AEAweb
5032,10.1257/aer.100.5.2205,5033,AEAweb
5033,10.1257/aer.100.5.2230,5034,AEAweb
5034,10.1257/aer.100.5.2261,5035,AEAweb
5035,10.1257/aer.100.5.2279,5036,AEAweb
5036,10.1257/aer.100.5.2304,5037,AEAweb
5037,10.1257/aer.100.5.2340,5038,AEAweb
5038,10.1257/aer.100.5.2361,5039,AEAweb
5039,10.1257/aer.100.5.2383,5040,AEAweb
5040,10.1257/aer.100.5.2414,5041,AEAweb
5041,10.1257/aer.100.5.2451,5042,AEAweb
5042,10.1257/aer.100.5.2478,5043,AEAweb
5043,10.1257/aer.100.5.2492,5044,AEAweb
5044,10.1257/aer.100.5.2510,5045,AEAweb
5045,10.1257/aer.100.5.2532,5046,AEAweb
5046,10.1257/aer.100.5.2548,5047,AEAweb
5047,10.1257/aer.101.1.1,5048,AEAweb
5048,10.1257/aer.101.1.109,5049,AEAweb
5049,10.1257/aer.101.1.129,5050,AEAweb
5050,10.1257/aer.101.1.158,5051,AEAweb
5051,10.1257/aer.101.1.196,5052,AEAweb
5052,10.1257/aer.101.1.234,5053,AEAweb
5053,10.1257/aer.101.1.263,5054,AEAweb
5054,10.1257/aer.101.1.304,5055,AEAweb
5055,10.1257/aer.101.1.341,5056,AEAweb
5056,10.1257/aer.101.1.371,5057,AEAweb
5057,10.1257/aer.101.1.399,5058,AEAweb
5058,10.1257/aer.101.1.411,5059,AEAweb
5059,10.1257/aer.101.1.49,5060,AEAweb
5060,10.1257/aer.101.1.64,5061,AEAweb
5061,10.1257/aer.101.1.81,5062,AEAweb
5062,10.1257/aer.101.1.9,5063,AEAweb
5063,10.1257/aer.101.2.1012,5064,AEAweb
5064,10.1257/aer.101.2.1029,5065,AEAweb
5065,10.1257/aer.101.2.1041,5066,AEAweb
5066,10.1257/aer.101.2.431,5067,AEAweb
5067,10.1257/aer.101.2.470,5068,AEAweb
5068,10.1257/aer.101.2.493,5069,AEAweb
5069,10.1257/aer.101.2.526,5070,AEAweb
5070,10.1257/aer.101.2.556,5071,AEAweb
5071,10.1257/aer.101.2.591,5072,AEAweb
5072,10.1257/aer.101.2.632,5073,AEAweb
5073,10.1257/aer.101.2.664,5074,AEAweb
5074,10.1257/aer.101.2.695,5075,AEAweb
5075,10.1257/aer.101.2.724,5076,AEAweb
5076,10.1257/aer.101.2.749,5077,AEAweb
5077,10.1257/aer.101.2.788,5078,AEAweb
5078,10.1257/aer.101.2.819,5079,AEAweb
5079,10.1257/aer.101.2.844,5080,AEAweb
5080,10.1257/aer.101.2.877,5081,AEAweb
5081,10.1257/aer.101.2.900,5082,AEAweb
5082,10.1257/aer.101.2.927,5083,AEAweb
5083,10.1257/aer.101.2.948,5084,AEAweb
5084,10.1257/aer.101.2.975,5085,AEAweb
5085,10.1257/aer.101.2.991,5086,AEAweb
5086,10.1257/aer.101.3.105,5087,AEAweb
5087,10.1257/aer.101.3.110,5088,AEAweb
5088,10.1257/aer.101.3.115,5089,AEAweb
5089,10.1257/aer.101.3.120,5090,AEAweb
5090,10.1257/aer.101.3.125,5091,AEAweb
5091,10.1257/aer.101.3.131,5092,AEAweb
5092,10.1257/aer.101.3.136,5093,AEAweb
5093,10.1257/aer.101.3.142,5094,AEAweb
5094,10.1257/aer.101.3.147,5095,AEAweb
5095,10.1257/aer.101.3.152,5096,AEAweb
5096,10.1257/aer.101.3.157,5097,AEAweb
5097,10.1257/aer.101.3.162,5098,AEAweb
5098,10.1257/aer.101.3.166,5099,AEAweb
5099,10.1257/aer.101.3.171,5100,AEAweb
5100,10.1257/aer.101.3.176,5101,AEAweb
5101,10.1257/aer.101.3.194,5102,AEAweb
5102,10.1257/aer.101.3.200,5103,AEAweb
5103,10.1257/aer.101.3.206,5104,AEAweb
5104,10.1257/aer.101.3.212,5105,AEAweb
5105,10.1257/aer.101.3.217,5106,AEAweb
5106,10.1257/aer.101.3.222,5107,AEAweb
5107,10.1257/aer.101.3.227,5108,AEAweb
5108,10.1257/aer.101.3.23,5109,AEAweb
5109,10.1257/aer.101.3.233,5110,AEAweb
5110,10.1257/aer.101.3.238,5111,AEAweb
5111,10.1257/aer.101.3.242,5112,AEAweb
5112,10.1257/aer.101.3.247,5113,AEAweb
5113,10.1257/aer.101.3.253,5114,AEAweb
5114,10.1257/aer.101.3.258,5115,AEAweb
5115,10.1257/aer.101.3.263,5116,AEAweb
5116,10.1257/aer.101.3.268,5117,AEAweb
5117,10.1257/aer.101.3.273,5118,AEAweb
5118,10.1257/aer.101.3.277,5119,AEAweb
5119,10.1257/aer.101.3.281,5120,AEAweb
5120,10.1257/aer.101.3.288,5121,AEAweb
5121,10.1257/aer.101.3.29,5122,AEAweb
5122,10.1257/aer.101.3.293,5123,AEAweb
5123,10.1257/aer.101.3.298,5124,AEAweb
5124,10.1257/aer.101.3.303,5125,AEAweb
5125,10.1257/aer.101.3.308,5126,AEAweb
5126,10.1257/aer.101.3.313,5127,AEAweb
5127,10.1257/aer.101.3.318,5128,AEAweb
5128,10.1257/aer.101.3.323,5129,AEAweb
5129,10.1257/aer.101.3.329,5130,AEAweb
5130,10.1257/aer.101.3.334,5131,AEAweb
5131,10.1257/aer.101.3.339,5132,AEAweb
5132,10.1257/aer.101.3.345,5133,AEAweb
5133,10.1257/aer.101.3.35,5134,AEAweb
5134,10.1257/aer.101.3.350,5135,AEAweb
5135,10.1257/aer.101.3.355,5136,AEAweb
5136,10.1257/aer.101.3.360,5137,AEAweb
5137,10.1257/aer.101.3.366,5138,AEAweb
5138,10.1257/aer.101.3.371,5139,AEAweb
5139,10.1257/aer.101.3.377,5140,AEAweb
5140,10.1257/aer.101.3.382,5141,AEAweb
5141,10.1257/aer.101.3.387,5142,AEAweb
5142,10.1257/aer.101.3.393,5143,AEAweb
5143,10.1257/aer.101.3.398,5144,AEAweb
5144,10.1257/aer.101.3.40,5145,AEAweb
5145,10.1257/aer.101.3.402,5146,AEAweb
5146,10.1257/aer.101.3.406,5147,AEAweb
5147,10.1257/aer.101.3.410,5148,AEAweb
5148,10.1257/aer.101.3.413,5149,AEAweb
5149,10.1257/aer.101.3.417,5150,AEAweb
5150,10.1257/aer.101.3.423,5151,AEAweb
5151,10.1257/aer.101.3.429,5152,AEAweb
5152,10.1257/aer.101.3.435,5153,AEAweb
5153,10.1257/aer.101.3.442,5154,AEAweb
5154,10.1257/aer.101.3.448,5155,AEAweb
5155,10.1257/aer.101.3.45,5156,AEAweb
5156,10.1257/aer.101.3.454,5157,AEAweb
5157,10.1257/aer.101.3.460,5158,AEAweb
5158,10.1257/aer.101.3.466,5159,AEAweb
5159,10.1257/aer.101.3.471,5160,AEAweb
5160,10.1257/aer.101.3.476,5161,AEAweb
5161,10.1257/aer.101.3.482,5162,AEAweb
5162,10.1257/aer.101.3.487,5163,AEAweb
5163,10.1257/aer.101.3.492,5164,AEAweb
5164,10.1257/aer.101.3.499,5165,AEAweb
5165,10.1257/aer.101.3.504,5166,AEAweb
5166,10.1257/aer.101.3.509,5167,AEAweb
5167,10.1257/aer.101.3.51,5168,AEAweb
5168,10.1257/aer.101.3.514,5169,AEAweb
5169,10.1257/aer.101.3.519,5170,AEAweb
5170,10.1257/aer.101.3.526,5171,AEAweb
5171,10.1257/aer.101.3.532,5172,AEAweb
5172,10.1257/aer.101.3.538,5173,AEAweb
5173,10.1257/aer.101.3.544,5174,AEAweb
5174,10.1257/aer.101.3.552,5175,AEAweb
5175,10.1257/aer.101.3.558,5176,AEAweb
5176,10.1257/aer.101.3.56,5177,AEAweb
5177,10.1257/aer.101.3.565,5178,AEAweb
5178,10.1257/aer.101.3.571,5179,AEAweb
5179,10.1257/aer.101.3.577,5180,AEAweb
5180,10.1257/aer.101.3.582,5181,AEAweb
5181,10.1257/aer.101.3.588,5182,AEAweb
5182,10.1257/aer.101.3.593,5183,AEAweb
5183,10.1257/aer.101.3.598,5184,AEAweb
5184,10.1257/aer.101.3.60,5185,AEAweb
5185,10.1257/aer.101.3.603,5186,AEAweb
5186,10.1257/aer.101.3.609,5187,AEAweb
5187,10.1257/aer.101.3.615,5188,AEAweb
5188,10.1257/aer.101.3.620,5189,AEAweb
5189,10.1257/aer.101.3.625,5190,AEAweb
5190,10.1257/aer.101.3.630,5191,AEAweb
5191,10.1257/aer.101.3.635,5192,AEAweb
5192,10.1257/aer.101.3.640,5193,AEAweb
5193,10.1257/aer.101.3.645,5194,AEAweb
5194,10.1257/aer.101.3.65,5195,AEAweb
5195,10.1257/aer.101.3.71,5196,AEAweb
5196,10.1257/aer.101.3.77,5197,AEAweb
5197,10.1257/aer.101.3.83,5198,AEAweb
5198,10.1257/aer.101.3.88,5199,AEAweb
5199,10.1257/aer.101.3.93,5200,AEAweb
5200,10.1257/aer.101.3.98,5201,AEAweb
5201,10.1257/aer.101.4.1106,5202,AEAweb
5202,10.1257/aer.101.4.1144,5203,AEAweb
5203,10.1257/aer.101.4.1180,5204,AEAweb
5204,10.1257/aer.101.4.1211,5205,AEAweb
5205,10.1257/aer.101.4.1238,5206,AEAweb
5206,10.1257/aer.101.4.1274,5207,AEAweb
5207,10.1257/aer.101.4.1312,5208,AEAweb
5208,10.1257/aer.101.4.1345,5209,AEAweb
5209,10.1257/aer.101.4.1375,5210,AEAweb
5210,10.1257/aer.101.4.1410,5211,AEAweb
5211,10.1257/aer.101.4.1436,5212,AEAweb
5212,10.1257/aer.101.4.1467,5213,AEAweb
5213,10.1257/aer.101.4.1497,5214,AEAweb
5214,10.1257/aer.101.4.1514,5215,AEAweb
5215,10.1257/aer.101.4.1535,5216,AEAweb
5216,10.1257/aer.101.4.1547,5217,AEAweb
5217,10.1257/aer.101.4.1561,5218,AEAweb
5218,10.1257/aer.101.4.1575,5219,AEAweb
5219,10.1257/aer.101.4.1591,5220,AEAweb
5220,10.1257/aer.101.4.1601,5221,AEAweb
5221,10.1257/aer.101.4.1616,5222,AEAweb
5222,10.1257/aer.101.4.1629,5223,AEAweb
5223,10.1257/aer.101.5.1649,5224,AEAweb
5224,10.1257/aer.101.5.1676,5225,AEAweb
5225,10.1257/aer.101.5.1707,5226,AEAweb
5226,10.1257/aer.101.5.1739,5227,AEAweb
5227,10.1257/aer.101.5.1775,5228,AEAweb
5228,10.1257/aer.101.5.1806,5229,AEAweb
5229,10.1257/aer.101.5.1842,5230,AEAweb
5230,10.1257/aer.101.5.1872,5231,AEAweb
5231,10.1257/aer.101.5.1912,5232,AEAweb
5232,10.1257/aer.101.5.1933,5233,AEAweb
5233,10.1257/aer.101.5.1964,5234,AEAweb
5234,10.1257/aer.101.5.2003,5235,AEAweb
5235,10.1257/aer.101.5.2042,5236,AEAweb
5236,10.1257/aer.101.5.2081,5237,AEAweb
5237,10.1257/aer.101.5.2108,5238,AEAweb
5238,10.1257/aer.101.5.2132,5239,AEAweb
5239,10.1257/aer.101.5.2157,5240,AEAweb
5240,10.1257/aer.101.5.2182,5241,AEAweb
5241,10.1257/aer.101.5.2205,5242,AEAweb
5242,10.1257/aer.101.5.2226,5243,AEAweb
5243,10.1257/aer.101.5.2248,5244,AEAweb
5244,10.1257/aer.101.5.2271,5245,AEAweb
