,combined
566,UD: 199803
567,AN: 0441365
568,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
569,TI: Banks and Macroeconomic Disturbances under Predetermined Exchange Rates
570,"AU: Edwards, Sebastian, Vegh, Carlos A."
571,"AF: NBER and UCLA, UCLA"
572,"SO: Journal of Monetary Economics, 40(2), October 1997, pp. 239-78"
573,IS: 0304-3923
574,AV: http://www.sciencedirect.com/science/journal/03043932
575,DT: Journal Article
576,PY: 1997
577,"AB: As the recent Mexican crisis vividly illustrates, Latin American countries often go through boom-bust cycles caused by both domestic policies and external shocks. Such cycles are typically magnified by weak banking systems which intermediate large capital inflows. This paper develops a simple optimizing model to analyze how the banking sector affects the propagation of shocks. In particular, the authors show how the world business cycle and shocks to the banking system affect output and employment through fluctuations in bank credit. They also analyze the countercyclical use of reserve requirements. Econometric evidence for Chile and Mexico supports the main predictions of the model."
578,"DE: Money Supply, Credit, Money Multipliers E51International Linkages to Development, Role of International Organizations O19Open Economy Macroeconomics F41Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21"
579,"KY: Bank, Banking, Business Cycles, Macroeconomics"
580,GD: Chile
581,GR: Latin America and the Caribbean
582,LA: English
583,UD: 199803
584,AN: 0441366
585,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
586,TI: Is There a Role for Monetary Aggregates in the Conduct of Monetary Policy?
587,"AU: Estrella, Arturo, Mishkin, Frederic S."
588,"AF: Federal Reserve Bank of New York, Columbia U, Federal Reserve Bank of New York, and NBER"
589,"SO: Journal of Monetary Economics, 40(2), October 1997, pp. 279-304"
590,IS: 0304-3923
591,AV: http://www.sciencedirect.com/science/journal/03043932
592,DT: Journal Article
593,PY: 1997
594,"AB: The authors examine the potential policy role of monetary aggregates by attempting to use them as effectively as possible in the analysis of empirical relationships. They focus on their role as information variables, since any more ambitious use, such as in a policy rule, would presuppose some information content in the aggregates. The authors' results show that in the United States since 1979, the monetary aggregates fall considerably short of those requirements, and results with German M3 are hardly more favorable. They also investigate whether empirical relationships are not reflective of information relationships because of the use of these variables in countercyclical policy. The results are not consistent with that interpretation."
595,DE: Monetary Policy E52
596,"KY: Monetary Policy, Monetary, Policy"
597,GD: U.S.
598,GR: Northern America
599,LA: English
600,UD: 199803
601,AN: 0441367
602,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
603,TI: Derivatives Regulation: Implications for Central Banks
604,"AU: Hentschel, Ludger, Smith, Clifford W., Jr."
605,"AF: U Rochester, U Rochester"
606,"SO: Journal of Monetary Economics, 40(2), October 1997, pp. 305-46"
607,IS: 0304-3923
608,AV: http://www.sciencedirect.com/science/journal/03043932
609,DT: Journal Article
610,PY: 1997
611,"AB: The authors review aspects of derivatives markets that affect central bank operations. They focus on how derivatives affect monetary policy and bank supervision, and argue that derivatives have no material adverse impact on the conduct of monetary policy. The authors' analysis suggests that both derivatives users and dealers face relatively small default risks from derivatives. Systemic risk, the risk of widespread default, has been largely exaggerated. Policy debates have neglected incentives of employees, the nature of this agency risk suggests that internal controls are more likely to reduce these problems than derivatives regulation."
612,DE: Central Banks and Their Policies E58General Financial Markets: Government Policy and Regulation G18
613,"KY: Monetary, Policy, Regulation"
614,LA: English
615,UD: 199803
616,AN: 0441368
617,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
618,"TI: Clearing, Settlement and Monetary Policy"
619,"AU: Lacker, Jeffrey M."
620,AF: Federal Reserve Bank of Richmond
621,"SO: Journal of Monetary Economics, 40(2), October 1997, pp. 347-81"
622,IS: 0304-3923
623,AV: http://www.sciencedirect.com/science/journal/03043932
624,DT: Journal Article
625,PY: 1997
626,"AB: This paper develops a general equilibrium model of the clearing and settlement of private payment instruments. Spatial separation, heterogeneous preference shocks, and limited communication provide a role for private credit as a means of payment. Although this method could be applied to various settlement arrangements, the use of central bank deposit liabilities in settlement is studied here. Various tools of payment system policy, such as intraday overdraft limits and fees, collateral requirements, reserve requirements, and interest on reserves, are examined."
627,DE: Monetary Policy E52
628,"KY: Monetary Policy, Monetary, Policy, Reserve Requirements"
629,LA: English
630,UD: 199803
631,AN: 0441369
632,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
633,TI: New Techniques to Extract Market Expectations from Financial Instruments
634,"AU: Soderlind, Paul, Svensson, Lars"
635,"AF: Stockholm School of Econ, Stockholm U"
636,"SO: Journal of Monetary Economics, 40(2), October 1997, pp. 383-429"
637,IS: 0304-3923
638,AV: http://www.sciencedirect.com/science/journal/03043932
639,DT: Journal Article
640,PY: 1997
641,"AB: This paper is a selective survey of new or recent methods to extract information about market expectations from asset prices for monetary policy purposes. Traditionally, interest rates and forward exchange rates have been used to extract expected means of future interest rates, exchange rates, and inflation. More recently, these methods have been refined to rely on implied forward interest rates, so as to extract expected future time-paths. Very recently, methods have been designed to extract not only the means but the whole (risk neutral) probability distribution from a set of option prices."
642,"DE: Monetary Policy E52Interest Rates: Determination, Term Structure, and Effects E43Contingent Pricing, Futures Pricing, option pricing G13"
643,"KY: Interest Rates, Interest, Monetary Policy, Monetary, Policy"
644,GD: Germany
645,GR: Europe
646,LA: English
647,UD: 199803
648,AN: 0441370
649,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
650,TI: The Cyclical Properties of Consumption Growth and the Real Term Structure
651,"AU: Chapman, David A."
652,"AF: U TX, Austin"
653,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 145-72"
654,IS: 0304-3923
655,AV: http://www.sciencedirect.com/science/journal/03043932
656,DT: Journal Article
657,PY: 1997
658,"AB: Expected real yields on nominally risk-free bonds and expected consumption growth at horizons from one-quarter to two years are identified using time series models, and their basic properties are examined. The principal results are: (1) real yields and consumption growth are (weakly) negatively correlated over the full sample period of 1953-91, (2) excluding the 1979-85 subperiod, real yields and consumption growth are (strongly) positively correlated, and (3) the cyclical properties of real yields and consumption growth are qualitatively similar in the pre-1979 data and they are consistent with a simple real business cycle model."
659,"DE: Interest Rates: Determination, Term Structure, and Effects E43Macroeconomics: Consumption, Saving, Wealth E21Business Fluctuations, Cycles E32"
660,"KY: Consumption, Yield"
661,LA: English
662,UD: 199710
663,AN: 0426543
664,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
665,TI: Is Inflation Sticky?
666,"AU: Roberts, John M."
667,AF: Federal Reserve System
668,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 173-96"
669,IS: 0304-3923
670,AV: http://www.sciencedirect.com/science/journal/03043932
671,DT: Journal Article
672,PY: 1997
673,"AB: New Keynesian sticky-price models predict that monetary policy can affect real variables. However, they also predict that inflation can be reduced without depressing output or employment. In fact, bringing down inflation is costly, presenting a challenge to the New Keynesian model. Two departures from the New Keynesian model predict costly disinflation. One assumes sticky inflation rather than sticky prices, while the other assumes less-than-perfectly rational expectations. Taking into account information from surveys of inflation expectations, the author finds the evidence suggests that inflation is not sticky and that inflation expectations are less than perfectly rational."
674,"DE: Price Level, Inflation, Deflation E31General Aggregative Models: Keynes, Keynesian, Post-Keynesian E12Monetary Policy E52"
675,"KY: Disinflation, Inflation, Monetary Policy, Monetary, New Keynesian, Policy, Prices, Rational Expectation"
676,GD: U.S.
677,GR: Northern America
678,LA: English
679,UD: 199710
680,AN: 0426544
681,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
682,TI: Exchange-Rate-Based Inflation Stabilization: The Initial Real Effects of Credible Plans
683,"AU: Uribe, Martin"
684,AF: Federal Reserve System
685,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 197-221"
686,IS: 0304-3923
687,AV: http://www.sciencedirect.com/science/journal/03043932
688,DT: Journal Article
689,PY: 1997
690,"AB: This paper studies the initial effects of exchange-rate-based stabilization programs within a dynamic general equilibrium model of a small open economy in which inflation acts as a tax on intermediate transactions and capital accumulation is subject to convex adjustment costs and gestation lags. The model replicates the typical pattern of slow inflation convergence, sustained real exchange rate appreciation, trade balance deterioration, and expansion in domestic spending followed by a deflationary slowdown, without resorting to sticky prices, imperfect credibility, or adaptive expectations. Calibrated versions of the model are compared with the initial effects of the Argentine Convertibility Plan of April 1991."
691,"DE: Comparative or Joint Analysis of Fiscal and Monetary Policy, Stabilization, Treasury Policy E63Open Economy Macroeconomics F41Price Level, Inflation, Deflation E31International Finance: General F30"
692,"KY: Inflation Stabilization, Inflation, Open Economy, Stabilization"
693,GD: Argentina
694,GR: Latin America and the Caribbean
695,LA: English
696,UD: 199710
697,AN: 0426545
698,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
699,TI: A Model of Target Changes and the Term Structure of Interest Rates
700,"AU: Balduzzi, Pierluigi, Bertola, Giuseppe, Foresi, Silverio"
701,"AF: NYU, U Turin, CEPR, and NBER, NYU"
702,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 223-49"
703,IS: 0304-3923
704,AV: http://www.sciencedirect.com/science/journal/03043932
705,DT: Journal Article
706,PY: 1997
707,"AB: We investigate the effects of short-term rate targeting by the Federal Reserve on the term structure of interest rates, and make contributions at two levels. Using a new series of interest rate targets made available by the Federal Reserve Bank of New York, we develop a family of models that highlight the implications of discrete changes in interest rate targets for the term structure of interest rates. We show that spreads between short-term rates and the overnight federal reserve funds rate are mainly driven by expectations of changes in the target, not by the transitory dynamics of the overnight rate around the target. Hence, the bias in tests of the expectations hypothesis that we document can be mainly attributed to the erroneous anticipation of future changes in monetary policy. Our modeling assumptions and newly-available data make it possible to extract a series of market expectations of the next target change, which are compared with a series of realized target changes."
708,"DE: Monetary Policy E52Interest Rates: Determination, Term Structure, and Effects E43"
709,"KY: Interest Rates, Interest, Term Structure of Interest Rates"
710,GD: U.S.
711,GR: Northern America
712,LA: English
713,UD: 199710
714,AN: 0426546
715,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
716,TI: The Advantage to Hiding One's Hand: Speculation and Central Bank Intervention in the Foreign Exchange Market
717,"AU: Bhattacharya, Utpal, Weller, Paul"
718,"AF: U IA, U IA"
719,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 251-77"
720,IS: 0304-3923
721,AV: http://www.sciencedirect.com/science/journal/03043932
722,DT: Journal Article
723,PY: 1997
724,"AB: We analyze an asymmetric information model of sterilized intervention in the foreign exchange market. We characterize an equilibrium in which a central bank with 'inside information' about its exchange rate target trades with risk averse speculators who have private information about future spot rates. The model identifies circumstances in which 'perverse' responses to intervention will be observed, i.e. the domestic currency depreciates when the central bank purchases it, and it provides conditions under which the exchange rate will be highly sensitive to intervention. The model also provides an explanation for two forms of 'policy secrecy': (i) secrecy about the scale of an intervention operation is always desirable, (ii) secrecy about the target is sometimes desirable."
725,DE: Foreign Exchange F31Central Banks and Their Policies E58International Financial Markets G15
726,"KY: Exchange Rates, Foreign Exchange, Spot Rate"
727,LA: English
728,UD: 199710
729,AN: 0426547
730,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
731,TI: The Financial Structure of Government Debt in OECD Countries: An Examination of the Time-Consistency Issue
732,"AU: De Broeck, Mark"
733,AF: IMF
734,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 279-301"
735,IS: 0304-3923
736,AV: http://www.sciencedirect.com/science/journal/03043932
737,DT: Journal Article
738,PY: 1997
739,"AB: This paper analyzes the financial structure of government debt in the OECD countries from the perspective of time-consistency problems with a focus on debt held by financial institutions. Testable implications from a theoretical time-consistency model are derived and incorporated into the framework of a cost-minimizing model for public debt service. The approach is tested for a sample of fifteen OECD countries over the period 1974-89. The theoretical analysis and the empirical results show how, in addition to maturity, ownership of government debt in those OECD countries with debt accumulation problems can be related to time-consistency considerations."
740,"DE: Fiscal Policy E62National Debt, Debt Management, Sovereign Debt H63"
741,KY: Debt
742,GD: OECD
743,LA: English
744,UD: 199710
745,AN: 0426548
746,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
747,TI: Monetary Politics and Unemployment Persistence
748,"AU: Jonsson, Gunnar"
749,AF: IMF
750,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 303-25"
751,IS: 0304-3923
752,AV: http://www.sciencedirect.com/science/journal/03043932
753,DT: Journal Article
754,PY: 1997
755,"AB: This paper develops a positive model of monetary policy that allows for persistent unemployment and electoral uncertainty. The common credibility problem associated with low-inflation monetary policy results in both a more severe inflation bias and a stabilization bias. However, a simple state contingent performance contract eliminates both biases. Monetary policy is also subject to two different strategic political considerations: it is used to influence future policy decisions as well as to increase the incumbent party's probability of reelection. This results in a political business cycle which, however, is fundamentally different for left-wing and right-wing governments."
756,"DE: Monetary Policy E52Employment, Unemployment, Wages, Intergenerational Income Distribution, Aggregate Human Capital E24Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior D72"
757,"KY: Inflation, Monetary Policy, Monetary, Policy, Political, Politics, Stabilization, Unemployment"
758,LA: English
759,UD: 199710
760,AN: 0426549
761,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
762,TI: Taxpayer Subsidies in Failed Thrift Resolution: The Impact of FIRREA
763,"AU: Gupta, Atul, LeCompte, Richard L. B., Misra, Lalatendu"
764,"AF: Bentley College, Wichita State U, U TX, San Antonio"
765,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 327-39"
766,IS: 0304-3923
767,AV: http://www.sciencedirect.com/science/journal/03043932
768,DT: Journal Article
769,PY: 1997
770,"AB: The authors compare the wealth effects of acquisitions of failed thrifts before and after the passage of the Financial Institutions Reform, Recovery and Enforcement Act (FIRREA) in August 1989. In contrast to Federal Savings and Loan Insurance Corporation assisted deals in the pre-FIRREA period, they find no evidence of significant acquirer gains in Resolution Trust Corporation (RTC) assisted transactions. In addition, there is no significant correlation between acquirer gains and either the number of bidders or the amount of assistance provided by the RTC. These results suggest the absence of any symmetric tax-payer overpayments in RTC assisted transactions, and indicate that regulatory and institutional changes instituted by FIRREA resulted in an improvement in the resolution process for failed thrifts."
771,"DE: Financial Institutions and Services: Government Policy and Regulation G28Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21Bankruptcy, Liquidation G33"
772,"KY: Financial Institutions, Savings and Loan, Thrift"
773,GD: U.S.
774,GR: Northern America
775,LA: English
776,UD: 199710
777,AN: 0426550
778,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
779,TI: Thrift Stock Returns and Portfolio Interest Rate Sensitivity
780,"AU: Lumpkin, Stephen A., O'Brien, James M."
781,"AF: Federal Reserve System, Federal Reserve System"
782,"SO: Journal of Monetary Economics, 39(2), July 1997, pp. 341-57"
783,IS: 0304-3923
784,AV: http://www.sciencedirect.com/science/journal/03043932
785,DT: Journal Article
786,PY: 1997
787,"AB: In practice, the interest rate sensitivity of depository institution (DI) net worth is measured in terms of maturity mismatches arising from nominal contracts in their financial portfolios. Academic studies also frequently invoke nominal contracting to explain a positive covariation observed between DI stock returns and bond returns. For a sample of thrifts reporting detailed financial data (1984-1992), this study estimates monthly changes in their financial portfolio values due to changes in interest rates. These portfolio value changes are found to be unimportant in explaining the thrifts' stock returns and are unable to account for a positive covariation between the stock returns and bond market returns. Potential weaknesses in the tests seem inadequate to explain the results. Explanations other than nominal contracting may warrant more consideration in relating DIs' net worth to interest rate changes."
788,"DE: Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21General Financial Markets: General (includes Measurement and Data) G10Interest Rates: Determination, Term Structure, and Effects E43"
789,"KY: Depository, Interest Rates, Interest, Thrift"
790,LA: English
791,UD: 199710
792,AN: 0426551
793,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
0,TI: Repeated Insurance Relationships in a Costly State Verification Model: With an Application to Deposit Insurance
1,"AU: Smith, Bruce D., Wang, Cheng"
2,"AF: U TX and Federal Reserve Bank of Minneapolis, Carnegie Mellon U"
3,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 207-40"
4,IS: 0304-3932
5,AV: http://www.sciencedirect.com/science/journal/03043932
6,DT: Journal Article
7,PY: 1998
8,"AB: The authors consider the problem of an insurer who enters into a repeated relationship with a set of risk averse agents in the presence of ex post verification costs. The insurer wishes to minimize the expected cost of providing these agents a certain expected utility level. The authors characterize the optimal contract between the insurer and the insured agents. They then apply the analysis to the provision of deposit insurance. The authors' results suggest--in a deposit insurance context--that it may be optimal to utilize the discount window early on, and to make deposit insurance payments only later, or not at all."
9,"DE: Central Banks and Their Policies E58Asymmetric and Private Information, Mechanism Design D82Financial Institutions and Services: Government Policy and Regulation G28"
10,"KY: Deposit Insurance, Optimal Contracts"
11,LA: English
12,UD: 199812
13,AN: 0478748
14,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
15,TI: Estimating the Effects of Monetary Shocks: An Evaluation of Different Approaches
16,"AU: Beaudry, Paul, Saito, Makoto"
17,"AF: U British Columbia, Kyoto U"
18,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 241-60"
19,IS: 0304-3932
20,AV: http://www.sciencedirect.com/science/journal/03043932
21,DT: Journal Article
22,PY: 1998
23,"AB: This paper compares several methods for estimating the effects of monetary innovations on key macroeconomic variables and, subsequently, clarifies issues related to the use of instrumental variables in the identification of structural impulse responses. In particular, the authors make explicit the property that a measure of monetary policy must satisfy in order to identify the effects of monetary shocks. Within their framework, the authors find that none of the currently popular methods of identifying the effects of monetary shocks are supported by the data. They also indicate how current approaches can be combined to provide unbiased estimates of the effects of monetary disturbances."
24,DE: Monetary Policy E52
25,"KY: Macroeconomics, Monetary Policy, Monetary, Policy"
26,GD: U.S.
27,GR: Northern America
28,LA: English
29,UD: 199812
30,AN: 0478749
31,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
32,TI: Nonlinear Response of Firm Investment to Q: Testing a Model of Convex and Non-convex Adjustment Costs
33,"AU: Barnett, Steven A., Sakellaris, Plutarchos"
34,"AF: IMF, U MD"
35,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 261-88"
36,IS: 0304-3932
37,AV: http://www.sciencedirect.com/science/journal/03043932
38,DT: Journal Article
39,PY: 1998
40,"AB: A. B. Abel and J. Eberly (1994) study optimal investment behavior in the presence of flow fixed costs, proportional costs, and convex costs. A clear prediction is that investment will alternate between regimes of insensitivity and responsiveness to q separated by unknown threshold levels of q. At the firm level, the authors find evidence for different regimes of sensitivity to q but not for a regime of zero sensitivity. Their finding that investment has a nonlinear relationship to q is important because it implies an elasticity of aggregate investment to q (and fundamentals) that is high and variable over time."
41,"DE: Capital Budgeting, Fixed Investment and Inventory Studies, Capacity G31"
42,"KY: Firm Level, Firm, Investment, Q"
43,GD: U.S.
44,GR: Northern America
45,LA: English
46,UD: 199812
47,AN: 0478750
48,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
49,TI: New Evidence on Labor Supply: Employment versus Hours Elasticities by Sex and Marital Status
50,"AU: Kimmel, Jean, Kniesner, Thomas J."
51,"AF: W E Upjohn Institute for Employment Research, IN U"
52,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 289-301"
53,IS: 0304-3932
54,AV: http://www.sciencedirect.com/science/journal/03043932
55,DT: Journal Article
56,PY: 1998
57,"AB: Using the tri-annual micropanel data of the Survey of Income and Program Participation, the authors estimate fixed effects labor supply models separating the extensive and intensive margins. The employment elasticity is +0.6 for single men versus +1.1 for married men, the employment elasticity is +2.4 for single women versus +1.8 for married women. The compensated hours worked elasticity is +0.4 for employed single and married men and +0.7 for employed single and married women. The implied aggregate employment elasticity of +1.5 and hours per employee elasticity of +0.5 indicate employment fluctuations account for three-fourths of wage-induced variation in labor hours."
58,"DE: Time Allocation and Labor Supply J22Economics of Gender, Non-labor Discrimination J16"
59,"KY: Labor Supply, Participation, Women"
60,GD: U.S.
61,GR: Northern America
62,LA: English
63,UD: 199812
64,AN: 0478751
65,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
66,TI: Sluggish Inflation and Optimizing Models of the Business Cycle
67,"AU: Nelson, Edward"
68,AF: Carnegie Mellon U
69,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 303-22"
70,IS: 0304-3932
71,AV: http://www.sciencedirect.com/science/journal/03043932
72,DT: Journal Article
73,PY: 1998
74,"AB: Many researchers have added sticky prices to quantitative business cycle models. The author simulates several of these models in order to evaluate their success at reproducing two features of U.S. data: the lagged reaction of inflation to monetary growth, and the persistence of inflation."
75,"DE: Business Fluctuations, Cycles E32Price Level, Inflation, Deflation E31"
76,"KY: Business Cycles, Cycle, Inflation, Prices"
77,GD: U.S.
78,GR: Northern America
79,LA: English
80,UD: 199812
81,AN: 0478752
82,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
83,TI: Fiscal Policy in an Endogenous Growth Model with Human Capital Accumulation
84,"AU: Ortigueira, Salvador"
85,"AF: Centro de Investigacion Economica, ITAM"
86,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 323-55"
87,IS: 0304-3932
88,AV: http://www.sciencedirect.com/science/journal/03043932
89,DT: Journal Article
90,PY: 1998
91,"AB: In this paper, the author presents an endogenous growth model with physical and human capital accumulation and study the effects of labor and capital income taxation on the transitional dynamics to the balanced path. He shows that parameters on preferences, technologies and depreciation rates, as well as fiscal policy parameters, are relevant to determine qualitatively the dynamic behavior of the economy. The author also offers a measure of the inefficiency derived from the taxation of capital earnings. Finally, he considers the taxation welfare cost in two nontrivial generalizations of his basic model which include the case of physical capital in the educational sector and leisure as an additional argument in the utility function."
92,"DE: One, Two, and Multisector Growth Models O41Fiscal Policy E62Human Capital, Skills, Occupational Choice, Labor Productivity J24"
93,"KY: Fiscal Policy, Growth, Human Capital, Policy"
94,LA: English
95,UD: 199812
96,AN: 0478753
97,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
98,TI: Intrinsic Bubbles and Regime-Switching
99,"AU: Driffill, John, Sola, Martin"
100,"AF: U Southampton, Birkbeck College, U Torcuato Di Tella, and London Bus School"
101,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 357-73"
102,IS: 0304-3932
103,AV: http://www.sciencedirect.com/science/journal/03043932
104,DT: Journal Article
105,PY: 1998
106,"AB: Froot and Obstfeld (1991) allow for an intrinsic bubble in stock prices, using approximately a century of annual data for the United States, in an attempt to model the widely documented deviations from the prices predicted by present values or fundamentals. However they assume that the log of real dividends follows a constant random walk with drift over the whole period. The authors show that this assumption is invalid, and that a Markov-switching model is a more appropriate representation of dividends. They then generalize the formulation of stock prices (including the intrinsic bubble) to allow for this, and show that regime-switching provides a better explanation for stock prices than the bubble. The authors show that when allowance is made both for the bubble and for regime-switching in the dividend process, the incremental explanatory contribution of the bubble is low."
107,"DE: Asset Pricing, Trading Volume, Bond Interest Rates G12"
108,"KY: Stock Price, Stocks"
109,GD: U.S.
110,GR: Northern America
111,LA: English
112,UD: 199812
113,AN: 0478754
114,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
115,TI: The Early Development of Monetary Policy Rules: The View from Geneva in the 1920s
116,"AU: Endres, A. M., Fleming, Grant A."
117,"AF: U Auckland, Australian National U"
118,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 375-86"
119,IS: 0304-3932
120,AV: http://www.sciencedirect.com/science/journal/03043932
121,DT: Journal Article
122,PY: 1998
123,"AB: The research program developed by economists at the ILO in the 1920s constitutes a substantive precursor to modern discussions on the role of monetary policy and the status of the price stability norm in particular. A combination of theory and empirical work formed the basis of a monetary approach to the business cycle developed in Geneva. The proposed policy of price level stabilization presumed that an elastic target of price stability was a necessary condition for (eventual) high and stable employment. The instruments, indicator variables and 'rules' of the proposed regime are examined. The Geneva economists founded their arguments on, among other things, politically independent but internationally collaborative central banks, and consistent use of a range of data sources in the conduct of monetary policy. Over time the reputation and credibility of monetary authorities would then be enhanced. In the evolution of the monetary policy 'rules' versus 'discretion' debate, the contribution of the Geneva economists should be accorded a central place."
124,DE: Monetary Policy E52History of Economic Thought: Macroeconomics B22
125,"KY: Monetary Policy, Monetary, Policy, Stabilization"
126,LA: English
127,UD: 199812
128,AN: 0478755
129,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
130,TI: The Permanent Effects of Innovation on Financial Depth: Theory and US Historical Evidence from Unobservable Components Models
131,"AU: Rousseau, Peter L."
132,AF: Vanderbilt U
133,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 387-425"
134,IS: 0304-3932
135,AV: http://www.sciencedirect.com/science/journal/03043932
136,DT: Journal Article
137,PY: 1998
138,AB: This paper examines links between innovation in the U.S. intermediating sector and financial deepening from 1872-1929. Technical progress is modeled in a credit-rationing framework with limited liability as an enhanced ability of intermediaries to monitor loan recipients. This allows an innovating lender to earn temporary rents by lowering loan rates and inducing firms with higher repayment prospects to apply. Rents persist until others adopt the improvement and competition for loanable funds raises the deposit rate. Subsequent deposits ensure that more funds are channeled to projects of higher average quality. The link between the loan-deposit spread and financial deepening implied by the model is then examined in an unobservable components framework. The finding that permanent reductions of 1% in the spread of New York banks are associated with increases in financial depth that range from 1.7 percent to nearly 4 percent is consistent with a role for efficiency improvements in the rapid financial deepening that characterized the pre-1930 U.S. economy.
139,"DE: Financial Markets and the Macroeconomy E44Economic History: Financial Markets and Institutions: U.S., Canada: Pre-1913 N21Banks, Depository Institutions, Micro Finance Institutions, Mortgages G21"
140,"KY: Credit Rationing, Credit, Deposit"
141,GD: U.S.
142,GR: Northern America
143,LA: English
144,UD: 199812
145,AN: 0478756
146,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
147,TI: On the Adjustment Matrix in Error Correction Models
148,"AU: Rossana, Robert J."
149,AF: Wayne State U
150,"SO: Journal of Monetary Economics, 42(2), October 1998, pp. 427-44"
151,IS: 0304-3932
152,AV: http://www.sciencedirect.com/science/journal/03043932
153,DT: Journal Article
154,PY: 1998
155,"AB: This paper explores the determinants of the adjustment matrix in error correction models within two intertemporal models of the firm. In a production smoothing model of inventories, it is shown that the adjustment matrix contains the speed of adjustment of inventories as conjectured in previous work but this parameter matrix also contains the parameters from the autoregressive polynomials associated with the stochastic, unobservable shocks in the model. Two empirical examples are provided suggesting that these unobservable shocks cannot be assumed to be serially uncorrelated. In a flexible wage model of a labor market, the impact upon the adjustment matrix of normalizing the cointegrating matrix is studied. In contrast to one-state variable problems, normalization of the cointegrating matrix is arbitrary on economic and statistical grounds in this model and it is shown that, even with serially uncorrelated shocks, estimating the elements of the adjustment matrix may not provide an estimate of the speed of adjustment under some normalizations of the cointegrating matrix. The implication of the analysis is that without guidance from an economic model about the interpretation of elements of the adjustment matrix under alternative normalizations of the cointegrating matrix, or when unobservable shocks are serially correlated, economic interpretation of estimates of the adjustment matrix will be hazardous."
156,"DE: Model Construction and Estimation C51Multiple or Simultaneous Equation Models: Time-Series Models, Dynamic Quantile Regressions, Dynamic Treatment Effect Models, Diffusion Processes C32Capital, Investment, Capacity E22Employment, Unemployment, Wages, Intergenerational Income Distribution, Aggregate Human Capital E24"
157,KY: Autoregressive
158,GD: U.S.
159,GR: Northern America
160,LA: English
161,UD: 199812
162,AN: 0478757
163,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
164,TI: Volatility Clustering in Real Interest Rates: Theory and Evidence
165,"AU: den Haan, Wouter J., Spear, Scott A."
166,"AF: U CA, San Diego and NBER, U CA, San Diego"
167,"SO: Journal of Monetary Economics, 41(3), June 1998, pp. 431-53"
168,IS: 0304-3932
169,AV: http://www.sciencedirect.com/science/journal/03043932
170,DT: Journal Article
171,PY: 1998
