index,AuthorID,AuthorName
2186,2442,James Dearden
2187,2443,James Dow
2188,2444,James E. Anderson
2189,2445,James E. Pearce
2190,2446,James E. Pesando
2191,2447,James E. Rauch
2192,2448,James E. West
2193,2449,James Fenske
2194,2450,James Feyrer
2195,2451,James H. Fowler
2196,2452,James H. Stock
2197,2453,James Harrigan
2198,2455,James J. Anton
2199,2456,James J. Choi
2200,2457,James J. Heckman
2201,2459,James Konow
2202,2460,James L. McCabe
2203,2461,James L. Medoff
2204,2462,James L. Paddock
2205,2463,James L. Powell
2206,2464,James L. Smith
2207,2466,James M. Buchanan
2208,2467,James M. Gerard
2209,2468,James M. Griffin
2210,2469,James M. Holmes
2211,2470,James M. Malcomson
2212,2471,James M. Nason
2213,2472,James M. Poterba
2214,2473,James M. Robins
2215,2474,James M. Sallee
2216,2476,"James M. Snyder, Jr."
2217,2478,James MacGee
2218,2479,James McEneaney
2219,2481,James Murphy
2220,2482,James N. Brown
2221,2483,James N. Dertouzos
2222,2484,James P. Smith
2223,2485,James P. Ziliak
2224,2486,James Peck
2225,2487,James Peery Cover
2226,2489,James Quirk
2227,2490,James R. Baumgardner
2228,2491,James R. Frew
2229,2494,"James R. Hines, Jr."
2230,2495,James R. Lothian
2231,2496,James R. Markusen
2232,2497,James R. Marsden
2233,2498,James R. Melvin
2234,2499,James R. Spletzer
2235,2500,James R. Thompson
2236,2501,James R. Tybout
2237,2502,James R. Walker
2238,2506,James Roumasset
2239,2507,James S. Schallheim
2240,2510,James Vickery
2241,2511,James W. Albrecht
2242,2512,James W. Friedman
2243,2513,James W. Roberts
2244,2514,James X. Sullivan
2245,2516,Jamin D. Speer
2246,2517,Jan Brueckner
2247,2518,Jan C. van Ours
2248,2519,Jan De Loecker
2249,2520,Jan Eeckhout
2250,2521,Jan Engelmann
2251,2522,Jan Paul Acton
2252,2523,Jan Potters
2253,2524,Jan Stoop
2254,2525,Jan Svejnar
2255,2526,Jan Walliser
2256,2527,Jan in't Veld
2257,2528,Jane Cooley Fruehwirth
2258,2529,Jane G. Gravelle
2259,2530,Janet Currie
2260,2531,Janet G. Stotsky
2261,2532,Janet L. Johnson
2262,2533,Janet L. Yellen
2263,2534,Janice C. Eberly
2264,2535,Janusz A. Ordover
2265,2536,Jared C. Carbone
2266,2537,Jaromir B. Nosal
2267,2538,Jasmina Arifovic
2268,2539,Jason Abaluck
2269,2540,Jason Abrevaya
2270,2541,Jason Allen
2271,2542,Jason Bell
2272,2543,Jason Brown
2273,2544,Jason Cummins
2274,2545,Jason D. Hartline
2275,2546,Jason E. Taylor
2276,2547,Jason F. Shogren
2277,2548,Jason Long
2278,2549,Jason M. Lindo
2279,2550,Jason P. Davis
2280,2551,Jason Scorse
2281,2552,Jaume Ventura
2282,2553,Javier Alvarez
2283,2554,Javier Díaz-Giménez
2284,2555,Javier García-Cicco
2285,2556,Javier Gardeazabal
2286,2557,Javier Hidalgo
2287,2558,Javier Miranda
2288,2559,Javier Ruiz-Castillo
2289,2560,Javier Suarez
2290,2561,Jawwad Noor
2291,2562,Jay C. Shambaugh
2292,2563,Jay H. Hong
2293,2565,Jay Pil Choi
2294,2566,Jay Stewart
2295,2567,Jean Boivin
2296,2568,Jean Imbs
2297,2569,Jean Jacod
2298,2570,Jean Lee
2299,2571,Jean Petit
2300,2572,Jean Tirole
2301,2573,Jean-Charles Rochet
2302,2574,Jean-François Richard
2303,2575,Jean-François Houde
2304,2576,Jean-François Laslier
2305,2577,Jean-François Mertens
2306,2579,Jean-Laurent Rosenthal
2307,2580,Jean-Marc Bourgeon
2308,2582,Jean-Marie Baland
2309,2583,Jean-Marie Dufour
2310,2584,Jean-Michel Chevet
2311,2585,Jean-Michel Zakoïan
2312,2586,Jean-Paul Carvalho
2313,2587,Jean-Paul Chavas
2314,2588,Jean-Paul L'Huillier
2315,2589,Jean-Pierre Benoît
2316,2590,Jean-Pierre Danthine
2317,2592,Jean-Pierre H. Dubé
2318,2593,Jean-Robert Tyran
2319,2594,Jean-Yves Duclos
2320,2595,Jean-Yves Pitarakis
2321,2596,Jeanne Hagenbach
2322,2597,Jeanne Lafortune
2323,2599,Jean-Marc Robin
2324,2600,Jee-Hyeong Park
2325,2601,Jeff Borland
2326,2602,Jeff E. Biddle
2327,2603,Jeff Frank
2328,2605,Jeffrey Grogger
2329,2606,Jeff Larrimore
2330,2607,Jeffrey A. Dubin
2331,2608,Jeffrey A. Frankel
2332,2609,Jeffrey A. Miron
2333,2611,Jeffrey B. Lewis
2334,2612,Jeffrey B. Liebman
2335,2613,Jeffrey B. Miller
2336,2614,Jeffrey B. Nugent
2337,2616,Jeffrey C. Ely
2338,2617,Jeffrey C. Fuhrer
2339,2620,Jeffrey Carpenter
2340,2621,Jeffrey Clemens
2341,2622,Jeffrey DeSimone
2342,2623,Jeffrey E. Prisbrey
2343,2627,Jeffrey G. Williamson
2344,2629,Jeffrey J. Hallman
2345,2630,Jeffrey K. MacKie-Mason
2346,2632,Jeffrey Kubik
2347,2633,Jeffrey L. Coles
2348,2634,Jeffrey L. Furman
2349,2636,Jeffrey Lin
2350,2637,Jeffrey M. Lacker
2351,2638,Jeffrey M. Weinstein
2352,2639,Jeffrey M. Wooldridge
2353,2640,Jeffrey Milyo
2354,2642,Jeffrey Pontiff
2355,2643,Jeffrey Prince
2356,2645,Jeffrey R. Brown
2357,2646,Jeffrey R. Campbell
2358,2647,Jeffrey R. Kling
2359,2649,Jeffrey Roth
2360,2650,Jeffrey S. Banks
2361,2651,Jeffrey S. Rosenthal
2362,2652,Jeffrey Sachs
2363,2653,Jeffrey Smith
2364,2654,Jeffrey Wurgler
2365,2655,Jeffrey Zwiebel
2366,2656,Jennifer Brown
2367,2657,Jennifer F. Reinganum
2368,2658,Jennifer Graves
2369,2659,Jennifer Heerwig
2370,2660,Jennifer Hunt
2371,2661,Jennifer La'O
2372,2662,Jennifer P. Poole
2373,2664,Jennifer Roback
2374,2665,Jens Iversen
2375,2666,Jens Ludwig
2376,2668,Jere R. Behrman
2377,2670,Jeremiah E. Dittmar
2378,2672,Jeremy C. Stein
2379,2673,Jeremy Greenwood
2380,2674,Jeremy I. Bulow
2381,2675,Jeremy J. Siegel
2382,2676,Jeremy Magruder
2383,2677,Jeremy Rudd
2384,2679,Jeremy T. Fox
2385,2680,Jeremy Tobacman
2386,2681,Jeremy West
2387,2682,Jeroen M. Swinkels
2388,2684,Jerome L. Stein
2389,2686,Jerry G. Thursby
2390,2689,Jerry R. Green
2391,2691,Jesper Bagger
2392,2693,Jesper Linde
2393,2693,Jesper Lindé
2394,2694,Jess Benhabib
2395,2695,Jesse Gregory
2396,2696,Jesse M. Shapiro
2397,2697,Jesse Perla
2398,2698,Jesse Rothstein
2399,2699,Jessica Cohen
2400,2700,Jessica Goldberg
2401,2701,Jessica Leino
2402,2702,Jesus Saa-Requejo
2403,2703,Jesús Fernández-Villaverde
2404,2704,Jesús Gonzalo
2405,2705,Jesús Saurina
2406,2706,Jia Li
2407,2707,Jia Yan
2408,2708,Jiahua Che
2409,2709,Jialan Wang
2410,2710,Jialin Yu
2411,2711,Jian Chen
2412,2712,Jian Huang
2413,2713,Jiandong Ju
2414,2714,Jiang Wang
2415,2715,Jianjun Miao
2416,2716,Jiankang Zhang
2417,2717,Jiawei Chen
2418,2718,Jidong Zhou
2419,2719,Jie He
2420,2720,Jihong Lee
2421,2721,Jill C. Weise
2422,2722,Jin Li
2423,2723,Jin Seo Cho
2424,2724,Jing Cynthia Wu
2425,2725,Jing Zhang
2426,2726,Jinwoo Kim
2427,2727,Jinyong Hahn
2428,2728,Jiri Slacalek
2429,2729,Jitendralal Borkakoti
2430,2730,Jith Jayaratne
2431,2731,Jo Anna Gray
2432,2734,Joanne Yoong
2433,2736,Jody L. Sindelar
2434,2737,Jody Robert Overland
2435,2738,Joe Peek
2436,2739,Joel Huber
2437,2740,Joel L. Horowitz
2438,2741,Joel L. Schrag
2439,2742,Joel M. Guttman
2440,2743,Joel Shapiro
2441,2744,Joel Slemrod
2442,2745,Joel Sobel
2443,2746,Joel Waldfogel
2444,2747,Joel Watson
2445,2748,Johan Sulaeman
2446,2749,Johanna Wallenius
2447,2750,Johanne Boisjoly
2448,2751,Johannes Abeler
2449,2752,Johannes F. Schmieder
2450,2753,Johannes Hörner
2451,2754,Johannes Ludsteck
2452,2755,Johannes Pfeifer
2453,2758,John A. Carlson
2454,2759,John A. Graves
2455,2760,John A. James
2456,2761,John A. List
2457,2762,John A. Maluccio
2458,2763,John A. Rizzo
2459,2764,John A. Tatom
2460,2765,John A. Turner
2461,2766,John A. Weinberg
2462,2767,John Ameriks
2463,2768,John Asker
2464,2769,John B. Burbidge
2465,2770,John B. Donaldson
2466,2772,"John B. Long, Jr."
2467,2773,John B. Shoven
2468,2774,John B. Taylor
2469,2775,John B. Van Huyck
2470,2776,John B. Willett
2471,2777,John Bailey Jones
2472,2778,John Beshears
2473,2779,John Bound
2474,2781,John Bryant
2475,2782,John Burghardt
2476,2783,John C. Brown
2477,2784,John C. Chao
2478,2785,John C. Haltiwanger
2479,2786,John C. Hause
2480,2787,John C. Heaton
2481,2788,John C. Whitehead
2482,2789,John C. Williams
2483,2791,John Cawley
2484,2793,John Conlisk
2485,2794,John D. Hey
2486,2795,John D. Wilman
2487,2797,John Douglas Wilson
2488,2798,John Duffy
2489,2799,John Duggan
2490,2801,John E. Davies
2491,2802,John E. DiNardo
2492,2803,John E. Elliott
2493,2804,John E. Floyd
2494,2805,John E. Garen
2495,2806,John E. Roemer
2496,2807,John E. Stovall
2497,2808,John F. Kain
2498,2810,John Fender
2499,2812,John Fountain
2500,2813,John G. Fernald
2501,2814,John G. Matsusaka
2502,2815,John G. Riley
2503,2817,John Geweke
2504,2818,John Greenhut
2505,2819,John H. Bishop
2506,2820,John H. Cochrane
2507,2821,John H. Constantine
2508,2822,John H. Goddeeris
2509,2823,John H. Kagel
2510,2824,John H. Miller
2511,2825,John H. Nachbar
2512,2827,John H. Rogers
2513,2828,John H. Tressler
2514,2829,John H. Tyler
2515,2832,John Hassler
2516,2834,John Holahan
2517,2835,John Ifcher
2518,2836,"John J. Donohue, III"
2519,2837,John J. Seater
2520,2838,John J. Siegfried
2521,2839,John J. Stevens
2522,2840,John K. Hill
2523,2841,John K. Whitaker
2524,2843,John K.-H. Quah
2525,2846,John Kareken
2526,2847,John Karl Scholz
2527,2848,John Kennan
2528,2849,John Knowles
2529,2850,John L. Solow
2530,2853,John Leach
2531,2855,John Londregan
2532,2856,John M. Abowd
2533,2857,John M. Bizjak
2534,2858,John M. Griffin
2535,2859,John M. Kuhlman
2536,2860,John M. Marshall
2537,2861,John M. Quigley
2538,2862,John M. Reilly
2539,2863,John M. Vernon
2540,2864,John McDermott
2541,2865,John McLaren
2542,2866,John McMillan
2543,2867,John Moore
2544,2868,John Morgan
2545,2869,John Muellbauer
2546,2870,John N. Friedman
2547,2871,John P. Conley
2548,2872,John P. Hoehn
2549,2873,John P. Sophocleus
2550,2874,John Papp
2551,2876,John Picard Stein
2552,2877,John Piggott
2553,2878,John Quiggin
2554,2879,John R. Conlon
2555,2880,John R. Graham
2556,2881,John R. Hamman
2557,2882,"John R. Lott, Jr."
2558,2883,John R. O'Brien
2559,2884,John Ries
2560,2886,John Roberts
2561,2888,John Romalis
2562,2890,John S. Earle
2563,2891,John S. Felkner
2564,2892,John S. Greenlees
2565,2893,John S. Hekman
2566,2894,John S. Hughes
2567,2895,"John S. Wiley, Jr."
2568,2896,John Schirm
2569,2897,John Shea
2570,2898,John Shim
2571,2899,John Stachurski
2572,2900,John Strauss
2573,2901,John Sutton
2574,2902,John T. Cuddington
2575,2903,John T. Warner
2576,2904,John V. Leahy
2577,2905,John Van Reenen
2578,2906,John Vickers
2579,2907,John W. Dickhaut
2580,2909,John W. Pratt
2581,2910,John W. Reid
2582,2912,John Whalley
2583,2913,John William Hatfield
2584,2915,John Wooders
2585,2916,John Y. Campbell
2586,2917,John Yinger
2587,2918,Jon C. Luke
2588,2919,Jon Eguia
2589,2920,Jon Faust
2590,2921,Jon M. Conrad
2591,2922,Jon Sonstelie
2592,2923,Jon W. Salmon
2593,2924,Jonah B. Gelbach
2594,2925,Jonah E. Rockoff
2595,2928,Jonas D. M. Fisher
2596,2930,Jonas Hjort
2597,2931,Jonathan A. Parker
2598,2932,Jonathan B. Berk
2599,2933,Jonathan B. Pritchett
2600,2934,Jonathan Cave
2601,2935,Jonathan D. Fisher
2602,2936,Jonathan D. Ketcham
2603,2937,Jonathan Eaton
2604,2938,Jonathan G. James
2605,2939,Jonathan Goldstein
2606,2940,Jonathan Gruber
2607,2941,Jonathan Guryan
2608,2942,Jonathan H. Wright
2609,2943,Jonathan Heathcote
2610,2944,Jonathan I. Silberman
2611,2945,Jonathan Isham
2612,2946,Jonathan L. Burke
2613,2947,Jonathan L. Willis
2614,2948,Jonathan Levav
2615,2949,Jonathan Levin
2616,2950,Jonathan M. Karpoff
2617,2951,Jonathan Morduch
2618,2952,Jonathan P. Thomas
2619,2954,Jonathan Reuter
2620,2955,Jonathan Robinson
2621,2956,Jonathan Rodden
2622,2957,Jonathan S. Feinstein
2623,2958,Jonathan Skinner
2624,2959,Jonathan T. Kolstad
2625,2960,Jonathan Temple
2626,2961,Jonathan Ullman
2627,2962,Jonathan Vogel
2628,2963,Jonathan Weinstein
2629,2964,Jonathan Zinman
2630,2965,Jong-Soo Lim
2631,2966,Joni Hersch
2632,2967,Joon Y. Park
2633,2968,Joram Mayshar
2634,2969,Jordi Blanes i Vidal
2635,2970,Jordi Brandts
2636,2971,Jordi Caballé
2637,2973,Jordi Gali
2638,2973,Jordi Galí
2639,2974,Jorge Martinez-Vazquez
2640,2975,Jorge Silva-Risso
2641,2976,Jorge Soares
2642,2977,Jörgen W. Weibull
2643,2978,Joris Pinkse
2644,2980,Jose Apesteguia
2645,2981,Jose E. Vila
2646,2982,Jose Maria Fernandez
2647,2984,José-Víctor Ríos-Rull
2648,2985,Josef C. Brada
2649,2986,Josef Hofbauer
2650,2987,Josef Zechner
2651,2988,Josef Zweimüller
2652,2989,Joseph A. Ritter
2653,2990,Joseph A. Swanson
2654,2991,Joseph Chen
2655,2992,"Joseph D. Reid, Jr."
2656,2995,"Joseph E. Harrington, Jr."
2657,2997,Joseph E. Swierzbinski
2658,2998,Joseph Farrell
2659,3001,Joseph G. Altonji
2660,3002,Joseph G. Haubrich
2661,3003,Joseph Golec
2662,3004,Joseph Gregory Sidak
2663,3005,Joseph Gyourko
2664,3006,Joseph H. Davis
2665,3007,Joseph H. Felter
2666,3008,"Joseph J. Doyle, Jr."
2667,3009,Joseph J. Minarik
2668,3010,Joseph J. Sabia
2669,3011,Joseph Konstan
2670,3012,Joseph M. Golden
2671,3013,Joseph M. Ostroy
2672,3015,Joseph P. Cook
2673,3016,Joseph P. Ferrie
2674,3017,Joseph P. Kaboski
2675,3018,Joseph P. Newhouse
2676,3019,Joseph P. Romano
2677,3020,Joseph Price
2678,3021,Joseph R. Mason
2679,3022,Joseph S. DeSalvo
2680,3023,Joseph S. Pliskin
2681,3024,Joseph S. Tracy
2682,3025,Joseph Song
2683,3027,Joseph Tao-yi Wang
2684,3029,Joseph Vavra
2685,3030,Joseph Zeira
2686,3032,Josh Lerner
2687,3035,Joshua B. Miller
2688,3036,Joshua C. Teitelbaum
2689,3037,Joshua D. Angrist
2690,3038,Joshua D. Coval
2691,3039,Joshua D. Gottlieb
2692,3040,Joshua D. Rauh
2693,3042,Joshua Linn
2694,3044,Joshua S. Gans
2695,3045,Joshua S. Goodman
2696,3046,Joshua S. Graff Zivin
2697,3047,Joshua Schwartzstein
2698,3049,José C. Pernías
2699,3050,José C. R. Pueblita
2700,3051,José Luis Montiel Olea
2701,3052,José Luis Moraga-González
2702,3053,José Manuel Campa
2703,3054,José Mata
2704,3055,Jose V. Rodriguez Mora
2705,3056,José S. Penalva
2706,3057,José Wynne
2707,3058,José-Luis Peydró
2708,3060,Joy Ishii
2709,3061,Joyce E. Berg
2710,3062,Joyce Manchester
2711,3063,Joyce E. Pickersgill
2712,3064,Joyce Wong
2713,3065,Jozef Konings
2714,3066,João F. Cocco
2715,3067,João F. Gomes
2716,3068,Ju-Chin Huang
2717,3069,Juan A. Lacomba
2718,3070,Juan C. Botero
2719,3071,Juan Carlos Conesa
2720,3072,Juan Carlos Hallak
2721,3073,Juan Carlos Parra
2722,3074,Juan D Moreno-Ternero
2723,3075,Juan D. Carrillo
2724,3076,Juan Dubra
2725,3077,Juan F. Escobar
2726,3078,Juan F. Rubio-Ramírez
2727,3079,Juan J. Dolado
2728,3080,Juan Jose Miranda
2729,3081,Juan M. Sanchez
2730,3083,Juan Pablo Nicolini
2731,3084,Juan Pablo Rincón-Zapatero
2732,3085,Juan Pablo Torres–Martínez
2733,3086,Juan-José Ganuza
2734,3087,Juan-Pablo Montero
2735,3088,Juanjuan Meng
2736,3089,Judd B. Kessler
2737,3090,Judith A. Chevalier
2738,3091,Judith A. Frías
2739,3093,Juha Seppälä
2740,3094,Juin-Kuan Chong
2741,3095,Jules van Binsbergen
2742,3096,Julia K. Thomas
2743,3097,Julia Tobias
2744,3098,Julian M. Alston
2745,3099,Julian Wright
2746,3100,Julian di Giovanni
2747,3101,Julie Agnew
2748,3102,Julie Berry Cullen
2749,3103,Julie Chytilová
2750,3104,Julie Holland Mortimer
2751,3105,Julie Valentin
2752,3106,Juliet U. Elu
2753,3107,Julio Dávila
2754,3108,Julio J. Rotemberg
2755,3109,Julio Robledo
2756,3111,Jun Pan
2757,3112,Jun Qian
2758,3113,Jun-Koo Kang
2759,3114,Jungmin Lee
2760,3115,Junsen Zhang
2761,3116,Jushan Bai
2762,3117,Justin Caron
2763,3118,Justin Gallagher
2764,3119,Justin Ho
2765,3120,Justin Johnson
2766,3121,Justin Marion
2767,3122,Justin McCrary
2768,3123,Justin R. Sydnor
2769,3124,Justin Wolfers
2770,3125,Justin Yifu Lin
2771,3127,Justine S. Hastings
2772,3128,Juuso Toikka
2773,3129,Juuso Välimäki
2774,3130,Jérôme Adda
2775,3131,Jón Steinsson
2776,3132,József Sákovics
2777,3133,Jörg Heining
2778,3134,Jörg Oechssler
2779,3135,Jörg Stoye
2780,3137,Jörn-Steffen Pischke
2781,3138,Jürg Niehans
2782,3139,Jürgen Huber
2783,2379,K. Goeree
2784,3141,Kabir Malik
2785,3142,Kai Konrad
2786,3143,Kai-Uwe Kühn
2787,3144,Kaiji Chen
2788,3145,Kailing Shen
2789,3146,Kaivan Munshi
2790,3147,Kala Krishna
2791,3148,Kalena E. Cortes
2792,3149,Kalina Manova
2793,3150,Kalman J. Cohen
2794,3151,Kalyan Chatterjee
2795,3152,Kamalesh Rao
2796,3153,Kareen Rozen
2797,3154,Karel Mertens
2798,3156,Karen E. Dynan
2799,3157,Karen K. Lewis
2800,3158,Karen L. Palmer
2801,3159,Karen Macours
2802,3160,Karen N. Eggleston
2803,3162,Karen Stockley
2804,3163,Karin Edmark
2805,3164,Karl E. Case
2806,3165,Karl Ove Moene
2807,3166,Karl Schmedders
2808,3167,Karl Shell
2809,3168,Karl Storchmann
2810,3169,Karl Whelan
2811,3170,Karla Hoff
2812,3171,Karsten Jeske
2813,3172,Kasper Meisner Nielsen
2814,3173,Kate Antonovics
2815,3176,Katharine E. Rockett
2816,3177,Katharine G. Abraham
2817,3178,Katherine A. Smith
2818,3179,Katherine Baicker
2819,3180,Katherine Baldiga Coffman
2820,3181,Katherine Casey
2821,3182,Katherine Dusak
2822,3183,Katherine Eriksson
2823,3184,Katherine Grace Carman
2824,3185,Katherine Ho
2825,3186,Katherine Swartz
2826,3187,Kathleen J. Mullen
2827,3188,Kathleen M. Hagerty
2828,3189,Kathleen McGarry
2829,3190,Kathryn E. Spier
2830,3191,Kathryn Graddy
2831,3192,Kathryn L. Shaw
2832,3194,Kathryn M. E. Dominguez
2833,3197,Kathryn Zeiler
2834,3198,Kathy Baylis
2835,3199,Katja Seim
2836,3200,Katrin Tinn
2837,3201,Katrina Jessoe
2838,3203,Katrine Vellesen Løken
2839,3204,Katsumi Shimotsu
2840,3205,Katsutoshi Wakai
2841,3206,Katya Kartashova
2842,3207,Kaushik Basu
2843,3208,Kaz Miyagiwa
2844,3209,Kazuo Sato
2845,3210,Kazushige Shimpo
2846,3211,Kei Kawai
2847,3212,Kei Tsutsui
2848,3213,Kei-Mu Yi
2849,3214,Keijiro Otsuka
2850,3215,Keisuke Hirano
2851,3216,Keith B. Leffler
2852,3217,Keith Chauvin
2853,3218,Keith Head
2854,3219,Keith J. Crocker
2855,3220,Keith M. Marzilli Ericson
2856,3222,Keith R. Ihlanfeldt
2857,3223,Keith R. McLaren
2858,3224,Keith Weigelt
2859,3225,Kelly Bedard
2860,3226,Kelly C. Bishop
2861,3227,Kelly Olds
2862,3228,Kelvin J. Lancaster
2863,3229,Ken Binmore
2864,3231,Kenneth Hendricks
2865,3232,Ken Kollman
2866,3233,Kenneth A. Couch
2867,3234,Kenneth A. Froot
2868,3235,Kenneth A. Shepsle
2869,3236,Kenneth A. Small
2870,3237,Kenneth A. Swinnerton
2871,3238,Kenneth B. Dunn
2872,3239,Kenneth Burdett
2873,3241,Kenneth D. Boyer
2874,3242,Kenneth D. Garbade
2875,3243,Kenneth D. West
2876,3244,Kenneth E. Train
2877,3245,Kenneth G. Elzinga
2878,3247,Kenneth I. Wolpin
2879,3248,Kenneth J. Arrow
2880,3249,Kenneth J. McLaughlin
2881,3250,Kenneth J. Singleton
2882,3251,Kenneth L. Judd
2883,3252,Kenneth L. Leonard
2884,3253,Kenneth L. Simons
2885,3254,Kenneth Lehn
2886,3255,Kenneth N. Kuttner
2887,3256,Kenneth R. Ahern
2888,3257,Kenneth R. French
2889,3258,Kenneth R. Troske
2890,3260,Kenneth S. Chan
2891,3261,Kenneth S. Rogoff
2892,3263,Kenneth Sokoloff
2893,3264,Kenneth T. Rosen
2894,3266,Kenneth Y. Chay
2895,3267,Kent Osband
2896,3268,Kent P. Kimbrough
2897,3269,Kent A. Smetters
2898,3270,Keong Woo
2899,3271,Kermit Daniel
2900,3272,Kerry Back
2901,3273,Kerry D. Vandell
2902,3274,Kerwin Kofi Charles
2903,3275,Kevin Carey
2904,3276,Kevin Clinton
2905,3277,Kevin D. Hoover
2906,3278,Kevin D. Sheedy
2907,3279,Kevin Hassett
2908,3280,Kevin Huang
2909,3281,Kevin J. Mumford
2910,3282,Kevin J. Murphy
2911,3283,Kevin Lang
2912,3284,Kevin Lee
2913,3286,Kevin McCabe
2914,3287,Kevin Milligan
2915,3288,Kevin C. Murdock
2916,3289,Kevin Reilly
2917,3290,Keyu Jin
2918,3291,Kfir Eliaz
2919,3292,Khan A. Mohabbat
2920,3293,Kiho Yoon
2921,3294,Kiichi Tokuoka
2922,3295,Kim B. Clark
2923,3296,Kim J. Ruhl
2924,3297,Kim-Sau Chung
2925,3298,Kiminori Matsuyama
2926,3299,Kinping Tse
2927,3300,Kirill Evdokimov
2928,3301,Kirk B. Doran
2929,3302,Kirk Vandezande
2930,3303,Kjell Erik Lommerud
2931,3304,Kjell G. Nyborg
2932,3305,Kjell G. Salvanes
2933,3306,Kjetil Storesletten
2934,3307,Klara Sabirianova Peter
2935,3308,Klaus Abbink
2936,3309,Klaus Desmet
2937,3310,Klaus Härtl
2938,3312,Klaus M. Schmidt
2939,3313,Klaus Nehring
2940,3314,Knut Anton Mork
2941,3315,Koichi Hamada
2942,3316,Koichi Tadenuma
2943,3317,Koichiro Ito
2944,3318,Koji Shimomura
2945,3319,Koleman S. Strumpf
2946,3321,Konrad B. Burchardi
2947,3322,Konrad Mierendorff
2948,3323,Konstantin Milbradt
2949,3324,Konstantin Sonin
2950,3325,Konstantinos Metaxoglou
2951,3326,Kornelius Kraft
2952,3327,Kory Kroft
2953,3328,Kota Saito
2954,3329,Kotaro Suzumura
2955,3330,Kris James Mitchener
2956,3331,Krishna Pendakur
2957,3332,Kristian Rydqvist
2958,3333,Kristin F. Butcher
2959,3334,Kristin J. Forbes
2960,3335,Kristina Tobio
2961,3336,Kristoffer P. Nimark
2962,3337,Kristopher S. Gerardi
2963,3338,Krzysztof Burdzy
2964,3339,Krzysztof Karbownik
2965,3340,Kuan Chong
2966,3341,Kun-Young Yun
2967,3342,Kunal S. Kamlani
2968,3343,Kurt Schmidheiny
2969,3344,Kyle Bagwell
2970,3345,Kyle D. Van Nort
2971,3346,Kyle Handley
2972,3347,Kyoji Fukao
2973,3348,Kyoo il Kim
2974,3349,Kyooho Kwon
2975,3350,Kyoungwon Seo
2976,3351,Loren A. Ihnen
2977,3352,L. Alan Winters
2978,3353,L. Kamran Bilir
2979,3355,L. Rachel Ngai
2980,3356,Lacy Glenn Thomas
2981,3357,Laetitia Placido
2982,3358,Lakshmi Iyer
2983,3359,Lakshmi Krishnan
2984,3360,Lalith Munasinghe
2985,3361,Lan Zhang
2986,3362,Lance Fortnow
2987,3363,Lance Girton
2988,3364,Lance J. Lochner
2989,3366,Lane A. Daley
2990,3367,Larry A. Sjaastad
2991,3368,Larry Bartels
2992,3369,Larry E. Jones
2993,3371,Larry G. Epstein
2994,3372,Larry H. P. Lang
2995,3374,Larry Samuelson
2996,3375,Larry Selden
2997,3376,Lars A. Stole
2998,3377,Lars E. O. Svensson
2999,3378,Lars Lefgren
3000,3379,Lars Ljungqvist
3001,3380,Lars Nesheim
3002,3381,Lars Peter Hansen
3003,3382,Lars Skipper
3004,3385,Lars Vilhuber
3005,3386,Lars-Gunnar Svensson
3006,3388,Lars-Hendrik Roller
3007,3388,Lars-Hendrik Röller
3008,3389,Lasse Heje Pedersen
3009,3390,Lata Gangadharan
3010,3391,Laura Alfaro
3011,3392,Laura E. Kodres
3012,3393,Laura H. Baldwin
3013,3394,Laura Mayoral
3014,3395,Laura Power
3015,3396,Laura Puzzello
3016,3397,Laura Schechter
3017,3398,Laura Veldkamp
3018,3399,Laura Xiaolei Liu
3019,3400,Laure B. de Preux
3020,3401,Lauren Cohen
3021,3402,Lauren E. Willis
3022,3403,Laurence Ball
3023,3404,Laurence J. Kotlikoff
3024,3405,Laurence J. Koltikoff
3025,3406,Laurence Kranich
3026,3407,Laurence R. Iannaccone
3027,3408,Laurence S. Seidman
3028,3409,Laurence Weiss
3029,3410,Laurens Cherchye
3030,3411,Laurent Bouton
3031,3412,Laurent E. Calvet
3032,3413,Laurent Gobillon
3033,3414,Laurent Simula
3034,3415,Laurie R. Santos
3035,3416,Laurie Simon Bagwell
3036,3417,Laurits R. Christensen
3037,3422,Lawrence F. Katz
3038,3423,Lawrence H. Goulder
3039,3424,Lawrence H. Officer
3040,3425,Lawrence H. Summers
3041,3426,Lawrence J. Christiano
3042,3427,Lawrence J. Lau
3043,3428,Lawrence J. White
3044,3430,Lawrence M. Ausubel
3045,3431,Lawrence M. Benveniste
3046,3432,Lawrence M. Kahn
3047,3433,Lawrence W. Martin
3048,3434,Lawrence Olson
3049,3436,Lawrence W. Kenny
3050,3437,Leah Platt Boustan
3051,3438,Leandro M. Magnusson
3052,3439,Lee A. Lillard
3053,3441,Lee C. Vermeulen
3054,3442,Lee E. Ohanian
3055,3443,Lee G. Branstetter
3056,3444,Lee J. Alston
3057,3446,Leeat Yariv
3058,3448,Leemore S. Dafny
3059,3449,Leena Rudanko
3060,3450,Leif Danziger
3061,3451,Leigh Linden
3062,3452,Len Nichols
3063,3453,Lena Edlund
3064,3454,Lennart Ohlsson
3065,3455,Leo K. Simon
3066,3456,Leo Sveikauskas
3067,3457,Leo Troy
3068,3458,Leon Smolinski
3069,3459,Leon Yang Chu
3070,3460,Leonard E. Burman
3071,3461,Leonard Green
3072,3462,Leonard J. Mirman
3073,3463,Leonard K. Cheng
3074,3464,Leonard Wantchekon
